"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Marcus Stroman",1,"SP",11300,"TOR","@ATL","54%",3.82,NA,NA,"",4.61,"19.2%",3.6,3.41,"R",0.302,0.299,"2%","0%","0%",17.8,16.5,16.5,3.8,29.2,15.8,1.4,0,0
"Jon Lester",6,"SP",11300,"CHC","CIN","65%",4.35,6,0.301,"21.4%",4.89,"24.9%",3.44,3.3,"L",0.278,0.285,"1%","-1%","-8%",14.6,16.4,16.4,8.3,24.6,16.4,1.5,0,0
"Hyun-Jin Ryu",3,"SP",9100,"LAD","MIA","63%",3.42,NA,NA,"",4.24,"22.6%",4.13,4.01,"L",0.318,0.311,"3%","1%","0%",12.3,12.3,12.3,2.3,22.3,15.6,1.7,0,0
"Dylan Bundy",1,"SP",9100,"BAL","@DET","55%",4.7,5,0.323,"21.1%",4.89,"20.8%",4.29,4.55,"R",0.317,0.304,"0%","-4%","0%",16.8,18.7,18.7,11,26.5,14.1,1.5,0,0
"Tanner Roark",8,"SP",8900,"WAS","@PIT","56%",4.46,4.5,0.301,"19.7%",3.64,"18.6%",4.25,4.16,"R",0.308,0.277,"1%","-2%","0%",14.2,14.9,14.9,10.1,19.6,14.2,1.6,0,0
"Danny Duffy",NA,"SP",8900,"KC","NYY","49%",4.32,NA,NA,"",5.78,"21.3%",4.09,4.23,"L",0.225,0.324,"-3%","0%","0%",9.1,13.9,13.9,2.3,25.6,13.8,1.6,0,0
"Julio Teheran",NA,"SP",8800,"ATL","TOR","46%",4.18,NA,NA,"",4.05,"20.6%",4.2,4.28,"R",0.344,0.252,"0%","0%","0%",8.7,12.8,12.8,2.6,22.9,14.1,1.6,0,0
"Jordan Montgomery",1,"SP",8100,"NYY","@KC","51%",4.18,NA,NA,"",3.16,"22.5%",4.35,4.73,"L",NA,0.308,"-3%","0%","0%",14.8,15,15,13.9,16.1,15.2,1.9,0,0
"Zach Davies",1,"SP",7700,"MIL","@SD","51%",4.21,NA,0.305,"25.4%",3.61,"19.1%",4.22,4.09,"R",0.32,0.328,"3%","0%","0%",14,9.9,9.9,-0.1,19.8,15.9,2.1,0,0
"Ervin Santana",8,"SP",7400,"MIN","COL","56%",3.74,5,0.336,"19.6%",4.85,"19.3%",4.37,4.32,"R",0.307,0.29,"-2%","6%","0%",19.8,23.4,23.4,12.3,34.6,14.3,1.9,0,0
"Sonny Gray",NA,"SP",7200,"OAK","BOS","50%",4.01,NA,NA,"",4.5,"19.2%",4.03,3.88,"R",0.285,0.299,"3%","1%","0%",9.4,9.4,9.4,7.6,11.2,14.5,2,0,0
"Edinson Volquez",NA,"SP",7100,"MIA","@LAD","37%",4.58,NA,NA,"",4.9,"17.8%",4.56,4.42,"R",0.337,0.309,"7%","1%","0%",9.5,11.8,11.8,4.9,18.7,13.4,1.9,0,0
"Amir Garrett",NA,"SP",7000,"CIN","@CHC","35%",6.15,NA,0.323,"22.0%",4.76,"18.9%",4.57,4.55,"L",NA,0.311,"3%","-2%","-13%",13,14.7,14.7,-1.5,30.9,12.1,1.7,0,0
"Martin Perez",NA,"SP",6500,"TEX","PHI","56%",4.84,4.5,0.326,"20.5%",4.61,"12.9%",4.87,4.57,"L",0.294,0.337,"-4%","-1%","0%",6.5,9.6,9.6,2,17.2,10.3,1.6,0,0
"Hector Velazquez",NA,"SP",6400,"BOS","@OAK","50%",3.99,NA,NA,"",3.95,"",NA,NA,"R",NA,NA,"0%","0%","0%",0,0,0,0,0,12,1.9,0,0
"Tyler Glasnow",0,"SP",6200,"PIT","WAS","44%",5.04,NA,0.324,"22.4%",6.11,"21.4%",4.79,4.95,"R",NA,0.376,"1%","-3%","0%",8,6,6,-5.1,17.2,12.1,2,0,0
"Dylan Covey",NA,"SP",6100,"CWS","@SEA","40%",4.72,NA,NA,"",4.85,"",NA,NA,"R",NA,NA,"9%","2%","0%",2.6,3.4,3.4,-6.4,13.2,8.3,1.4,0,0
"Jordan Zimmermann",NA,"SP",5900,"DET","BAL","45%",5.3,NA,0.322,"22.4%",4.73,"17.3%",4.31,4.35,"R",0.315,0.302,"0%","-4%","0%",6.1,7.1,7.1,0.3,13.9,10.9,1.8,0,0
"Nick Pivetta",NA,"SP",5600,"PHI","@TEX","43%",5.66,NA,0.32,"23.8%",4.62,"",NA,NA,"R",NA,NA,"-7%","-1%","0%",9.2,9.2,9.2,7.1,11.3,13.5,2.4,0,0
"Sam Gaviglio",1,"RP",5100,"SEA","CWS","60%",3.78,NA,NA,"",4.19,"",NA,NA,"R",NA,NA,"3%","1%","0%",0,0,0,0,0,13.5,2.6,0,0
"German Marquez",5,"SP",5000,"COL","@MIN","44%",4.26,NA,0.321,"23.9%",4.51,"17.9%",4.1,3.95,"R",NA,NA,"7%","4%","0%",13.8,13.8,13.8,-6.7,34.4,16.3,3.3,0,0
"Jarred Cosart",NA,"SP",4400,"SD","MIL","49%",4.29,NA,0.289,"25.6%",5.35,"14.8%",5.11,4.74,"R",0.298,0.32,"2%","0%","0%",8.6,8.6,8.6,7.5,9.7,11,2.5,0,0
