"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",7,"SP",13500,"WAS","@STL","60%",3.35,9,0.317,"23.7%",4.52,"31.8%",2.81,3.14,"R",0.301,0.21,"1%","-1%","0%",35,30.5,30.5,20.2,40.8,28.9,2.1,41.4,3.1
"Carlos Martinez",1,"SP",10900,"STL","WAS","40%",4.15,6.5,0.318,"21.8%",5.59,"24.1%",3.7,3.54,"R",0.328,0.252,"1%","-1%","0%",26.3,23.3,23.3,12.7,34,19.1,1.8,0.7,0.1
"Jose Quintana",3,"SP",10700,"CWS","TEX","51%",4.69,6,0.335,"19.9%",4.96,"21.6%",3.91,3.85,"L",0.288,0.314,"1%","-2%","0%",20.9,15.6,15.6,2.9,28.4,15.1,1.4,9,0.8
"Luis Severino",4,"SP",9900,"NYY","@HOU","50%",4.27,6,0.343,"15.7%",5.54,"24.2%",3.64,3.5,"R",0.308,0.303,"4%","0%","-2%",21.3,21.2,21.2,9,33.5,14,1.4,7.4,0.7
"Jeff Samardzija",6,"SP",9600,"SF","@PIT","60%",3.78,6,0.3,"18.6%",4.26,"20.6%",3.94,3.9,"R",0.328,0.291,"0%","-2%","-1%",18.6,18.7,18.7,8.2,29.3,18,1.9,19.9,2.1
"Kenta Maeda",6,"SP",9200,"LAD","@SD","68%",3.2,6,0.286,"24.5%",3.64,"25.0%",3.73,3.77,"R",0.316,0.256,"0%","0%","-1%",15.8,15.7,15.7,6.3,25,21.3,2.3,-5.8,-0.6
"Drew Pomeranz",1,"SP",9000,"BOS","@TOR","50%",4.52,5.5,0.353,"16.8%",4.22,"25.6%",3.75,3.71,"L",0.283,0.297,"0%","0%","0%",15.8,16.9,16.9,6,27.7,12.9,1.4,17.3,1.9
"James Paxton",5,"SP",8700,"SEA","@LAA","59%",3.84,5.5,0.309,"18.6%",4.21,"23.0%",3.83,3.65,"L",0.327,0.292,"1%","0%","0%",9.6,18.9,18.9,5.8,32,16.1,1.9,19.9,2.3
"Justin Verlander",NA,"SP",8700,"DET","CLE","47%",4.9,5.5,0.34,"17.5%",4.76,"24.8%",3.84,4.12,"R",0.284,0.294,"0%","-2%","0%",13.9,15,15,4.2,25.7,13.5,1.6,-13.7,-1.6
"Alex Cobb",NA,"SP",8200,"TB","@BAL","46%",5.5,NA,0.328,"20.9%",4.47,"16.2%",4.68,4.55,"R",0.299,0.327,"-2%","-4%","0%",13.6,14.1,14.1,4.5,23.6,13.2,1.6,3.5,0.4
"Sean Manaea",4,"SP",8000,"OAK","ATL","63%",3.65,5.5,0.305,"17.9%",4.58,"22.5%",4.03,3.95,"L",0.218,0.318,"2%","0%","-1%",17.4,17.2,17.2,8.2,26.3,16.4,2,19.1,2.4
"Dan Straily",3,"SP",7900,"MIA","@MIL","56%",4.64,NA,0.307,"24.5%",4.8,"21.7%",4.46,4.78,"R",0.291,0.323,"-3%","0%","0%",16.2,16.9,16.9,5.5,28.4,17,2.2,15.9,2
"Mike Fiers",0,"SP",7600,"HOU","NYY","50%",4.23,NA,0.342,"22.9%",5.71,"21.1%",4.12,4.13,"R",0.296,0.345,"2%","0%","-3%",20.3,14.1,14.1,5.7,22.5,13,1.7,19.4,2.6
"Jake Arrieta",7,"SP",7500,"CHC","@CIN","60%",4.45,5.5,0.315,"22.3%",4.87,"25.3%",3.45,3.25,"R",0.259,0.257,"-1%","-2%","0%",11.8,15.4,15.4,5.2,25.6,15.8,2.1,30,4
"Julio Teheran",0,"SP",7400,"ATL","@OAK","37%",4.85,4,0.327,"23.1%",4.34,"20.1%",4.3,4.39,"R",0.342,0.263,"5%","0%","-1%",7.3,10.3,10.3,-1.1,21.7,14.8,2,22,3
"Tyson Ross",3,"SP",7300,"TEX","@CWS","49%",4.81,5,0.31,"23.1%",4.57,"25.2%",3.47,3.27,"R",0.306,0.267,"5%","-3%","0%",10.3,10.3,10.3,-5.6,26.1,13,1.8,3.3,0.5
"Mike Clevinger",2,"SP",7100,"CLE","@DET","53%",4.6,NA,0.321,"21.9%",4.76,"24.7%",4.49,4.48,"R",0.278,0.346,"2%","-2%","0%",15.6,17.1,17.1,7.9,26.3,14.1,2,25.3,3.6
"Rafael Montero",7,"SP",6900,"NYM","PHI","56%",4.39,NA,0.297,"24.4%",3.83,"23.1%",4.71,4.67,"R",0.409,0.325,"1%","-2%","-1%",9.4,9.4,9.4,-3.9,22.7,19.6,2.8,12.3,1.8
"Kevin Gausman",2,"SP",6800,"BAL","TB","54%",5,NA,0.312,"23.8%",4.82,"21.1%",4.11,4.1,"R",0.302,0.366,"0%","-3%","0%",9.3,7.7,7.7,-3.7,19.2,14.7,2.2,35.4,5.2
"Nick Pivetta",0,"SP",6700,"PHI","@NYM","43%",5.11,NA,0.305,"21.8%",4.87,"24.3%",4.56,4.45,"R",NA,NA,"3%","-3%","-2%",12.4,11.5,11.5,0.4,22.6,14,2.1,22.8,3.4
"Junior Guerra",1,"SP",6500,"MIL","MIA","43%",5.36,NA,0.312,"21.5%",4.51,"19.0%",4.79,4.73,"R",0.293,0.313,"-1%","0%","0%",5.3,9.3,9.3,0.1,18.6,12,1.8,7.8,1.2
"Jhoulys Chacin",1,"SP",6400,"SD","LAD","32%",4.8,NA,0.329,"24.5%",5.22,"19.2%",4.35,4.21,"R",0.352,0.286,"2%","0%","-2%",18.3,13,13,-0.4,26.4,15.6,2.4,21.9,3.4
"Trevor Williams",1,"RP",6300,"PIT","SF","40%",4.72,NA,0.318,"19.1%",3.95,"17.4%",4.49,4.51,"R",0.344,0.328,"1%","-3%","-2%",13.1,10.8,10.8,1.7,19.9,11.3,1.8,13.1,2.1
"Taijuan Walker",2,"SP",6200,"ARI","COL","53%",4.58,5,0.315,"23.5%",5.07,"21.2%",4.02,4.1,"R",0.313,0.32,"-3%","0%","0%",14.3,15.6,15.6,5.7,25.6,15.2,2.5,24.4,3.9
"German Marquez",NA,"SP",6000,"COL","@ARI","47%",4.92,NA,0.305,"24.0%",5.21,"18.7%",4.52,4.56,"R",0.363,0.331,"4%","0%","0%",9.4,13,13,0.9,25.2,13.2,2.2,13.9,2.3
"Tim Adleman",2,"SP",5900,"CIN","CHC","40%",5.55,NA,0.314,"24.4%",4.56,"19.2%",4.74,5.06,"R",0.34,0.332,"0%","-3%","-1%",15.6,13,13,2.9,23.2,13.3,2.3,11.1,1.9
"Jesse Chavez",NA,"SP",5300,"LAA","SEA","41%",4.66,NA,0.334,"20.3%",4.91,"20.0%",4.13,4.19,"R",0.328,0.313,"3%","0%","0%",8.3,11.6,11.6,2.5,20.7,12.1,2.3,9.7,1.8
"Joe Biagini",NA,"SP",5300,"TOR","BOS","50%",4.48,NA,0.328,"19.3%",4.71,"20.3%",3.66,3.79,"R",0.319,0.274,"-2%","-1%","0%",8.7,10.4,10.4,-0.8,21.6,10.4,2,4.8,0.9
"Hector Santiago",NA,"SP",4600,"MIN","@KC","49%",5.31,NA,0.321,"22.2%",4.03,"19.1%",4.89,5.36,"L",0.327,0.32,"-4%","-3%","0%",3.9,9.7,9.7,-0.2,19.6,11,2.4,-0.1,0
"Travis Wood",1,"RP",4500,"KC","MIN","51%",5.19,NA,0.32,"24.0%",4.47,"23.1%",3.98,4.36,"L",0.263,0.329,"-2%","-3%","0%",0,0,0,0,0,12.7,2.8,6.8,1.5
