"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Alex Wood",NA,"SP",11700,"LAD","SF","73%",2.95,NA,NA,NA,3.95,"21.9%",3.74,3.5,"L",0.272,0.301,"2%","-1%","-1%",22.3,22.4,22.4,11.6,33.3,19.4,1.7,0,0
"Dallas Keuchel",NA,"SP",11600,"HOU","@DET","63%",4.09,NA,NA,NA,4.8,"22.6%",3.22,3.05,"L",0.232,0.289,"-1%","-1%","-2%",23.6,25.3,25.3,18.9,31.8,17.3,1.5,0,0
"David Price",NA,"SP",10200,"BOS","KC","61%",4.15,NA,NA,NA,4.37,"24.3%",3.55,3.52,"L",0.293,0.292,"-2%","-1%","1%",21.7,16.9,16.9,5.7,28.1,18.8,1.8,0,0
"Jose Quintana",1,"SP",9800,"CHC","@MIL","59%",4.05,NA,NA,NA,4.85,"22.2%",3.85,3.8,"L",0.288,0.313,"-2%","0%","0%",23.3,17.2,17.2,4.2,30.2,17.3,1.8,0,0
"Danny Salazar",1,"SP",9500,"CLE","@CWS","67%",3.83,NA,NA,NA,4.38,"27.4%",3.58,3.56,"R",0.31,0.299,"3%","-1%","0%",14.7,17.4,17.4,8.6,26.3,20,2.1,0,0
"Robbie Ray",NA,"SP",9400,"ARI","@STL","48%",4.08,NA,NA,NA,4.59,"26.9%",3.8,3.75,"L",0.303,0.324,"4%","0%","0%",18.2,22.5,22.5,10.2,34.9,19.6,2.1,0,0
"Michael Wacha",NA,"SP",8600,"STL","ARI","52%",3.92,NA,NA,NA,5.1,"20.5%",4.11,3.9,"R",0.291,0.326,"1%","-1%","0%",26.9,16.2,16.2,5.1,27.2,15.9,1.8,0,0
"Julio Teheran",NA,"SP",8100,"ATL","@PHI","53%",4.36,NA,NA,NA,4.02,"20.1%",4.32,4.38,"R",0.338,0.265,"3%","0%","0%",13.6,12,12,1,22.9,16.1,2,0,0
"Masahiro Tanaka",1,"SP",7800,"NYY","TB","62%",4.14,NA,NA,NA,4.6,"22.1%",3.63,3.54,"R",0.295,0.3,"0%","-1%","1%",17.9,14.9,14.9,0.9,28.9,17.2,2.2,0,0
"Tanner Roark",NA,"SP",7500,"WAS","COL","57%",4.32,NA,NA,NA,5.33,"18.6%",4.32,4.21,"R",0.316,0.287,"0%","0%","1%",11.2,13.4,13.4,1.6,25.1,13.1,1.7,0,0
"Jason Vargas",NA,"SP",7100,"KC","@BOS","39%",5.35,NA,NA,NA,4.65,"17.4%",4.67,4.81,"L",0.318,0.294,"-6%","-1%","2%",8.2,16.5,16.5,5.2,27.8,11.2,1.6,0,0
"Parker Bridwell",NA,"SP",7000,"LAA","@TOR","",NA,NA,NA,NA,4.08,"16.1%",4.81,4.85,"R",NA,NA,"-8%","-1%","0%",16.5,15.2,15.2,7.1,23.3,10.9,1.6,0,0
"Jaime Garcia",NA,"SP",6900,"MIN","@OAK","51%",4.45,NA,NA,NA,4.25,"19.3%",3.93,3.76,"L",0.302,0.309,"5%","1%","0%",11.4,13.5,13.5,4.7,22.2,16.3,2.4,0,0
"J.A. Happ",NA,"SP",6800,"TOR","LAA","",NA,NA,NA,NA,4.1,"20.7%",4.08,3.98,"L",0.314,0.304,"-2%","0%","0%",8.5,13.9,13.9,4.1,23.8,13.7,2,0,0
"German Marquez",NA,"SP",6700,"COL","@WAS","42%",5.18,NA,NA,NA,5.54,"20.5%",4.27,4.2,"R",0.345,0.335,"12%","0%","1%",16.9,15.2,15.2,3.7,26.8,15.4,2.3,0,0
"Sal Romano",NA,"SP",6600,"CIN","@MIA","48%",4.86,NA,NA,NA,4.74,"",NA,NA,"R",NA,NA,"5%","-3%","2%",11.1,11.1,11.1,-3.2,25.5,13,2,0,0
"Andrew Cashner",NA,"SP",6500,"TEX","BAL","56%",5.15,NA,NA,NA,4.62,"18.1%",4.59,4.41,"R",0.35,0.312,"-5%","-8%","0%",10.9,10.6,10.6,2.9,18.3,7.9,1.2,0,0
"Chad Kuhl",NA,"SP",6300,"PIT","@SD","50%",4,NA,NA,NA,3.81,"18.4%",4.66,4.57,"R",0.375,0.299,"2%","0%","0%",13.4,9.8,9.8,0.6,19,13.9,2.2,0,0
"Daniel Gossett",NA,"RP",6200,"OAK","MIN","49%",4.55,NA,NA,NA,4.54,"15.3%",4.56,4.33,"R",NA,NA,"3%","1%","-1%",8,9.6,9.6,-1.7,20.9,11.2,1.8,0,0
"Jeremy Hellickson",NA,"SP",6100,"PHI","ATL","47%",4.64,NA,NA,NA,4.67,"18.1%",4.42,4.39,"R",0.323,0.313,"2%","0%","0%",14.2,10,10,1.1,18.9,12.1,2,0,0
"Ariel Miranda",NA,"SP",6000,"SEA","NYM","57%",4.32,NA,NA,NA,4.8,"18.8%",4.91,5.23,"L",0.302,0.308,"3%","-1%","0%",12.1,13.5,13.5,1.4,25.6,12.7,2.1,0,0
"Rafael Montero",NA,"SP",5800,"NYM","@SEA","42%",5.18,NA,NA,NA,4.69,"22.3%",4.6,4.65,"R",0.389,0.342,"2%","-1%","0%",13.6,11.2,11.2,2.6,19.9,16.4,2.8,0,0
"Matt Moore",NA,"SP",5700,"SF","@LAD","27%",5.05,NA,NA,NA,5.14,"19.5%",4.58,4.77,"L",0.354,0.327,"8%","-1%","-2%",8.6,9.8,9.8,-1.5,21.2,13.9,2.4,0,0
"Brent Suter",NA,"SP",5600,"MIL","CHC","41%",4.95,NA,NA,NA,4.71,"19.0%",4.15,4.17,"L",NA,0.277,"-1%","0%","0%",15.1,15.1,15.1,4.5,25.8,12,2.1,0,0
"Chris Tillman",NA,"SP",5400,"BAL","@TEX","44%",5.85,NA,NA,NA,4.93,"17.4%",4.78,4.7,"R",0.317,0.347,"-9%","-8%","0%",7.1,4.8,4.8,-5.7,15.3,8.1,1.5,0,0
"Travis Wood",NA,"RP",5300,"SD","PIT","50%",4,NA,NA,NA,4.26,"22.4%",4.02,4.36,"L",0.261,0.339,"2%","0%","0%",2.3,2.3,2.3,-4.6,9.2,11.2,2.1,0,0
"Jordan Zimmermann",NA,"SP",5000,"DET","HOU","37%",5.41,NA,NA,NA,5.93,"17.4%",4.41,4.45,"R",0.326,0.322,"0%","-1%","-4%",5.6,9.1,9.1,-0.5,18.7,8.4,1.7,0,0
"Derek Holland",NA,"SP",4800,"CWS","CLE","33%",5.67,NA,NA,NA,4.92,"16.4%",4.91,5.01,"L",0.278,0.367,"2%","-2%","0%",5.5,10,10,-2.7,22.7,9.7,2,0,0
"Austin Pruitt",NA,"SP",4600,"TB","@NYY","38%",5.36,NA,NA,NA,5.35,"17.8%",3.92,4.06,"R",NA,NA,"-3%","-1%","1%",11,11,11,11,11,14.2,3.1,0,0
"Vance Worley",NA,"SP",4500,"MIA","CIN","52%",4.64,NA,NA,NA,4.59,"16.2%",4.49,4.59,"R",0.332,0.324,"3%","-3%","2%",3.5,3.5,3.5,-0.9,7.9,11.7,2.6,0,0
