Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
John Lackey,6,SP,9200,CHC,@STL,54%,3.59,5.5,0.321,21.5%,2.50,21.6%,3.87,3.78,R,0.309,0.286,1%,4%,0%,0.0,0.0,0.0,0.0,0.0,18.0,2.0,20.7,2.3
Jeff Samardzija,1,SP,9200,SF,@ARI,49%,4.53,5,0.300,24.4%,5.00,19.0%,4.16,4.14,R,0.331,0.286,-6%,-1%,0%,0.0,0.0,0.0,0.0,0.0,16.6,1.8,11.3,1.2
Marcus Stroman,12,SP,8700,TOR,@TB,57%,3.67,5.5,0.320,23.0%,3.50,19.2%,3.58,3.40,R,0.301,0.292,4%,0%,0%,0.0,0.0,0.0,0.0,0.0,17.6,2.0,20.7,2.4
Gio Gonzalez,11,SP,8400,WAS,MIA,61%,3.96,5,0.305,21.8%,2.00,22.3%,3.87,3.69,L,0.274,0.315,0%,3%,0%,0.0,0.0,0.0,0.0,0.0,16.9,2.0,22.1,2.6
Robbie Ray,0,SP,8300,ARI,SF,51%,4.47,5.5,0.312,20.7%,6.50,25.5%,3.77,3.70,L,0.312,0.344,-2%,0%,0%,0.0,0.0,0.0,0.0,0.0,17.8,2.1,14.4,1.7
Matt Harvey,9,SP,8100,NYM,ATL,57%,3.17,5,0.310,21.1%,,22.8%,3.59,3.53,R,0.277,0.263,2%,4%,-2%,0.0,0.0,0.0,0.0,0.0,17.5,2.2,20.4,2.5
Jason Hammel,3,SP,7700,KC,@MIN,50%,4.02,4.5,0.323,25.5%,7.00,22.5%,3.85,3.90,R,0.334,0.299,0%,4%,0%,0.0,0.0,0.0,0.0,0.0,15.8,2.1,3.3,0.4
Tyler Skaggs,1,SP,7500,LAA,@OAK,48%,4.09,4.5,0.332,19.6%,5.00,22.8%,4.36,4.25,L,0.326,0.302,2%,1%,0%,0.0,0.0,0.0,0.0,0.0,15.8,2.1,6.5,0.9
Brandon McCarthy,7,SP,7200,LAD,SD,70%,3.28,5.5,0.297,23.2%,3.50,27.6%,3.92,3.86,R,0.321,0.324,3%,0%,0%,0.0,0.0,0.0,0.0,0.0,17.7,2.5,18.5,2.6
Jaime Garcia,1,SP,7200,ATL,@NYM,42%,3.83,4.5,0.296,22.0%,6.00,19.7%,3.71,3.59,L,0.321,0.301,4%,3%,-1%,0.0,0.0,0.0,0.0,0.0,16.8,2.3,0.7,0.1
Blake Snell,1,SP,7100,TB,TOR,42%,4.33,5.5,0.358,16.2%,2.00,24.4%,4.53,4.35,L,,0.330,2%,0%,0%,0.0,0.0,0.0,0.0,0.0,12.8,1.8,8.8,1.2
Joe Musgrove,6,SP,7000,HOU,SEA,60%,4.01,,0.326,17.1%,0.50,21.5%,3.98,4.04,R,,0.302,2%,1%,0%,0.0,0.0,0.0,0.0,0.0,12.9,1.8,6.5,0.9
James Shields,,SP,6900,CWS,DET,47%,4.64,4.5,0.324,17.6%,6.00,20.9%,4.39,4.41,R,0.330,0.327,1%,9%,0%,0.0,0.0,0.0,0.0,0.0,11.8,1.7,19.1,2.8
Clay Buchholz,,SP,6500,PHI,@CIN,45%,4.73,4.5,0.299,22.9%,3.00,18.9%,4.31,4.41,R,0.311,0.308,-2%,6%,0%,0.0,0.0,0.0,0.0,0.0,15.6,2.4,3.8,0.6
Lance Lynn,0,SP,6400,STL,CHC,46%,3.91,4.5,0.321,22.2%,2.50,22.2%,4.00,3.90,R,0.334,0.281,1%,4%,0%,0.0,0.0,0.0,0.0,0.0,15.8,2.5,11.7,1.8
Tom Koehler,,SP,6300,MIA,@WAS,39%,5.04,4,0.327,20.3%,4.00,18.0%,4.76,4.64,R,0.318,0.323,-3%,5%,0%,0.0,0.0,0.0,0.0,0.0,12.0,1.9,13.1,2.1
Matt Boyd,,SP,6200,DET,@CWS,53%,4.36,5,0.330,22.4%,3.00,18.8%,4.53,4.91,L,0.370,0.356,2%,6%,0%,0.0,0.0,0.0,0.0,0.0,14.2,2.3,-6.9,-1.1
Chase Anderson,1,SP,6100,MIL,COL,50%,4.75,4.5,0.313,22.0%,6.50,18.0%,4.48,4.46,R,0.309,0.361,-1%,7%,0%,0.0,0.0,0.0,0.0,0.0,14.4,2.4,16.5,2.7
