Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Max Scherzer,14,SP,12900,WAS,@NYM,57%,3.40,8.5,0.312,20.0%,4.95,31.8%,2.81,3.11,R,0.303,0.211,3%,1%,0%,35.1,29.8,29.8,18.8,40.9,27.1,2.1,35.2,2.7
Luis Severino,16,SP,11500,NYY,@OAK,55%,3.80,7,0.328,21.9%,4.22,23.8%,3.68,3.56,R,0.304,0.310,3%,-1%,0%,26.2,22.0,22.0,9.7,34.3,21.5,1.9,12.7,1.1
Carlos Martinez,14,SP,11300,STL,@BAL,56%,4.19,7.5,0.335,20.3%,4.47,23.8%,3.69,3.52,R,0.324,0.255,-1%,0%,0%,30.6,23.8,23.8,12.3,35.2,22.4,2.0,27.3,2.4
Carlos Carrasco,3,SP,9400,CLE,@MIN,59%,4.49,6,0.327,24.1%,4.81,27.0%,3.18,3.09,R,0.282,0.280,0%,0%,0%,11.8,19.4,19.4,9.2,29.6,20.2,2.1,26.1,2.8
Alex Wood,7,SP,9100,LAD,@CIN,60%,4.21,6.5,0.312,20.6%,4.98,21.4%,3.74,3.52,L,0.273,0.309,-3%,-2%,0%,27.6,22.0,22.0,12.6,31.4,17.1,1.9,27.0,3.0
James Paxton,5,SP,8800,SEA,@TEX,52%,4.89,6,0.340,19.7%,4.74,22.6%,3.82,3.66,L,0.326,0.285,-6%,-2%,0%,18.0,21.3,21.3,8.6,34.0,14.5,1.6,-3.8,-0.4
Jose Quintana,,SP,7900,CWS,@TOR,35%,5.28,5.5,0.352,16.9%,4.28,21.3%,3.91,3.88,L,0.289,0.316,-4%,-1%,0%,10.3,13.2,13.2,0.5,25.9,11.2,1.4,21.6,2.7
Dan Straily,1,SP,7600,MIA,@ATL,50%,4.48,5,0.297,21.8%,4.65,21.3%,4.54,4.90,R,0.295,0.325,-2%,0%,0%,17.5,15.9,15.9,4.0,27.8,15.1,2.0,31.9,4.2
Jeff Samardzija,2,SP,7500,SF,@COL,47%,5.94,6.5,0.315,21.4%,5.16,20.6%,3.96,3.94,R,0.330,0.286,-20%,-7%,0%,22.3,19.9,19.9,9.8,30.0,13.3,1.8,-1.7,-0.2
Patrick Corbin,1,SP,7400,ARI,@PHI,47%,4.37,5,0.302,22.4%,3.95,19.5%,4.12,3.97,L,0.295,0.365,5%,0%,0%,8.8,11.3,11.3,0.0,22.7,14.9,2.0,20.5,2.8
Sean Manaea,2,SP,7300,OAK,NYY,45%,4.20,5.5,0.330,21.0%,5.79,22.5%,4.00,3.96,L,0.218,0.312,3%,-2%,-1%,24.8,18.0,18.0,8.0,28.0,16.0,2.2,11.5,1.6
Antonio Senzatela,0,SP,7200,COL,SF,53%,5.56,3.5,0.310,19.6%,3.61,17.0%,4.63,4.42,R,0.333,0.289,-10%,-6%,0%,13.8,14.6,14.6,7.8,21.3,10.5,1.5,15.3,2.1
Steven Matz,2,SP,7000,NYM,WAS,42%,4.10,,0.322,22.8%,5.46,22.8%,3.62,3.45,L,0.300,0.291,2%,1%,0%,18.1,18.1,18.1,18.1,18.1,16.7,2.4,10.9,1.6
Joe Biagini,10,SP,6900,TOR,CWS,65%,3.72,5,0.310,22.1%,4.53,21.2%,3.47,3.62,R,0.292,0.264,-2%,-1%,0%,12.8,14.1,14.1,6.4,21.8,14.0,2.0,-15.2,-2.2
Daniel Norris,2,SP,6800,DET,TB,54%,4.77,6,0.308,24.8%,4.76,20.8%,4.35,4.46,L,0.336,0.329,0%,-2%,0%,14.8,12.7,12.7,4.8,20.6,16.4,2.4,22.1,3.3
Drew Pomeranz,2,SP,6700,BOS,@HOU,45%,4.77,5,0.336,18.0%,5.46,25.7%,3.75,3.72,L,0.283,0.300,6%,0%,-3%,19.4,16.2,16.2,4.4,28.0,13.6,2.0,16.1,2.4
Mike Fiers,1,SP,6600,HOU,BOS,55%,4.23,4.5,0.332,18.9%,4.82,21.0%,4.11,4.12,R,0.295,0.352,2%,0%,-4%,17.1,13.2,13.2,4.1,22.3,12.3,1.9,17.6,2.7
Sean Newcomb,7,RP,6500,ATL,MIA,50%,4.52,,0.313,23.4%,4.72,,,,L,,,0%,0%,0%,24.6,24.6,24.6,24.6,24.6,17.2,2.6,8.1,1.2
Ian Kennedy,1,SP,6400,KC,@LAA,48%,4.57,4.5,0.309,16.4%,4.26,23.0%,4.09,4.37,R,0.320,0.326,7%,0%,0%,3.6,10.3,10.3,-0.7,21.2,10.6,1.7,21.7,3.4
Aaron Nola,9,SP,6300,PHI,ARI,53%,4.13,5.5,0.308,23.3%,5.13,23.3%,3.56,3.41,R,0.327,0.287,1%,0%,0%,14.7,14.5,14.5,5.9,23.1,17.9,2.8,8.9,1.4
Junior Guerra,4,SP,6200,MIL,SD,60%,4.45,,0.296,24.8%,3.63,19.6%,4.57,4.46,R,0.266,0.301,0%,0%,1%,12.7,12.7,12.7,6.5,18.9,16.5,2.7,9.3,1.5
Jesse Chavez,1,SP,6100,LAA,KC,52%,4.43,,0.322,20.4%,3.94,20.2%,4.07,4.13,R,0.330,0.308,2%,0%,0%,7.5,12.1,12.1,2.6,21.6,13.9,2.3,14.4,2.4
Eddie Butler,,SP,6000,CHC,@PIT,51%,4.71,,0.304,20.4%,4.23,14.2%,5.04,4.84,R,0.423,0.365,0%,-1%,1%,9.0,11.5,11.5,2.4,20.7,8.6,1.4,0.6,0.1
Erasmo Ramirez,,SP,5700,TB,@DET,46%,5.23,,0.328,22.0%,4.83,18.3%,3.95,4.02,R,0.305,0.315,-2%,-3%,0%,8.4,10.7,10.7,1.6,19.7,10.4,1.8,-8.1,-1.4
Kevin Gausman,,SP,5600,BAL,STL,44%,4.81,4.5,0.336,20.3%,4.14,20.8%,4.10,4.09,R,0.299,0.371,0%,0%,0%,6.4,5.8,5.8,-5.7,17.4,13.3,2.4,9.6,1.7
Tyson Ross,1,SP,5500,TEX,SEA,48%,5.11,,0.333,21.3%,4.79,25.5%,3.36,3.17,R,0.309,0.264,-3%,-2%,0%,0.0,0.0,0.0,0.0,0.0,12.6,2.3,19.8,3.6
Trevor Williams,,RP,5400,PIT,CHC,49%,4.79,,0.316,23.2%,4.68,15.7%,4.67,4.83,R,,0.350,1%,-1%,1%,9.9,8.8,8.8,-0.7,18.3,11.9,2.2,7.7,1.4
Tim Adleman,-1,SP,5200,CIN,LAD,40%,5.29,4.5,0.325,24.6%,4.88,18.5%,4.70,5.01,R,0.336,0.314,0%,-3%,0%,16.0,13.2,13.2,1.5,24.8,13.6,2.6,11.5,2.2
Miguel Diaz,,RP,4300,SD,@MIL,40%,5.55,,0.304,25.2%,4.90,,,,R,,,-3%,0%,1%,4.1,4.1,4.1,4.1,4.1,11.7,2.7,5.9,1.4
Nik Turley,,RP,4200,MIN,CLE,41%,5.51,,0.329,19.0%,4.44,,,,L,,,-2%,-1%,0%,4.2,4.2,4.2,4.2,4.2,8.2,2.0,-7.9,-1.9
