Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Cole Hamels,4,SP,10000,TEX,@LAA,47%,4.11,5,0.324,19.8%,5.00,23.9%,3.72,3.63,L,0.292,0.298,7%,2%,0%,11.3,11.3,11.3,11.3,11.3,17.3,1.7,18.4,1.8
Carlos Carrasco,2,SP,9800,CLE,CWS,73%,3.13,6,0.320,22.4%,4.40,27.6%,3.04,2.95,R,0.295,0.276,-2%,2%,-1%,23.1,23.1,23.1,23.1,23.1,20.0,2.0,25.4,2.6
Robbie Ray,12,SP,9200,ARI,@SF,48%,3.83,6,0.307,21.0%,4.86,25.5%,3.77,3.70,L,0.312,0.343,3%,1%,0%,15.2,15.2,15.2,15.2,15.2,18.9,2.1,25.6,2.8
Jeff Samardzija,8,SP,8900,SF,ARI,52%,3.67,5,0.309,24.6%,6.86,19.2%,4.13,4.12,R,0.334,0.286,1%,1%,0%,12.0,12.0,12.0,12.0,12.0,18.6,2.1,17.0,1.9
Jameson Taillon,11,SP,8400,PIT,CIN,63%,3.65,5,0.302,22.2%,4.33,20.5%,3.60,3.41,R,0.308,0.287,0%,1%,0%,22.9,22.9,22.9,22.9,22.9,18.8,2.2,13.9,1.7
Matt Harvey,14,SP,8300,NYM,@PHI,57%,4.12,5.5,0.292,23.2%,5.83,22.7%,3.59,3.53,R,0.275,0.264,0%,0%,-1%,21.2,21.2,21.2,21.2,21.2,18.3,2.2,21.1,2.5
Gio Gonzalez,5,SP,8100,WAS,STL,56%,3.98,5,0.329,21.8%,3.17,22.4%,3.84,3.67,L,0.275,0.314,0%,0%,0%,22.1,22.1,22.1,22.1,22.1,15.8,2.0,25.6,3.2
J.A. Happ,17,SP,8000,TOR,MIL,62%,3.48,5.5,0.330,27.2%,4.14,21.0%,4.02,3.92,L,0.325,0.306,-1%,0%,0%,24.8,24.8,24.8,24.8,24.8,18.0,2.3,13.1,1.6
Tyler Skaggs,7,SP,7800,LAA,TEX,53%,3.89,5,0.324,20.5%,5.50,22.6%,4.41,4.38,L,0.326,0.303,2%,2%,0%,7.2,7.2,7.2,7.2,7.2,16.5,2.1,4.7,0.6
Joe Musgrove,2,SP,7700,HOU,@SEA,53%,4.09,,0.323,18.4%,3.14,20.5%,4.14,4.20,R,,0.314,4%,3%,0%,6.5,6.5,6.5,6.5,6.5,14.3,1.9,8.6,1.1
Dan Straily,,SP,7500,MIA,ATL,56%,3.99,4,0.298,20.6%,3.00,19.9%,4.71,5.05,R,0.312,0.335,2%,0%,0%,-7.3,-7.3,-7.3,-7.3,-7.3,14.8,2.0,17.6,2.3
Drew Pomeranz,7,SP,7300,BOS,BAL,53%,4.34,,0.321,21.6%,4.00,25.3%,3.77,3.77,L,0.257,0.291,-3%,1%,-2%,0.0,0.0,0.0,0.0,0.0,15.9,2.2,24.5,3.4
Hector Santiago,1,SP,7300,MIN,@DET,45%,5.03,4,0.351,18.3%,4.60,19.6%,4.77,5.23,L,0.302,0.327,2%,3%,0%,17.1,17.1,17.1,17.1,17.1,10.3,1.4,9.3,1.3
Dylan Bundy,2,SP,6800,BAL,@BOS,47%,4.66,,0.328,16.6%,4.20,22.4%,4.10,4.46,R,0.320,0.319,-9%,1%,-5%,31.4,31.4,31.4,31.4,31.4,10.6,1.6,8.8,1.3
Matt Boyd,1,SP,6800,DET,MIN,55%,4.47,5,0.326,26.4%,5.00,18.7%,4.59,4.96,L,0.370,0.363,0%,2%,0%,-6.2,-6.2,-6.2,-6.2,-6.2,15.1,2.2,27.7,4.1
Bartolo Colon,0,SP,6600,ATL,@MIA,44%,4.51,4,0.309,23.1%,4.50,16.6%,4.18,4.06,R,0.309,0.312,4%,0%,0%,21.7,21.7,21.7,21.7,21.7,14.7,2.2,-4.4,-0.7
James Shields,1,SP,6400,CWS,@CLE,27%,5.37,4,0.339,19.2%,4.67,20.9%,4.41,4.44,R,0.331,0.326,-12%,5%,-3%,19.8,19.8,19.8,19.8,19.8,9.4,1.5,19.6,3.1
Lance Lynn,,SP,6300,STL,@WAS,44%,4.52,4,0.324,20.5%,4.33,22.1%,3.99,3.89,R,0.333,0.280,-1%,0%,0%,12.4,12.4,12.4,12.4,12.4,14.2,2.3,5.8,0.9
Ariel Miranda,1,SP,6100,SEA,HOU,47%,4.41,,0.334,17.7%,3.00,18.8%,4.80,5.16,L,,0.302,4%,4%,0%,9.8,9.8,9.8,9.8,9.8,11.9,2.0,9.3,1.5
Wily Peralta,1,SP,5800,MIL,@TOR,38%,4.52,,0.334,19.5%,3.33,15.1%,4.57,4.34,R,0.357,0.318,-4%,0%,0%,22.9,22.9,22.9,22.9,22.9,10.7,1.8,20.1,3.5
Clay Buchholz,1,SP,5500,PHI,NYM,42%,4.88,4.5,0.314,21.3%,3.50,18.8%,4.33,4.44,R,0.311,0.310,2%,0%,-2%,3.8,3.8,3.8,3.8,3.8,13.6,2.5,-8.2,-1.5
Antonio Senzatela,1,SP,5000,COL,SD,63%,5.16,,0.295,22.5%,3.14,,,,R,,,-9%,3%,0%,19.6,19.6,19.6,19.6,19.6,12.7,2.5,22.1,4.4
Rookie Davis,,SP,4700,CIN,@PIT,37%,4.85,,0.312,20.6%,4.00,,,,R,,,2%,3%,0%,2.5,2.5,2.5,2.5,2.5,11.6,2.5,9.4,2.0
Jered Weaver,,SP,4200,SD,@COL,37%,6.84,,0.314,22.1%,4.00,13.4%,5.19,5.41,R,0.323,0.329,-35%,8%,0%,1.8,1.8,1.8,1.8,1.8,7.9,1.9,17.7,4.2
