"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Clayton Kershaw",4,"SP",12800,"LAD","WAS","61%",2.87,NA,NA,NA,5.68,"32.2%",2.4,2.26,"L",0.22,0.228,"2%","0%","-1%",25.9,26,26,15.2,36.8,25.1,2,0,0
"Dallas Keuchel",4,"SP",12500,"HOU","@KC","62%",3.69,NA,NA,NA,3.52,"22.6%",3.2,3.03,"L",0.232,0.289,"-3%","0%","0%",23.6,25.3,25.3,18.9,31.8,17.6,1.4,0,0
"Zack Greinke",5,"SP",12400,"ARI","SD","64%",3.57,NA,NA,NA,3.45,"23.4%",3.53,3.44,"R",0.276,0.257,"-2%","0%","0%",29.2,24.3,24.3,12.1,36.6,21.9,1.8,0,0
"Stephen Strasburg",4,"SP",11400,"WAS","@LAD","39%",3.63,NA,NA,NA,4.83,"29.5%",3.08,3.04,"R",0.267,0.297,"5%","0%","-1%",27.4,23.8,23.8,13,34.6,23.2,2,0,0
"Yu Darvish",1,"SP",10500,"TEX","NYM","60%",4.25,NA,NA,NA,4.89,"29.2%",3.46,3.52,"R",0.301,0.288,"-2%","0%","0%",18.5,20.2,20.2,10.5,29.9,18.3,1.7,0,0
"Jimmy Nelson",4,"SP",7900,"MIL","SF","53%",4.35,NA,NA,NA,3.56,"19.3%",4.37,4.32,"R",0.343,0.31,"0%","2%","0%",25.1,17.2,17.2,3.4,31,17.4,2.2,0,0
"Mike Foltynewicz",1,"SP",7700,"ATL","PHI","56%",4.17,NA,NA,NA,4.18,"20.4%",4.19,4.28,"R",0.367,0.333,"0%","1%","0%",16.2,13.9,13.9,1.7,26.1,15.2,2,0,0
"Francisco Liriano",3,"SP",7600,"TOR","@OAK","50%",4.48,NA,NA,NA,4.18,"24.5%",3.98,3.77,"L",0.302,0.319,"5%","0%","-1%",7.1,9.5,9.5,-6.4,25.3,15.4,2,0,0
"CC Sabathia",1,"SP",7500,"NYY","BOS","52%",4.39,NA,NA,NA,4.84,"19.4%",4.25,4.17,"L",0.268,0.339,"-1%","2%","0%",20.1,14.7,14.7,3.6,25.8,14.2,1.9,0,0
"John Lackey",4,"SP",7400,"CHC","MIA","65%",3.74,NA,NA,NA,4.45,"21.9%",3.88,3.81,"R",0.321,0.276,"1%","0%","2%",15.8,15.2,15.2,5.4,25.1,16.5,2.2,0,0
"Rick Porcello",NA,"SP",7300,"BOS","@NYY","48%",4.61,NA,NA,NA,5.44,"21.0%",3.77,3.84,"R",0.315,0.313,"3%","2%","0%",13.1,15.7,15.7,8.3,23.1,16,2.2,0,0
"Zack Wheeler",NA,"SP",7200,"NYM","@TEX","40%",5.25,NA,NA,NA,4.68,"21.6%",4.24,3.91,"R",0.33,0.309,"-8%","1%","0%",16.3,14.6,14.6,9.6,19.7,14.2,2,0,0
