Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Ervin Santana,,SP,9900,MIN,HOU,48%,4.60,5,0.338,17.0%,4.88,19.3%,4.37,4.32,R,0.307,0.290,-2%,4%,0%,20.0,23.2,23.2,10.7,35.8,13.0,1.3,0.0,0.0
Marcus Stroman,1,SP,9800,TOR,CIN,64%,3.79,5,,,5.04,19.2%,3.60,3.41,R,0.302,0.299,-2%,1%,0%,13.9,17.0,17.0,5.5,28.5,13.6,1.4,0.0,0.0
Kyle Hendricks,7,SP,9600,CHC,@SD,66%,3.50,5,,,3.37,22.5%,3.60,3.47,R,0.297,0.260,1%,0%,0%,19.0,16.2,16.2,10.4,22.1,17.7,1.8,0.0,0.0
David Price,4,SP,9400,BOS,@CWS,62%,4.10,,0.326,21.7%,4.54,24.6%,3.44,3.38,L,0.283,0.285,4%,-1%,0%,0.0,0.0,0.0,0.0,0.0,20.9,2.2,0.0,0.0
Carlos Carrasco,8,SP,9300,CLE,OAK,69%,3.52,6,,,4.06,27.4%,3.06,2.95,R,0.290,0.272,-2%,0%,-1%,18.1,21.2,21.2,11.6,30.8,18.9,2.0,0.0,0.0
Julio Teheran,1,SP,8900,ATL,@LAA,46%,4.17,4,,,4.06,20.6%,4.20,4.28,R,0.344,0.252,4%,1%,0%,8.0,11.1,11.1,-1.6,23.8,14.2,1.6,0.0,0.0
Tanner Roark,,SP,8800,WAS,@SF,50%,4.27,4.5,,,3.37,18.6%,4.25,4.16,R,0.308,0.277,2%,0%,0%,13.9,14.4,14.4,5.5,23.2,15.3,1.7,0.0,0.0
Dylan Bundy,,SP,8700,BAL,NYY,51%,4.70,,0.335,22.4%,5.33,20.8%,4.29,4.55,R,0.317,0.304,0%,1%,0%,14.0,17.1,17.1,8.0,26.1,14.0,1.6,0.0,0.0
Daniel Norris,,SP,8500,DET,@KC,50%,4.51,4.5,,,3.42,20.2%,4.34,4.41,L,0.333,0.325,-3%,0%,0%,14.6,12.2,12.2,3.4,21.0,15.2,1.8,0.0,0.0
Ricky Nolasco,1,SP,8400,LAA,ATL,54%,3.83,,,,4.53,18.6%,4.28,4.33,R,0.336,0.350,2%,2%,0%,14.4,13.9,13.9,7.6,20.2,14.5,1.7,0.0,0.0
Mike Leake,1,SP,8100,STL,LAD,50%,4.26,5,0.322,22.9%,4.94,16.1%,4.04,3.82,R,0.322,0.296,1%,-1%,-1%,18.1,20.2,20.2,13.9,26.5,14.7,1.8,0.0,0.0
Rich Hill,2,SP,7900,LAD,@STL,50%,4.24,5,0.320,22.6%,4.33,29.8%,3.19,3.27,L,0.270,0.248,-1%,-1%,-1%,10.1,10.1,10.1,0.0,20.1,17.1,2.2,0.0,0.0
Matt Moore,1,SP,7300,SF,WAS,50%,4.23,5,,,5.65,19.9%,4.47,4.64,L,0.315,0.324,1%,0%,0%,9.9,11.4,11.4,-1.3,24.1,14.0,1.9,0.0,0.0
Jason Hammel,1,SP,7100,KC,DET,50%,4.49,4.5,,,4.61,22.1%,3.94,4.02,R,0.333,0.307,-3%,0%,0%,9.4,8.2,8.2,-0.2,16.6,12.3,1.7,0.0,0.0
Jeremy Hellickson,,SP,6900,PHI,@MIA,42%,4.92,,,,4.26,18.5%,4.27,4.23,R,0.321,0.329,3%,-2%,2%,3.5,9.5,9.5,-0.2,19.3,10.8,1.6,0.0,0.0
Tyler Chatwood,,SP,6800,COL,SEA,56%,5.06,,0.310,22.7%,4.24,17.8%,4.56,4.24,R,0.320,0.325,-9%,0%,0%,15.5,14.6,14.6,2.7,26.5,13.4,2.0,0.0,0.0
Martin Perez,,SP,6700,TEX,TB,56%,4.41,,,,4.52,12.9%,4.87,4.57,L,0.294,0.337,-4%,1%,0%,13.1,11.7,11.7,2.7,20.7,12.1,1.8,0.0,0.0
Edinson Volquez,1,SP,6500,MIA,PHI,57%,4.08,,,,4.17,17.8%,4.56,4.42,R,0.337,0.309,2%,-1%,1%,9.5,10.3,10.3,3.7,17.0,14.1,2.2,0.0,0.0
Jordan Montgomery,1,SP,6400,NYY,@BAL,49%,4.80,,0.318,23.2%,4.45,22.5%,4.35,4.73,L,,0.308,0%,0%,0%,15.0,14.8,14.8,9.7,19.9,15.7,2.5,0.0,0.0
Matt Garza,,SP,6300,MIL,@NYM,42%,4.33,,,,5.09,15.8%,4.60,4.42,R,0.334,0.312,10%,4%,2%,15.6,14.8,14.8,8.8,20.8,13.0,2.1,0.0,0.0
Robert Gsellman,,SP,5600,NYM,MIL,57%,3.67,,,,5.06,19.2%,3.94,3.74,R,0.295,0.361,3%,4%,1%,2.1,5.4,5.4,-3.0,13.8,12.6,2.3,0.0,0.0
Brad Peacock,5,SP,5500,HOU,@MIN,52%,4.40,,0.322,23.4%,4.53,24.6%,4.24,4.70,R,0.358,0.330,-3%,2%,0%,24.0,24.0,24.0,24.0,24.0,16.5,3.0,0.0,0.0
Erasmo Ramirez,,SP,5000,TB,@TEX,43%,5.09,,,,4.68,18.3%,3.92,4.00,R,0.313,0.320,-10%,2%,0%,16.8,16.8,16.8,12.2,21.4,10.8,2.2,0.0,0.0
Trevor Williams,,RP,4900,PIT,ARI,51%,4.45,,,,4.96,17.8%,4.53,4.81,R,,,1%,-1%,0%,7.1,7.1,7.1,-3.7,17.9,9.7,2.0,0.0,0.0
Lisalverto Bonilla,,SP,4800,CIN,@TOR,36%,5.21,,,,4.24,,,,R,,,-3%,1%,0%,7.4,7.4,7.4,-3.5,18.4,13.7,2.9,0.0,0.0
Randall Delgado,1,RP,4600,ARI,@PIT,49%,4.55,,,,4.02,21.7%,3.96,4.32,R,0.331,0.302,4%,-1%,0%,10.6,10.6,10.6,10.6,10.6,15.0,3.3,0.0,0.0
Jarred Cosart,,SP,4500,SD,CHC,34%,5.00,,,,4.81,14.8%,5.11,4.74,R,0.298,0.320,3%,1%,0%,5.9,5.9,5.9,-1.4,13.1,8.3,1.8,0.0,0.0
Sam Gaviglio,,RP,4400,SEA,@COL,43%,5.94,,0.326,22.6%,5.08,,,,R,,,-30%,1%,0%,10.5,10.5,10.5,8.0,13.0,8.8,2.0,0.0,0.0
Daniel Mengden,,SP,4300,OAK,@CLE,31%,5.48,,,,4.30,21.4%,4.50,4.57,R,0.356,0.354,-9%,-1%,-2%,0.0,0.0,0.0,0.0,0.0,13.3,3.1,0.0,0.0
David Holmberg,,SP,4200,CWS,BOS,38%,5.40,,0.343,17.1%,4.81,11.1%,5.74,5.98,L,,0.415,2%,-2%,0%,0.0,0.0,0.0,0.0,0.0,8.4,2.0,0.0,0.0
