Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Sale,15,SP,13300,BOS,@TOR,63%,3.23,7.5,0.323,18.2%,3.15,29.1%,2.94,3.08,L,0.222,0.279,0%,0%,0%,31.7,31.7,31.7,26.0,37.4,21.1,1.6,0.0,0.0
Noah Syndergaard,5,SP,11800,NYM,PHI,63%,2.78,,,,4.77,28.5%,2.91,2.73,R,0.299,0.253,1%,2%,0%,24.4,24.4,24.4,16.0,32.8,22.8,1.9,0.0,0.0
Stephen Strasburg,2,SP,11100,WAS,@ATL,61%,3.29,,,,3.92,29.7%,3.01,2.98,R,0.273,0.303,0%,1%,0%,20.9,20.9,20.9,18.2,23.6,21.9,2.0,0.0,0.0
Lance McCullers,10,SP,9800,HOU,LAA,61%,3.30,6,0.321,18.9%,3.67,27.2%,3.48,3.21,R,0.288,0.324,1%,0%,-2%,19.3,19.3,19.3,8.1,30.5,17.8,1.8,0.0,0.0
James Paxton,4,SP,9600,SEA,@OAK,57%,3.41,,,,3.57,22.1%,3.77,3.63,L,0.333,0.280,2%,1%,0%,30.7,30.7,30.7,22.3,39.0,18.4,1.9,0.0,0.0
Carlos Martinez,4,SP,9000,STL,@MIL,52%,3.91,,,,4.80,23.2%,3.70,3.56,R,0.329,0.267,-2%,4%,0%,19.7,19.7,19.7,3.2,36.2,18.3,2.0,0.0,0.0
Aaron Nola,2,SP,8500,PHI,@NYM,37%,3.72,,,,4.50,23.9%,3.37,3.22,R,0.322,0.293,3%,2%,0%,18.9,18.9,18.9,17.1,20.6,18.4,2.2,0.0,0.0
Marco Estrada,1,SP,8400,TOR,BOS,37%,4.27,4.5,0.325,16.7%,4.64,20.5%,4.45,4.77,R,0.286,0.306,-2%,0%,0%,15.4,15.4,15.4,4.7,26.1,11.9,1.4,0.0,0.0
Danny Duffy,3,SP,8200,KC,@TEX,52%,4.38,,,,5.07,22.0%,3.99,4.16,L,0.228,0.319,-3%,1%,0%,21.9,21.9,21.9,15.9,28.0,16.6,2.0,0.0,0.0
Ervin Santana,3,SP,8200,MIN,CLE,50%,4.24,4,0.332,18.0%,4.93,19.2%,4.31,4.25,R,0.308,0.292,-2%,8%,0%,29.5,29.5,29.5,16.9,42.1,14.0,1.7,0.0,0.0
Matt Shoemaker,1,SP,7800,LAA,@HOU,39%,4.20,4.5,0.320,20.9%,4.29,20.8%,3.95,4.05,R,0.311,0.311,0%,0%,-2%,7.7,7.7,7.7,-4.3,19.8,14.8,1.9,0.0,0.0
Daniel Norris,5,SP,7500,DET,@TB,48%,4.11,5.5,0.318,23.9%,4.27,20.3%,4.27,4.36,L,0.325,0.313,3%,0%,0%,15.1,15.1,15.1,2.6,27.6,16.7,2.2,0.0,0.0
Trevor Bauer,2,SP,7400,CLE,@MIN,50%,4.26,5.5,0.323,26.3%,4.14,21.9%,4.19,4.16,R,0.317,0.322,0%,4%,0%,9.9,9.9,9.9,3.3,16.5,18.7,2.5,0.0,0.0
Zach Davies,2,SP,6700,MIL,STL,48%,4.09,,,,3.29,19.1%,4.19,4.04,R,0.316,0.318,-1%,6%,0%,3.0,3.0,3.0,-6.6,12.5,14.2,2.1,0.0,0.0
Scott Feldman,,SP,6600,CIN,BAL,47%,4.65,,,,4.67,15.4%,4.30,4.14,R,0.312,0.327,0%,1%,0%,15.2,15.2,15.2,5.2,25.1,12.2,1.8,0.0,0.0
R.A. Dickey,,SP,6200,ATL,WAS,39%,4.21,,,,4.85,15.7%,4.76,4.71,R,0.317,0.329,0%,1%,0%,13.5,13.5,13.5,4.2,22.8,13.8,2.2,0.0,0.0
Wade Miley,,SP,6100,BAL,@CIN,53%,4.35,,,,5.07,18.7%,4.22,4.05,L,0.306,0.338,0%,1%,0%,20.2,20.2,20.2,14.9,25.4,13.8,2.3,0.0,0.0
Patrick Corbin,1,SP,5800,ARI,@SD,,,,,,3.13,19.0%,4.14,4.00,L,0.280,0.355,7%,1%,0%,9.1,9.1,9.1,-0.5,18.7,13.5,2.3,0.0,0.0
Andrew Cashner,1,SP,5400,TEX,KC,48%,4.62,,,,3.00,19.7%,4.32,4.18,R,0.342,0.301,-4%,3%,0%,5.2,5.2,5.2,5.2,5.2,9.7,1.8,0.0,0.0
Clayton Richard,,SP,5300,SD,ARI,,,,,,5.20,12.9%,3.97,3.98,L,0.271,0.349,2%,1%,0%,12.5,12.5,12.5,-0.9,25.9,11.7,2.2,0.0,0.0
Erasmo Ramirez,,SP,5000,TB,DET,52%,3.89,,0.312,21.1%,4.23,18.0%,3.96,4.05,R,0.316,0.323,2%,0%,0%,0.0,0.0,0.0,0.0,0.0,14.8,3.0,0.0,0.0
Cesar Valdez,,SP,4300,OAK,SEA,42%,4.09,,,,3.93,,,,R,,,3%,2%,0%,0.0,0.0,0.0,0.0,0.0,12.2,2.8,0.0,0.0
