Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Tyler Saladino,,2B/SS,3500,CWS,BAL,4.83,Miley,0.343,5%,L,R,0.318,6%,0.113,6,,x,,0%,0%,0%,4.6,5.3,5.3,0.6,10.1,0.0,0.0,0.0,0.0
Albert Pujols,,1B,3500,LAA,NYY,4.05,Tanaka,0.300,-4%,R,R,0.327,2%,0.194,-2,,3,,-3%,-4%,0%,5.9,7.3,7.3,0.4,14.1,7.2,2.1,0.0,0.0
Carlos Gonzalez,,OF,3500,COL,@PIT,4.26,Taillon,0.303,-3%,R,L,0.379,9%,0.247,14,,x,,0%,0%,0%,6.5,6.4,6.4,0.0,12.8,0.0,0.0,0.0,0.0
Alex Dickerson,,OF,3500,SD,CIN,4.38,Arroyo,0.329,4%,R,L,0.341,3%,0.216,13,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacoby Ellsbury,,OF,3500,NYY,@LAA,4.45,Meyer,,1%,R,L,0.316,2%,0.119,10,,x,,0%,0%,0%,6.2,8.3,8.3,1.9,14.7,0.0,0.0,0.0,0.0
Michael A. Taylor,,OF,3400,WAS,ATL,5.43,Foltynewicz,0.330,2%,R,R,0.274,-3%,0.140,-3,,8,,0%,3%,0%,6.2,6.8,6.8,-0.2,13.8,6.7,2.0,0.0,0.0
Tommy Joseph,,1B,3400,PHI,@BOS,4.31,Porcello,0.315,-1%,R,R,0.329,-2%,0.209,-8,,4,,7%,4%,6%,6.9,6.9,6.9,-0.3,14.0,9.1,2.7,0.0,0.0
Wilmer Flores,1,2B/3B,3400,NYM,CHC,4.45,Lackey,0.278,-9%,R,R,0.288,-8%,0.120,-24,,7,,-4%,3%,5%,9.3,7.6,7.6,1.2,13.9,6.1,1.8,0.0,0.0
C.J. Cron,,1B,3400,LAA,NYY,4.05,Tanaka,0.300,-4%,R,R,0.328,2%,0.180,2,,5,,-3%,-4%,0%,7.6,5.3,5.3,0.3,10.3,6.3,1.9,0.0,0.0
Yolmer Sanchez,2,2B,3400,CWS,BAL,4.83,Miley,0.343,5%,L,S,0.293,6%,0.136,15,,9,,0%,3%,0%,6.1,7.1,7.1,1.0,13.2,6.7,2.0,0.0,0.0
Brock Holt,,2B/OF,3400,BOS,PHI,6.19,Eickhoff,0.351,7%,R,L,0.316,-1%,0.116,5,,x,,0%,0%,0%,2.8,2.8,2.8,0.6,5.0,0.0,0.0,0.0,0.0
Delino DeShields,,OF,3400,TEX,@HOU,4.15,Musgrove,0.337,3%,R,R,0.301,-1%,0.101,-1,,x,,0%,0%,0%,7.5,7.3,7.3,0.5,14.1,0.0,0.0,0.0,0.0
Rougned Odor,1,2B,3400,TEX,@HOU,4.15,Musgrove,0.337,4%,R,L,0.328,3%,0.228,16,,7,,1%,4%,6%,5.2,6.3,6.3,-0.1,12.8,8.8,2.6,0.0,0.0
Leonys Martin,,OF,3400,SEA,@MIN,4.85,Mejia,,-3%,L,L,0.271,0%,0.081,-18,,x,,0%,0%,0%,4.6,4.1,4.1,-0.5,8.8,0.0,0.0,0.0,0.0
Pat Valaika,,SS,3300,COL,@PIT,4.26,Taillon,0.309,-3%,R,R,0.323,-1%,0.289,8,,x,,0%,0%,0%,6.2,6.4,6.4,-2.6,15.3,0.0,0.0,0.0,0.0
John Jaso,,1B/OF,3300,PIT,COL,4.74,Freeland,,-5%,L,L,0.235,-12%,0.031,-35,,x,,0%,0%,0%,7.6,5.5,5.5,0.0,11.0,0.0,0.0,0.0,0.0
Arismendy Alcantara,,2B/OF,3300,CIN,@SD,4.12,Perdomo,0.368,10%,R,S,0.247,-1%,0.092,0,,x,,0%,0%,0%,4.6,4.2,4.2,-1.8,10.2,0.0,0.0,0.0,0.0
Matt Wieters,1,C,3300,WAS,ATL,5.43,Foltynewicz,0.364,10%,R,S,0.314,-3%,0.160,-10,,7,,-1%,3%,0%,5.4,6.8,6.8,-0.8,14.4,7.0,2.1,0.0,0.0
Jose Peraza,1,2B,3300,CIN,@SD,4.12,Perdomo,0.343,5%,R,R,0.302,0%,0.079,-6,,7,,-2%,-2%,0%,7.0,7.0,7.0,0.3,13.7,6.6,2.0,0.0,0.0
Jorge Polanco,,SS,3300,MIN,SEA,5.15,Gallardo,0.318,0%,R,S,0.306,0%,0.110,-6,,x,,0%,0%,0%,5.3,6.4,6.4,1.7,11.1,0.0,0.0,0.0,0.0
Adonis Garcia,1,3B,3300,ATL,@WAS,3.57,Strasburg,0.294,-6%,R,R,0.292,-5%,0.141,-4,,x,,0%,0%,0%,9.1,6.8,6.8,-0.1,13.7,0.0,0.0,0.0,0.0
Gregory Polanco,,OF,3300,PIT,COL,4.74,Freeland,,-5%,L,L,0.259,-14%,0.118,-22,,4,,1%,2%,0%,5.7,6.7,6.7,0.8,12.6,7.0,2.1,0.0,0.0
Derek Fisher,,OF,3200,HOU,TEX,4.35,Darvish,,%,R,,,%,,,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Craig Gentry,,OF,3200,BAL,@CWS,5.17,Pelfrey,0.322,0%,R,R,0.160,-5%,0.048,-3,,x,,0%,0%,0%,6.4,6.4,6.4,-2.0,14.9,0.0,0.0,0.0,0.0
Robinson Chirinos,,C,3200,TEX,@HOU,4.15,Musgrove,0.337,3%,R,R,0.326,-2%,0.231,1,,6,,-1%,4%,6%,6.1,8.8,8.8,-0.3,17.8,7.6,2.4,0.0,0.0
Pablo Sandoval,,3B,3200,BOS,PHI,6.19,Eickhoff,0.351,7%,R,S,0.314,11%,0.166,38,,x,,0%,0%,0%,3.9,5.6,5.6,-1.1,12.3,0.0,0.0,0.0,0.0
Hyun Soo Kim,,OF,3200,BAL,@CWS,5.17,Pelfrey,0.362,9%,R,L,0.353,2%,0.119,-3,,x,,0%,0%,0%,3.9,4.6,4.6,0.7,8.5,0.0,0.0,0.0,0.0
Alen Hanson,,2B,3200,CWS,BAL,4.83,Miley,0.343,5%,L,S,,3%,,8,,x,,0%,0%,0%,4.1,4.4,4.4,-1.2,9.9,0.0,0.0,0.0,0.0
Ben Gamel,,OF,3200,SEA,@MIN,4.85,Mejia,,-3%,L,L,0.339,-6%,0.205,-14,,7,,4%,2%,-2%,6.8,7.5,7.5,-0.1,15.2,6.1,1.9,0.0,0.0
Travis d'Arnaud,,C,3200,NYM,CHC,4.45,Lackey,0.278,-9%,R,R,0.300,-3%,0.149,-6,,8,,-4%,3%,5%,7.3,7.9,7.9,-3.3,19.0,6.0,1.9,0.0,0.0
Greg Bird,,1B,3200,NYY,@LAA,4.45,Meyer,,1%,R,L,0.330,2%,0.240,14,,x,,0%,0%,0%,5.8,4.2,4.2,-2.7,11.1,0.0,0.0,0.0,0.0
Rhys Hoskins,,1B,3200,PHI,@BOS,4.31,Porcello,,%,R,,,%,,,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Lucroy,,C,3200,TEX,@HOU,4.15,Musgrove,0.337,3%,R,R,0.344,1%,0.165,-1,,x,,0%,0%,0%,6.4,5.8,5.8,-0.6,12.2,0.0,0.0,0.0,0.0
Stephen Cardullo,,OF,3200,COL,@PIT,4.26,Taillon,0.309,-3%,R,R,0.256,-2%,0.235,6,,x,,0%,0%,0%,2.8,2.8,2.8,-0.8,6.3,0.0,0.0,0.0,0.0
Joey Rickard,,OF,3200,BAL,@CWS,5.17,Pelfrey,0.322,0%,R,R,0.276,-5%,0.081,-14,,x,,0%,0%,0%,4.8,6.2,6.2,0.3,12.1,0.0,0.0,0.0,0.0
Jefry Marte,,1B,3200,LAA,NYY,4.05,Tanaka,0.300,-4%,R,R,0.300,-3%,0.186,-4,,x,,0%,0%,0%,6.7,5.5,5.5,-0.3,11.3,0.0,0.0,0.0,0.0
Daniel Nava,,OF,3200,PHI,@BOS,4.31,Porcello,0.315,-1%,R,S,0.286,3%,0.083,12,,x,,0%,0%,0%,7.3,9.1,9.1,1.7,16.6,0.0,0.0,0.0,0.0
Chase Headley,,3B,3200,NYY,@LAA,4.45,Meyer,,1%,R,S,0.311,0%,0.129,1,,8,,-10%,-3%,0%,5.6,6.9,6.9,1.2,12.6,5.5,1.7,0.0,0.0
Raimel Tapia,,OF,3200,COL,@PIT,4.26,Taillon,0.303,-3%,R,L,0.216,-2%,0.021,-3,,x,,0%,0%,0%,2.4,2.4,2.4,-1.2,6.0,0.0,0.0,0.0,0.0
Yunel Escobar,1,3B,3200,LAA,NYY,4.05,Tanaka,0.300,-4%,R,R,0.328,-2%,0.099,-1,,4,,-3%,-3%,0%,6.5,7.2,7.2,0.7,13.7,5.9,1.8,0.0,0.0
Cesar Hernandez,,2B,3200,PHI,@BOS,4.31,Porcello,0.315,-1%,R,S,0.318,0%,0.098,6,,x,,0%,0%,0%,5.1,7.7,7.7,1.2,14.3,0.0,0.0,0.0,0.0
Jason Heyward,,OF,3200,CHC,@NYM,4.05,deGrom,0.293,-6%,R,L,0.323,5%,0.137,13,,5,,-3%,3%,5%,5.6,6.8,6.8,1.0,12.7,7.3,2.3,0.0,0.0
Alex Bregman,,3B,3200,HOU,TEX,4.35,Darvish,0.286,-7%,R,R,0.313,-3%,0.180,0,,9,,0%,3%,5%,6.1,6.6,6.6,0.4,12.9,6.4,2.0,0.0,0.0
Charlie Tilson,,OF,3100,CWS,BAL,4.83,Miley,0.300,-4%,L,L,,-7%,,-22,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Cervelli,1,C,3100,PIT,COL,4.74,Freeland,0.320,1%,L,R,0.351,5%,0.118,14,,x,,0%,0%,0%,6.1,6.7,6.7,0.7,12.7,0.0,0.0,0.0,0.0
Byron Buxton,,OF,3100,MIN,SEA,5.15,Gallardo,0.338,4%,R,R,0.280,1%,0.151,1,,8,,2%,3%,-2%,7.6,5.4,5.4,-0.1,11.0,7.0,2.3,0.0,0.0
Andrew Knapp,,C,3100,PHI,@BOS,4.31,Porcello,0.315,-1%,R,S,0.343,2%,0.210,9,,x,,0%,0%,0%,7.2,6.4,6.4,0.4,12.5,0.0,0.0,0.0,0.0
Danny Espinosa,,2B,3100,LAA,NYY,4.05,Tanaka,0.294,-6%,R,S,0.286,-3%,0.150,-9,,x,,0%,0%,0%,6.3,5.4,5.4,-1.0,11.8,0.0,0.0,0.0,0.0
Jesse Winker,,OF,3100,CIN,@SD,4.12,Perdomo,0.368,10%,R,L,,2%,,6,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Aybar,1,SS,3100,SD,CIN,4.38,Arroyo,0.329,4%,R,S,0.285,2%,0.088,2,,8,,-2%,-2%,0%,4.5,5.3,5.3,-0.6,11.1,5.5,1.8,0.0,0.0
Dustin Garneau,,C,3100,COL,@PIT,4.26,Taillon,0.309,-3%,R,R,0.263,-4%,0.142,0,,x,,0%,0%,0%,5.8,4.7,4.7,-0.4,9.7,0.0,0.0,0.0,0.0
Chris Young,,OF,3100,BOS,PHI,6.19,Eickhoff,0.266,-12%,R,R,0.308,-6%,0.175,-6,,x,,0%,0%,0%,4.6,6.5,6.5,0.3,12.7,0.0,0.0,0.0,0.0
Taylor Motter,1,2B/SS,3100,SEA,@MIN,4.85,Mejia,0.364,6%,L,R,0.305,3%,0.108,3,,6,,9%,3%,-2%,6.7,6.4,6.4,-0.8,13.7,8.3,2.7,0.0,0.0
Travis Jankowski,,OF,3100,SD,CIN,4.38,Arroyo,0.329,4%,R,L,0.303,8%,0.086,12,,x,,0%,0%,0%,3.4,4.3,4.3,0.2,8.4,0.0,0.0,0.0,0.0
Jurickson Profar,,OF,3100,TEX,@HOU,4.15,Musgrove,0.337,4%,R,S,0.301,6%,0.108,18,,x,,0%,0%,0%,2.4,3.1,3.1,0.0,6.2,0.0,0.0,0.0,0.0
Albert Almora Jr.,,OF,3000,CHC,@NYM,4.05,deGrom,0.271,-11%,R,R,0.281,-4%,0.097,-10,,6,,-8%,3%,4%,4.5,6.2,6.2,0.7,11.7,5.7,1.9,0.0,0.0
Josh Rutledge,,2B/3B,3000,BOS,PHI,6.19,Eickhoff,0.266,-12%,R,R,0.295,-2%,0.050,-15,,8,,4%,3%,5%,6.7,5.7,5.7,0.6,10.7,6.8,2.3,0.0,0.0
Kevin Newman,,SS,3000,PIT,COL,4.74,Freeland,,%,L,,,%,,,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eddie Rosario,,OF,3000,MIN,SEA,5.15,Gallardo,0.318,0%,R,L,0.307,0%,0.183,8,,x,,0%,0%,0%,5.5,5.8,5.8,0.1,11.5,0.0,0.0,0.0,0.0
Matt Szczur,,OF,3000,SD,CIN,4.38,Arroyo,0.383,7%,R,R,0.305,-1%,0.115,-8,,x,,0%,0%,0%,5.3,5.6,5.6,-0.1,11.3,0.0,0.0,0.0,0.0
Jose Osuna,,1B/OF,3000,PIT,COL,4.74,Freeland,0.320,1%,L,R,0.296,2%,0.194,9,,7,,-3%,2%,0%,9.6,7.3,7.3,-0.4,15.0,6.2,2.1,0.0,0.0
Jose Reyes,,3B/SS,3000,NYM,CHC,4.45,Lackey,0.321,0%,R,S,0.281,-6%,0.108,-13,,x,,0%,0%,0%,6.0,6.7,6.7,0.4,12.9,0.0,0.0,0.0,0.0
Tony Wolters,,C,3000,COL,@PIT,4.26,Taillon,0.303,-3%,R,L,0.329,2%,0.123,2,,8,,-10%,2%,0%,5.6,6.1,6.1,1.9,10.4,5.0,1.7,0.0,0.0
Danny Santana,,2B/OF,3000,ATL,@WAS,3.57,Strasburg,0.267,-12%,R,S,0.257,-3%,0.098,-6,,6,,2%,3%,0%,7.4,5.6,5.6,-3.3,14.5,5.5,1.8,0.0,0.0
Jace Peterson,,2B/OF,3000,ATL,@WAS,3.57,Strasburg,0.267,-12%,R,L,0.306,4%,0.107,10,,x,,0%,0%,0%,2.7,4.3,4.3,0.5,8.0,0.0,0.0,0.0,0.0
Danny Ortiz,,OF,3000,PIT,COL,4.74,Freeland,,-5%,L,L,,-7%,,-22,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter O'Brien,,OF,3000,TEX,@HOU,4.15,Musgrove,0.337,3%,R,R,0.199,-5%,0.143,1,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Martin Maldonado,,C,3000,LAA,NYY,4.05,Tanaka,0.300,-4%,R,R,0.266,-6%,0.106,-14,,6,,-3%,-3%,0%,5.7,5.4,5.4,-0.1,10.9,5.0,1.7,0.0,0.0
Tom Murphy,,C,3000,COL,@PIT,4.26,Taillon,0.309,-3%,R,R,0.505,4%,0.500,19,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Addison Russell,,SS,3000,CHC,@NYM,4.05,deGrom,0.271,-11%,R,R,0.305,0%,0.148,-6,,8,,-8%,3%,5%,4.8,6.7,6.7,0.0,13.4,5.9,2.0,0.0,0.0
Rob Refsnyder,,1B/2B,3000,NYY,@LAA,4.45,Meyer,0.316,-1%,R,R,0.278,-3%,0.102,-3,,x,,0%,0%,0%,3.5,3.5,3.5,0.1,6.9,0.0,0.0,0.0,0.0
Jordan Patterson,,OF,2900,COL,@PIT,4.26,Taillon,0.303,-3%,R,L,,2%,,6,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marco Hernandez,,3B/SS,2900,BOS,PHI,6.19,Eickhoff,0.351,7%,R,L,0.282,0%,0.082,-3,,x,,0%,0%,0%,4.0,3.9,3.9,0.5,7.3,0.0,0.0,0.0,0.0
Juan Lagares,1,OF,2900,NYM,CHC,4.45,Lackey,0.278,-9%,R,R,0.272,-8%,0.099,-17,,x,,0%,0%,0%,7.8,5.2,5.2,-1.5,11.8,0.0,0.0,0.0,0.0
Ben Zobrist,,2B/OF,2900,CHC,@NYM,4.05,deGrom,0.293,-6%,R,S,0.341,-1%,0.171,9,,4,,-3%,3%,5%,4.2,6.9,6.9,0.5,13.2,7.0,2.4,0.0,0.0
Matt Davidson,1,1B/3B,2900,CWS,BAL,4.83,Miley,0.343,5%,L,R,0.362,5%,0.214,10,,6,,1%,3%,0%,2.9,7.1,7.1,-1.6,15.8,7.1,2.4,0.0,0.0
Amed Rosario,,SS,2900,NYM,CHC,4.45,Lackey,0.278,-9%,R,R,,-1%,,2,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Jay,,OF,2900,CHC,@NYM,4.05,deGrom,0.293,-6%,R,L,0.298,-2%,0.090,11,,x,,0%,0%,0%,6.1,6.2,6.2,1.5,11.0,0.0,0.0,0.0,0.0
Cory Spangenberg,,3B/OF,2900,SD,CIN,4.38,Arroyo,0.329,4%,R,L,0.298,-1%,0.116,9,,6,,-3%,-2%,0%,7.2,6.1,6.1,0.0,12.1,6.1,2.1,0.0,0.0
Chase d'Arnaud,,SS,2900,SD,CIN,4.38,Arroyo,0.383,7%,R,R,0.275,-3%,0.072,-13,,x,,0%,0%,0%,4.9,4.9,4.9,-1.6,11.4,0.0,0.0,0.0,0.0
Christian Vazquez,,C,2900,BOS,PHI,6.19,Eickhoff,0.266,-12%,R,R,0.271,-4%,0.076,-14,,x,,0%,0%,0%,7.6,6.2,6.2,-0.9,13.3,0.0,0.0,0.0,0.0
Wilmer Difo,,2B/SS,2900,WAS,ATL,5.43,Foltynewicz,0.364,10%,R,S,0.263,-2%,0.059,-10,,x,,0%,0%,0%,5.9,5.4,5.4,0.3,10.5,0.0,0.0,0.0,0.0
Pete Kozma,,3B/SS,2900,TEX,@HOU,4.15,Musgrove,0.337,3%,R,R,0.183,-7%,0.000,-17,,x,,0%,0%,0%,3.8,3.8,3.8,-1.9,9.4,0.0,0.0,0.0,0.0
Brock Stassi,,1B/OF,2900,PHI,@BOS,4.31,Porcello,0.315,-1%,R,L,0.324,2%,0.204,9,,x,,0%,0%,0%,5.2,4.8,4.8,-0.5,10.0,0.0,0.0,0.0,0.0
Eduardo Escobar,1,3B/SS,2900,MIN,SEA,5.15,Gallardo,0.318,0%,R,S,0.292,-4%,0.132,-13,,x,,0%,0%,0%,7.3,6.7,6.7,-1.4,14.8,0.0,0.0,0.0,0.0
Carlos Ruiz,2,C,2900,SEA,@MIN,4.85,Mejia,0.364,6%,L,R,0.363,15%,0.166,42,,9,,9%,2%,-2%,7.4,5.0,5.0,-0.1,10.2,6.4,2.2,0.0,0.0
Brett Nicholas,,C,2900,TEX,@HOU,4.15,Musgrove,0.337,4%,R,L,0.351,2%,0.281,11,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Diaz,1,C,2900,PIT,COL,4.74,Freeland,0.320,1%,L,R,,3%,,8,,8,,-2%,2%,0%,10.8,10.8,10.8,1.4,20.2,5.5,1.9,0.0,0.0
Steve Selsky,,OF,2900,BOS,PHI,6.19,Eickhoff,0.266,-12%,R,R,0.269,-2%,0.093,-2,,x,,0%,0%,0%,2.5,2.5,2.5,-1.0,6.0,0.0,0.0,0.0,0.0
Willson Contreras,,C,2800,CHC,@NYM,4.05,deGrom,0.271,-11%,R,R,0.331,-2%,0.184,1,,7,,-8%,3%,5%,3.5,6.1,6.1,-1.3,13.4,6.0,2.1,0.0,0.0
Brandon Nimmo,,OF,2800,NYM,CHC,4.45,Lackey,0.321,0%,R,L,0.298,1%,0.061,-3,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Urias,,2B,2800,SD,CIN,4.38,Arroyo,0.383,7%,R,R,,-1%,,2,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Kingery,,2B,2800,PHI,@BOS,4.31,Porcello,,%,R,,,%,,,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Marisnick,,OF,2800,HOU,TEX,4.35,Darvish,0.286,-7%,R,R,0.283,0%,0.124,-8,,x,,0%,0%,0%,9.8,7.1,7.1,-1.5,15.7,0.0,0.0,0.0,0.0
Jared Hoying,,OF,2800,TEX,@HOU,4.15,Musgrove,0.337,4%,R,L,0.254,-2%,0.069,-4,,8,,1%,4%,6%,4.5,5.5,5.5,-2.6,13.6,7.2,2.6,0.0,0.0
Trey Mancini,,1B/OF,2800,BAL,@CWS,5.17,Pelfrey,0.322,0%,R,R,0.361,0%,0.244,6,,6,,0%,3%,0%,6.4,7.6,7.6,-1.7,16.9,8.0,2.9,0.0,0.0
Devin Mesoraco,,C,2800,CIN,@SD,4.12,Perdomo,0.343,5%,R,R,0.274,-5%,0.129,-3,,x,,0%,0%,0%,6.7,7.1,7.1,-0.4,14.6,0.0,0.0,0.0,0.0
Alexi Amarista,,OF/SS,2800,COL,@PIT,4.26,Taillon,0.303,-3%,R,L,0.260,5%,0.083,28,,6,,-10%,2%,0%,8.3,6.8,6.8,0.1,13.5,5.9,2.1,0.0,0.0
Andy Ibanez,,2B,2800,TEX,@HOU,4.15,Musgrove,,%,R,,,%,,,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roman Quinn,,OF,2800,PHI,@BOS,4.31,Porcello,0.315,-1%,R,S,0.293,1%,0.048,-1,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T.J. Rivera,,1B/3B,2800,NYM,CHC,4.45,Lackey,0.278,-9%,R,R,0.371,4%,0.174,6,,x,,0%,0%,0%,3.6,6.1,6.1,-0.6,12.9,0.0,0.0,0.0,0.0
J.D. Davis,,3B,2800,HOU,TEX,4.35,Darvish,,%,R,,,%,,,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Bethancourt,,C,2800,SD,CIN,4.38,Arroyo,0.383,7%,R,R,0.254,-4%,0.129,5,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob May,,OF,2800,CWS,BAL,4.83,Miley,0.343,5%,L,S,,3%,,8,,x,,0%,0%,0%,1.4,1.8,1.8,-0.3,4.0,0.0,0.0,0.0,0.0
Stephen Drew,,3B/SS,2800,WAS,ATL,5.43,Foltynewicz,0.364,10%,R,L,0.312,9%,0.213,20,,x,,0%,0%,0%,7.1,7.1,7.1,-4.4,18.7,0.0,0.0,0.0,0.0
Shawn O'Malley,,2B/SS,2800,SEA,@MIN,4.85,Mejia,0.364,6%,L,S,0.293,1%,0.090,0,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Gimenez,,C,2700,MIN,SEA,5.15,Gallardo,0.338,4%,R,R,0.281,-4%,0.118,-8,,x,,0%,0%,0%,6.3,5.4,5.4,1.2,9.7,0.0,0.0,0.0,0.0
Mark Zagunis,,OF,2700,CHC,@NYM,4.05,deGrom,0.271,-11%,R,R,,-1%,,2,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeimer Candelario,,1B/3B,2700,CHC,@NYM,4.05,deGrom,0.293,-6%,R,S,0.147,-1%,0.036,1,,x,,0%,0%,0%,3.8,3.8,3.8,-1.4,9.0,0.0,0.0,0.0,0.0
Phil Gosselin,,2B,2700,PIT,COL,4.74,Freeland,0.320,1%,L,R,0.310,2%,0.067,-7,,x,,0%,0%,0%,2.1,2.1,2.1,-0.9,5.1,0.0,0.0,0.0,0.0
Brian Goodwin,,OF,2700,WAS,ATL,5.43,Foltynewicz,0.364,10%,R,L,0.271,-1%,0.133,3,,2,,-1%,3%,0%,5.6,5.4,5.4,-2.6,13.4,7.7,2.9,0.0,0.0
Guillermo Heredia,,OF,2700,SEA,@MIN,4.85,Mejia,0.364,6%,L,R,0.320,3%,0.099,4,,1,,9%,3%,-2%,4.4,5.9,5.9,0.1,11.8,8.7,3.2,0.0,0.0
Tyler Austin,,OF,2700,NYY,@LAA,4.45,Meyer,0.316,-1%,R,R,0.266,-3%,0.183,4,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Asche,,1B,2700,CWS,BAL,4.83,Miley,0.300,-4%,L,L,0.289,-3%,0.114,-20,,x,,0%,0%,0%,3.3,3.3,3.3,-1.2,7.8,0.0,0.0,0.0,0.0
Patrick Kivlehan,,OF,2700,CIN,@SD,4.12,Perdomo,0.343,5%,R,R,0.276,-3%,0.135,0,,x,,0%,0%,0%,7.8,7.2,7.2,-2.9,17.2,0.0,0.0,0.0,0.0
Miguel Montero,,C,2700,CHC,@NYM,4.05,deGrom,0.293,-6%,R,L,0.321,7%,0.158,16,,x,,0%,0%,0%,5.8,6.7,6.7,-0.2,13.6,0.0,0.0,0.0,0.0
Austin Hedges,,C,2700,SD,CIN,4.38,Arroyo,0.383,7%,R,R,0.251,-3%,0.165,6,,7,,-2%,-4%,0%,7.2,6.3,6.3,-1.3,14.0,5.8,2.1,0.0,0.0
Micah Johnson,,2B,2700,ATL,@WAS,3.57,Strasburg,0.267,-12%,R,L,0.279,-1%,0.049,-7,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Flaherty,,2B/SS,2700,BAL,@CWS,5.17,Pelfrey,0.362,9%,R,L,0.277,1%,0.136,0,,x,,0%,0%,0%,5.7,5.7,5.7,-1.0,12.4,0.0,0.0,0.0,0.0
Luis Sardinas,,3B/SS,2700,BAL,@CWS,5.17,Pelfrey,0.362,9%,R,S,0.218,-8%,0.036,-26,,x,,0%,0%,0%,3.2,3.1,3.1,-0.2,6.3,0.0,0.0,0.0,0.0
Paul Janish,,3B/SS,2700,BAL,@CWS,5.17,Pelfrey,0.322,0%,R,R,0.253,-2%,0.056,-2,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sandy Leon,,C,2700,BOS,PHI,6.19,Eickhoff,0.351,7%,R,S,0.294,-1%,0.114,-3,,9,,4%,3%,5%,3.5,5.7,5.7,-2.3,13.7,7.2,2.7,0.0,0.0
Chris Bostick,,2B,2700,PIT,COL,4.74,Freeland,0.320,1%,L,R,,3%,,8,,x,,0%,0%,0%,1.0,1.0,1.0,-0.4,2.4,0.0,0.0,0.0,0.0
Luis Valbuena,,1B/3B,2700,LAA,NYY,4.05,Tanaka,0.294,-6%,R,L,0.340,6%,0.213,17,,x,,0%,0%,0%,6.3,5.4,5.4,-0.3,11.0,0.0,0.0,0.0,0.0
Boog Powell,,OF,2700,SEA,@MIN,4.85,Mejia,,-3%,L,L,,-7%,,-22,,x,,0%,0%,0%,3.8,3.8,3.8,1.1,6.4,0.0,0.0,0.0,0.0
Sam Travis,,1B,2700,BOS,PHI,6.19,Eickhoff,0.266,-12%,R,R,,-1%,,2,,x,,0%,0%,0%,9.8,9.8,9.8,1.4,18.2,0.0,0.0,0.0,0.0
Willy Garcia,,OF,2700,CWS,BAL,4.83,Miley,0.343,5%,L,R,,3%,,8,,x,,0%,0%,0%,5.6,5.1,5.1,0.3,9.8,0.0,0.0,0.0,0.0
