"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Carlos Carrasco",14,"SP",12100,"CLE","@OAK","57%",3.42,7.5,0.322,"21.6%",4.29,"27.5%",3.16,3.06,"R",0.283,0.283,"4%","0%","0%",23.9,20.7,20.7,9.6,31.8,20.7,1.7,19.4,1.6
"Jacob deGrom",12,"SP",11800,"NYM","COL","60%",3.35,8,0.321,"22.5%",5.07,"26.4%",3.36,3.2,"R",0.289,0.268,"2%","0%","0%",29.9,22.2,22.2,8.1,36.2,22.6,1.9,39,3.3
"James Paxton",7,"SP",9900,"SEA","@CWS","63%",4.09,6,0.331,"21.7%",4.56,"23.1%",3.85,3.68,"L",0.319,0.288,"-1%","0%","0%",17,19.8,19.8,7.4,32.2,17.5,1.8,28.5,2.9
"Gio Gonzalez",0,"SP",9400,"WAS","@CIN","53%",4.81,5.5,0.304,"21.7%",4.82,"22.6%",4.02,3.84,"L",0.272,0.321,"0%","-2%","0%",22.6,19.2,19.2,11.8,26.6,17.4,1.9,31.1,3.3
"Johnny Cueto",11,"SP",8900,"SF","@SD","50%",4,6,0.283,"25.6%",3.55,"21.2%",3.88,3.76,"R",0.28,0.302,"1%","0%","0%",8.4,14.5,14.5,5.3,23.7,22.2,2.5,7.6,0.9
"Gerrit Cole",2,"SP",8500,"PIT","STL","54%",3.81,5,0.319,"23.2%",4.57,"22.0%",3.74,3.59,"R",0.322,0.286,"0%","-1%","-1%",19.1,14.9,14.9,4.4,25.4,17.5,2.1,15.1,1.8
"Justin Verlander",1,"SP",8400,"DET","TOR","52%",4.64,5.5,0.334,"20.0%",4.16,"24.4%",3.91,4.17,"R",0.289,0.293,"0%","-1%","-1%",13.6,13.6,13.6,1.4,25.8,16.4,2,14.4,1.7
"Nick Pivetta",0,"SP",8400,"PHI","@MIL","38%",5.39,NA,0.316,"26.8%",4.96,"24.5%",4.49,4.72,"R",NA,0.415,"-3%","0%","0%",18.9,13.7,13.7,2.7,24.7,17,2,-2.8,-0.3
"Sonny Gray",NA,"SP",8300,"OAK","CLE","42%",4.08,4.5,0.34,"19.1%",4.84,"20.2%",3.96,3.76,"R",0.286,0.305,"3%","1%","-1%",17.4,16.4,16.4,5.2,27.6,14,1.7,25.7,3.1
"Jake Faria",7,"SP",8200,"TB","@LAA","49%",4.28,NA,0.326,"18.0%",4.1,"24.3%",3.84,3.97,"R",NA,NA,"3%","0%","0%",22.2,22.4,22.4,15.7,29,15.8,1.9,16.2,2
