"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",4,"SP",13800,"WAS","MIL","71%",3.03,NA,0.305,"24.7%",4.85,"32.2%",2.8,3.11,"R",0.303,0.209,"0%","-1%","0%",27.7,30,30,19.7,40.4,28.4,2.1,0,0
"Jon Lester",1,"SP",11900,"CHC","@CWS","68%",3.97,NA,NA,"",4.39,"24.9%",3.49,3.33,"L",0.267,0.295,"0%","-1%","0%",16,17.1,17.1,4.1,30.1,17.7,1.5,0,0
"Marcus Stroman",2,"SP",11500,"TOR","OAK","63%",3.84,NA,0.323,"24.4%",4.27,"19.6%",3.64,3.45,"R",0.298,0.307,"-1%","0%","0%",22,17.7,17.7,7.4,28,19.4,1.7,0,0
"Chris Archer",NA,"SP",11100,"TB","@NYY","48%",4.61,NA,NA,"",5.32,"28.5%",3.34,3.26,"R",0.289,0.29,"-2%","-1%","0%",21.3,21.3,21.3,12.2,30.4,19.9,1.8,0,0
"Zack Godley",NA,"SP",8400,"ARI","@STL","50%",4.5,NA,NA,"",4.54,"22.1%",3.91,3.76,"R",0.318,0.303,"5%","-1%","0%",20,19.3,19.3,13.7,24.9,16.7,2,0,0
"Trevor Bauer",2,"SP",7700,"CLE","LAA","60%",4.2,NA,0.325,"17.8%",4.1,"22.6%",4.19,4.11,"R",0.319,0.321,"-2%","-2%","0%",10.1,14.1,14.1,2.4,25.7,12.8,1.7,0,0
"CC Sabathia",1,"SP",7700,"NYY","TB","52%",4.39,NA,NA,"",4.59,"19.3%",4.31,4.22,"L",0.267,0.334,"-1%","-1%","0%",15.6,15,15,4,26,13,1.7,0,0
"Sean Manaea",3,"SP",6700,"OAK","@TOR","37%",5.16,NA,0.351,"17.0%",4.09,"21.9%",4.1,4.05,"L",0.233,0.32,"-6%","-1%","0%",14.4,16.6,16.6,7.5,25.8,12.4,1.9,0,0
"Chris Flexen",1,"SP",6500,"NYM","@SD","48%",4.59,NA,NA,"",3.79,"",NA,NA,"R",NA,NA,"0%","0%","0%",0,0,0,0,0,16.6,2.6,0,0
"Luke Weaver",NA,"SP",6400,"STL","ARI","50%",4.5,NA,NA,"",5.05,"26.3%",3.61,3.43,"R",NA,NA,"1%","-1%","0%",0,0,0,0,0,15.9,2.5,0,0
"Luis Perdomo",NA,"SP",6300,"SD","NYM","52%",4.41,NA,NA,"",4.82,"16.7%",4.05,4,"R",0.371,0.342,"2%","-1%","0%",11,10.7,10.7,0,21.4,11.1,1.8,0,0
"J.C. Ramirez",NA,"SP",5900,"LAA","@CLE","40%",5.3,NA,0.327,"18.3%",4.87,"18.1%",4.21,4.3,"R",0.333,0.31,"-12%","-4%","0%",11.9,13.6,13.6,4.5,22.7,9,1.5,0,0
"Chris O'Grady",NA,"RP",5700,"MIA","CIN","55%",4.49,NA,NA,"",4.59,"",NA,NA,"L",NA,NA,"3%","-3%","2%",12.5,12.5,12.5,10.7,14.2,11.3,2,0,0
"Mike Pelfrey",NA,"SP",4900,"CWS","CHC","32%",6.03,NA,NA,"",4.68,"12.1%",5,4.85,"R",0.37,0.322,"2%","-2%","0%",6.5,9.2,9.2,1.1,17.3,7,1.4,0,0
"Robert Stephenson",NA,"SP",4600,"CIN","@MIA","45%",5.01,NA,NA,"",4.56,"19.9%",4.88,5.28,"R",NA,0.39,"5%","-2%","1%",6,6,6,6,6,14.3,3.1,0,0
"Michael Blazek",NA,"RP",4000,"MIL","@WAS","28%",4.97,NA,0.318,"21.0%",5.51,"19.3%",4.26,4.57,"R",0.305,0.313,"1%","-3%","0%",0,0,0,0,0,11.1,2.8,0,0
