"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Zack Greinke",1,"SP",12200,"ARI","@CHC","45%",NA,NA,NA,NA,4.76,"23.6%",3.55,3.45,"R",0.274,0.26,"4%","-2%","-4%",25,23.4,23.4,12.6,34.2,18.2,1.5,0,0
"Alex Wood",NA,"SP",11400,"LAD","@ATL","69%",3.35,NA,NA,NA,4.59,"21.8%",3.74,3.5,"L",0.271,0.302,"-3%","0%","0%",20.4,22.1,22.1,11.5,32.7,18.6,1.6,0,0
"Corey Kluber",1,"SP",11000,"CLE","NYY","55%",4.01,NA,NA,NA,5.33,"28.8%",3.1,3.09,"R",0.3,0.252,"-2%","-1%","-1%",30.4,28.1,28.1,14.7,41.6,22.2,2,0,0
"Jose Quintana",1,"SP",10100,"CHC","ARI","55%",NA,NA,NA,NA,5.02,"22.2%",3.86,3.81,"L",0.286,0.312,"1%","-2%","-4%",22.3,17.2,17.2,4.6,29.8,17.3,1.7,0,0
"Michael Wacha",1,"SP",9700,"STL","@MIL","53%",4.1,NA,NA,NA,4.72,"20.6%",4.1,3.89,"R",0.289,0.326,"-2%","0%","1%",27.5,16.6,16.6,5.7,27.6,16,1.6,0,0
"Jerad Eickhoff",NA,"SP",9200,"PHI","@LAA","42%",4.62,NA,NA,NA,4.2,"21.0%",4.16,4.26,"R",0.352,0.267,"3%","-1%","0%",16.6,12.3,12.3,3.5,21,14.2,1.5,0,0
"Sonny Gray",NA,"SP",8800,"NYY","@CLE","45%",4.49,NA,NA,NA,4.91,"20.4%",3.93,3.72,"R",0.284,0.303,"-5%","-2%","-1%",23.3,18,18,7.4,28.6,14.3,1.6,0,0
"Parker Bridwell",NA,"SP",8300,"LAA","PHI","57%",3.88,NA,NA,NA,4.06,"16.0%",4.83,4.86,"R",NA,0.308,"3%","-1%","0%",17.6,16.3,16.3,8.2,24.4,13.3,1.6,0,0
"Collin McHugh",1,"SP",7500,"HOU","TB","60%",4.25,NA,NA,NA,4.6,"21.1%",3.97,4.02,"R",0.301,0.328,"1%","-2%","-2%",14.4,14.4,14.4,2.9,25.9,14.3,1.9,0,0
"Eduardo Rodriguez",1,"SP",7200,"BOS","CWS","69%",3.94,NA,NA,NA,4.36,"21.7%",4.23,4.35,"L",0.349,0.303,"-3%","-2%","-2%",11.7,16.7,16.7,9,24.5,13.6,1.9,0,0
"Kendall Graveman",NA,"SP",7000,"OAK","@SF","45%",4.49,NA,NA,NA,3.97,"14.6%",4.54,4.37,"R",0.324,0.32,"0%","0%","0%",9.5,12.6,12.6,2.5,22.7,11.6,1.7,0,0
"Adalberto Mejia",NA,"SP",6700,"MIN","TEX","",NA,NA,NA,NA,4.93,"17.7%",5.07,5.06,"L",NA,0.332,"-2%","5%","0%",13,11.3,11.3,3.8,18.7,12,1.8,0,0
"Matt Garza",NA,"SP",6600,"MIL","STL","47%",4.4,NA,NA,NA,4.44,"15.6%",4.73,4.55,"R",0.335,0.323,"-1%","0%","1%",12.3,12.1,12.1,6.4,17.7,10.5,1.6,0,0
"Sal Romano",NA,"SP",6400,"CIN","@PIT","40%",5.02,NA,NA,NA,4.22,"",NA,NA,"R",NA,NA,"2%","-1%","0%",11.6,11.6,11.6,-0.9,24.1,11.6,1.8,0,0
"Ty Blach",NA,"SP",6300,"SF","OAK","55%",4.01,NA,NA,NA,4.29,"12.3%",5,4.65,"L",0.266,0.327,"1%","0%","0%",14.9,11.1,11.1,-1.4,23.5,13,2.1,0,0
"Trevor Cahill",NA,"SP",6200,"KC","SEA","54%",4.53,NA,NA,NA,4.76,"23.3%",3.72,3.66,"R",0.34,0.32,"-2%","0%","0%",9.5,15.7,15.7,4.6,26.8,11.9,1.9,0,0
"A.J. Griffin",NA,"SP",6000,"TEX","@MIN","",NA,NA,NA,NA,4.51,"21.0%",4.66,5.13,"R",0.396,0.314,"0%","5%","0%",9.2,12.3,12.3,-4.5,29,12.4,2.1,0,0
"Yovani Gallardo",NA,"SP",5800,"SEA","@KC","46%",4.97,NA,NA,NA,4.35,"15.9%",4.95,4.73,"R",0.318,0.333,"-9%","0%","0%",11.5,9,9,0,17.9,10.2,1.8,0,0
"Chad Kuhl",NA,"SP",5700,"PIT","CIN","60%",3.98,NA,NA,NA,4.59,"18.4%",4.72,4.61,"R",0.374,0.298,"1%","-1%","0%",12.4,9.8,9.8,0.9,18.8,12.6,2.2,0,0
"German Marquez",1,"SP",5600,"COL","NYM","60%",5.53,NA,NA,NA,4.75,"21.5%",4.13,4.07,"R",0.33,0.33,"-10%","1%","0%",24.3,16.3,16.3,4.2,28.4,14.2,2.5,0,0
"Blake Snell",NA,"SP",5300,"TB","@HOU","40%",5.25,NA,NA,NA,5.92,"22.3%",4.88,4.75,"L",0.279,0.341,"1%","-2%","-2%",11.3,10.1,10.1,5.1,15.1,13.1,2.5,0,0
"Sean Newcomb",1,"RP",5200,"ATL","LAD","31%",5.15,NA,NA,NA,5.08,"22.5%",4.72,4.57,"L",NA,0.314,"0%","0%","0%",7.8,12.9,12.9,1.1,24.7,13.5,2.6,0,0
"Matthew Boyd",NA,"SP",5000,"DET","@BAL","46%",5.5,NA,NA,NA,4.64,"17.8%",4.71,4.95,"L",0.356,0.359,"0%","-2%","-1%",11.3,9.5,9.5,-2,20.9,12.2,2.4,0,0
"Chris Tillman",NA,"SP",4800,"BAL","DET","54%",5,NA,NA,NA,4.86,"17.5%",4.77,4.69,"R",0.319,0.348,"0%","-2%","-1%",8.5,4.4,4.4,-5.8,14.6,9.6,2,0,0
"Miguel Gonzalez",NA,"SP",4500,"CWS","@BOS","31%",6.06,NA,NA,NA,4.73,"16.8%",4.61,4.65,"R",0.326,0.319,"-16%","-4%","-7%",7.6,9.7,9.7,-2,21.5,7.4,1.6,0,0
"Rafael Montero",NA,"SP",4000,"NYM","@COL","40%",6.97,NA,NA,NA,5.32,"22.3%",4.7,4.73,"R",0.381,0.35,"-33%","2%","0%",13.9,10.5,10.5,2.3,18.6,9.1,2.3,0,0
