"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Max Scherzer",4,"SP",13200,"WAS","@MIA","67%",3.25,NA,NA,NA,4.77,"32.2%",2.81,3.12,"R",0.304,0.208,"2%","-1%","0%",28.6,30,30,19.9,40.2,25,1.9,0,0
"Chris Sale",4,"SP",13000,"BOS","CLE","60%",3.34,NA,NA,NA,4.89,"30.7%",2.85,2.99,"L",0.242,0.273,"-2%","-1%","0%",35.2,31,31,24.3,37.8,24.4,1.9,0,0
"Marcus Stroman",NA,"SP",11000,"TOR","@CWS","67%",3.83,NA,NA,NA,4.33,"19.6%",3.68,3.48,"R",0.3,0.307,"3%","-1%","0%",16.3,17.1,17.1,6.7,27.5,16.9,1.5,0,0
"Carlos Carrasco",2,"SP",9800,"CLE","@BOS","40%",4.16,NA,NA,NA,4.65,"27.5%",3.18,3.09,"R",0.29,0.282,"-3%","-1%","0%",22.3,20.2,20.2,9.9,30.4,18,1.8,0,0
"Chris Archer",1,"SP",9600,"TB","@HOU","50%",4.27,NA,NA,NA,5.86,"28.6%",3.33,3.25,"R",0.289,0.29,"1%","-2%","0%",23.3,21.3,21.3,12.5,30.2,19.8,2.1,0,0
"Jon Lester",1,"SP",9500,"CHC","ARI","63%",NA,NA,NA,NA,5.03,"24.8%",3.51,3.36,"L",0.267,0.294,"1%","-1%","0%",15.8,17.3,17.3,4.6,30,17,1.8,0,0
"Aaron Nola",2,"SP",9100,"PHI","@LAA","50%",4,NA,NA,NA,4.17,"24.5%",3.52,3.35,"R",0.319,0.279,"2%","0%","0%",29.1,20.6,20.6,10.1,31.1,20.5,2.3,0,0
"Carlos Martinez",NA,"SP",8800,"STL","@MIL","48%",4.09,NA,NA,NA,4.74,"23.7%",3.76,3.58,"R",0.335,0.254,"-2%","-1%","0%",9.7,20.1,20.1,8.5,31.7,17.2,2,0,0
"Mike Fiers",1,"SP",8500,"HOU","TB","50%",4.23,NA,NA,NA,4.57,"21.8%",4.08,4.11,"R",0.294,0.343,"2%","-3%","0%",22.2,16.1,16.1,6.7,25.6,14,1.6,0,0
"Jeff Samardzija",NA,"SP",8400,"SF","@OAK","47%",4.39,NA,NA,NA,4.26,"20.7%",3.93,3.9,"R",0.333,0.289,"3%","0%","0%",14.3,17.7,17.7,7.1,28.3,17.9,2.1,0,0
