"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",15,"SP",13200,"BOS","@KC","63%",3.62,8.5,0.321,"16.9%",3.96,"30.0%",2.91,3.02,"L",0.241,0.278,"0%","-1%","0%",24.3,29.3,29.3,22.2,36.5,22.2,1.7,33.8,2.6
"Michael Pineda",4,"SP",10600,"NYY","LAA","72%",3.92,5.5,0.311,"18.3%",4.23,"25.2%",3.32,3.2,"R",0.311,0.322,"0%","-1%","-4%",14.1,18.2,18.2,6,30.4,17.4,1.6,19.9,1.9
"Ervin Santana",2,"SP",10400,"MIN","CWS","62%",4.14,5.5,0.313,"23.9%",4.62,"19.0%",4.47,4.44,"R",0.307,0.29,"-1%","0%","0%",18.6,20.5,20.5,5.8,35.1,17.2,1.7,8.1,0.8
"Gio Gonzalez",3,"SP",9600,"WAS","@MIA","54%",4.31,5.5,0.313,"23.2%",4.75,"22.2%",4.02,3.83,"L",0.275,0.323,"4%","0%","1%",21.4,18.2,18.2,10.6,25.9,17.9,1.9,24.4,2.5
"Zack Greinke",3,"SP",8600,"ARI","@COL","49%",5.54,6.5,0.33,"23.4%",5.32,"23.5%",3.55,3.45,"R",0.277,0.259,"-14%","-5%","1%",23.9,23.5,23.5,12,35,15.1,1.8,17.1,2
"Julio Teheran",0,"SP",7900,"ATL","SF","51%",4.69,4,0.316,"19.1%",3.73,"20.3%",4.28,4.37,"R",0.344,0.257,"0%","1%","0%",14.3,11.5,11.5,0.3,22.7,15.1,1.9,10.9,1.4
"Mike Leake",1,"SP",7700,"STL","@PHI","60%",4.46,NA,0.3,"23.8%",3.87,"16.2%",4.04,3.83,"R",0.327,0.293,"2%","-1%","-2%",12.6,16.7,16.7,8.6,24.8,17.1,2.2,18.5,2.4
"Edinson Volquez",NA,"SP",7200,"MIA","WAS","46%",4.69,4.5,0.318,"21.9%",5.48,"18.0%",4.58,4.43,"R",0.327,0.315,"3%","0%","2%",22.8,15.5,15.5,1.1,29.8,14.8,2.1,0.5,0.1
"Alex Cobb",0,"SP",7100,"TB","CIN","57%",4.08,NA,0.327,"19.3%",4.91,"16.0%",4.69,4.54,"R",0.306,0.336,"2%","0%","0%",10.1,12.8,12.8,3.3,22.3,12.4,1.7,21.8,3.1
"Jhoulys Chacin",0,"SP",7000,"SD","@CHC","36%",5.22,NA,0.313,"25.6%",4.75,"19.2%",4.35,4.2,"R",0.352,0.288,"1%","0%","2%",10.7,12.7,12.7,-1.7,27,15.3,2.2,15.5,2.2
"Sonny Gray",4,"SP",6900,"OAK","HOU","50%",4.52,NA,0.336,"18.0%",5.41,"20.1%",3.96,3.77,"R",0.287,0.309,"3%","0%","-1%",17.1,15.3,15.3,3.4,27.2,12.8,1.9,4.1,0.6
