Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Clayton Kershaw,4,SP,13800,LAD,COL,70%,2.50,,,,3.43,32.7%,2.31,2.19,L,0.213,0.229,2%,1%,0%,26.3,26.3,26.3,14.5,38.2,26.5,1.9,0.0,0.0
Madison Bumgarner,3,SP,11700,SF,@KC,56%,3.74,,,,3.17,27.3%,3.16,3.27,L,0.226,0.284,-3%,0%,0%,22.9,22.9,22.9,18.2,27.5,21.4,1.8,0.0,0.0
Rick Porcello,1,SP,10900,BOS,@TOR,51%,4.20,,,,2.83,20.9%,3.75,3.82,R,0.321,0.308,0%,3%,0%,10.7,10.7,10.7,-0.5,21.9,16.3,1.5,0.0,0.0
Felix Hernandez,2,SP,10400,SEA,MIA,57%,3.40,,,,4.62,21.1%,3.87,3.76,R,0.282,0.291,2%,0%,0%,15.3,15.3,15.3,13.7,17.0,16.9,1.6,0.0,0.0
Kyle Hendricks,2,SP,10200,CHC,MIL,65%,,,,,4.64,22.6%,3.55,3.44,R,0.302,0.255,1%,2%,1%,12.2,12.2,12.2,4.1,20.3,16.4,1.6,0.0,0.0
Dallas Keuchel,2,SP,9900,HOU,LAA,64%,3.61,,,,3.57,22.2%,3.24,3.09,L,0.258,0.294,1%,0%,-3%,24.3,24.3,24.3,20.2,28.4,17.4,1.8,0.0,0.0
Chris Archer,3,SP,9700,TB,DET,61%,3.28,,,,4.50,27.9%,3.30,3.21,R,0.294,0.296,1%,0%,0%,21.8,21.8,21.8,19.4,24.1,20.6,2.1,0.0,0.0
Vincent Velasquez,1,SP,9400,PHI,@NYM,45%,3.95,,,,4.69,27.5%,3.61,3.79,R,0.331,0.327,2%,3%,-2%,12.7,12.7,12.7,7.8,17.6,17.9,1.9,0.0,0.0
Masahiro Tanaka,1,SP,9000,NYY,CWS,66%,3.26,,,,3.67,21.4%,3.65,3.53,R,0.291,0.287,0%,4%,0%,7.3,7.3,7.3,-3.9,18.5,16.7,1.9,0.0,0.0
Gerrit Cole,3,SP,8900,PIT,@STL,47%,4.13,,,,3.38,22.0%,3.64,3.51,R,0.308,0.289,1%,-1%,-1%,9.8,9.8,9.8,0.3,19.2,16.6,1.9,0.0,0.0
