"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Chris Sale",2,"SP",13400,"BOS","@SEA","67%",3.25,NA,NA,NA,4.72,"30.6%",2.86,3,"L",0.243,0.274,"4%","-1%","0%",33.6,30.6,30.6,23.9,37.3,26,1.9,0,0
"Yu Darvish",NA,"SP",12100,"TEX","MIA","63%",4.29,NA,NA,NA,4.57,"28.7%",3.5,3.52,"R",0.305,0.272,"-2%","-2%","0%",16.8,19.9,19.9,9.5,30.2,19.9,1.6,0,0
"Luis Severino",2,"SP",11500,"NYY","CIN","68%",3.57,NA,NA,NA,4.62,"24.4%",3.66,3.54,"R",0.306,0.305,"0%","-2%","1%",22.9,21,21,9.6,32.3,19.5,1.7,0,0
"Carlos Carrasco",1,"SP",11000,"CLE","LAA","",NA,NA,NA,NA,4.07,"27.6%",3.17,3.08,"R",0.287,0.283,"-2%","-1%","0%",19.2,20.4,20.4,10,30.9,19,1.7,0,0
"Mike Fiers",NA,"SP",10200,"HOU","@PHI","56%",3.74,NA,NA,NA,4.01,"21.7%",4.08,4.1,"R",0.293,0.342,"2%","-1%","-2%",23,16.4,16.4,6.8,26,15.3,1.5,0,0
"Gio Gonzalez",NA,"SP",9700,"WAS","MIL","54%",4.29,NA,NA,NA,4.82,"22.4%",4.04,3.86,"L",0.27,0.319,"0%","-1%","0%",20.7,19.1,19.1,11,27.3,16,1.6,0,0
"Jake Arrieta",1,"SP",9300,"CHC","@CWS","67%",3.83,NA,NA,NA,4.42,"25.0%",3.5,3.3,"R",0.259,0.255,"0%","-2%","0%",14.8,16,16,6.1,25.9,16.7,1.8,0,0
"Alex Cobb",NA,"SP",8600,"TB","BAL","57%",4.35,NA,NA,NA,4.67,"15.5%",4.71,4.53,"R",0.296,0.309,"2%","0%","0%",18.4,14.6,14.6,5.3,24,15.4,1.8,0,0
"Carlos Martinez",2,"SP",8400,"STL","COL","59%",3.83,NA,NA,NA,5.37,"23.6%",3.77,3.59,"R",0.335,0.253,"1%","-2%","-1%",11,20.2,20.2,8.3,32.1,16.8,2,0,0
"Jimmy Nelson",NA,"SP",8000,"MIL","@WAS","46%",4.71,NA,NA,NA,5.57,"20.4%",4.24,4.17,"R",0.344,0.304,"0%","-2%","0%",23.7,19.3,19.3,6.2,32.4,14.4,1.8,0,0
"Patrick Corbin",1,"SP",7900,"ARI","ATL","63%",4.25,NA,NA,NA,4.65,"20.2%",4.04,3.87,"L",0.291,0.36,"-3%","0%","0%",19.1,14,14,4,24,14.2,1.8,0,0
"Ian Kennedy",NA,"SP",7800,"KC","@DET","48%",5.08,NA,NA,NA,4.87,"23.0%",4.1,4.39,"R",0.322,0.317,"2%","-3%","0%",17.4,12.9,12.9,2.6,23.3,14.4,1.8,0,0
"Steven Matz",1,"SP",7700,"NYM","@SD","",NA,NA,NA,NA,3.78,"21.8%",3.79,3.62,"L",0.31,0.303,"0%","0%","0%",7.3,10.6,10.6,-2.3,23.4,15.1,2,0,0
"Jeff Samardzija",3,"SP",7600,"SF","PIT","55%",3.77,NA,NA,NA,4.31,"20.6%",3.94,3.91,"R",0.333,0.292,"1%","0%","0%",12.4,17.1,17.1,6.6,27.6,17.4,2.3,0,0
"Aaron Nola",1,"SP",7500,"PHI","HOU","44%",4.26,NA,NA,NA,6,"24.2%",3.55,3.38,"R",0.324,0.278,"2%","-1%","-2%",27.8,19.7,19.7,9.5,29.8,17.3,2.3,0,0
