Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Stephen Strasburg,4,SP,12700,WAS,ATL,68%,3.57,,,,4.46,29.6%,3.08,3.03,R,0.267,0.294,0%,-1%,0%,29.4,23.9,23.9,13.6,34.2,23.6,1.9,0.0,0.0
Jacob deGrom,3,SP,10200,NYM,CHC,54%,4.05,,,,4.56,26.5%,3.32,3.17,R,0.293,0.271,2%,-1%,-2%,14.6,18.9,18.9,4.0,33.9,18.9,1.9,0.0,0.0
Yu Darvish,2,SP,8800,TEX,@HOU,48%,4.35,,,,5.46,29.4%,3.44,3.52,R,0.300,0.286,5%,-2%,-3%,20.6,20.6,20.6,11.3,30.0,18.3,2.1,0.0,0.0
Rick Porcello,4,SP,8600,BOS,PHI,66%,4.31,,,,3.95,21.0%,3.79,3.87,R,0.315,0.315,-3%,-2%,-3%,11.5,15.1,15.1,7.8,22.5,16.2,1.9,0.0,0.0
Kyle Freeland,,SP,8100,COL,@PIT,45%,4.74,,,,4.24,14.8%,4.84,4.71,L,,0.320,14%,-1%,0%,13.8,13.7,13.7,6.0,21.3,13.0,1.6,0.0,0.0
Masahiro Tanaka,,SP,7800,NYY,@LAA,54%,4.05,,,,4.14,21.2%,3.70,3.59,R,0.294,0.300,4%,2%,0%,4.6,11.3,11.3,-4.4,27.1,13.1,1.7,0.0,0.0
John Lackey,,SP,7700,CHC,@NYM,46%,4.45,,,,4.95,21.9%,3.88,3.82,R,0.321,0.278,4%,-2%,-3%,10.7,14.9,14.9,5.3,24.4,14.3,1.9,0.0,0.0
Joe Musgrove,,SP,7600,HOU,TEX,52%,4.15,,,,4.77,20.2%,4.24,4.27,R,0.337,0.337,1%,-2%,-4%,13.3,11.8,11.8,1.8,21.7,13.0,1.7,0.0,0.0
Wade Miley,,SP,7300,BAL,@CWS,53%,4.83,,,,4.43,18.8%,4.27,4.06,L,0.300,0.343,2%,-2%,0%,8.1,13.5,13.5,2.0,24.9,12.6,1.7,0.0,0.0
Jameson Taillon,,SP,6800,PIT,COL,55%,4.26,,,,5.27,20.3%,3.75,3.54,R,0.303,0.309,1%,-1%,0%,13.7,15.3,15.3,6.9,23.6,16.0,2.4,0.0,0.0
Mike Foltynewicz,,SP,6600,ATL,@WAS,32%,5.43,,,,5.44,20.3%,4.21,4.28,R,0.364,0.330,0%,-3%,0%,17.1,14.8,14.8,2.9,26.8,12.8,1.9,0.0,0.0
Adalberto Mejia,1,SP,6500,MIN,SEA,53%,4.85,,,,4.67,19.1%,5.07,5.30,L,,0.364,-1%,-2%,1%,13.2,10.8,10.8,3.8,17.9,12.5,1.9,0.0,0.0
Alex Meyer,1,SP,6400,LAA,NYY,46%,4.45,,,,5.75,25.3%,4.78,4.78,R,,0.316,2%,2%,0%,20.0,14.9,14.9,4.3,25.5,16.0,2.5,0.0,0.0
Luis Perdomo,,SP,6300,SD,CIN,53%,4.12,,,,5.08,16.9%,3.95,3.96,R,0.368,0.343,2%,3%,0%,7.3,10.0,10.0,-1.2,21.2,11.3,1.8,0.0,0.0
Yovani Gallardo,,SP,5800,SEA,@MIN,47%,5.15,,,,4.53,15.8%,4.91,4.66,R,0.318,0.338,-7%,-3%,2%,5.2,8.2,8.2,-1.7,18.1,9.7,1.7,0.0,0.0
Mike Pelfrey,1,SP,5500,CWS,BAL,47%,5.17,,,,4.42,11.7%,4.90,4.74,R,0.362,0.322,2%,-3%,0%,15.0,10.1,10.1,1.6,18.5,8.5,1.5,0.0,0.0
Jerad Eickhoff,,SP,5000,PHI,@BOS,34%,6.19,,,,4.80,20.9%,4.09,4.17,R,0.351,0.266,-10%,-3%,-5%,8.4,10.3,10.3,1.0,19.6,9.8,2.0,0.0,0.0
Bronson Arroyo,,SP,4900,CIN,@SD,47%,4.38,,,,3.51,14.3%,5.32,5.61,R,0.329,0.383,4%,2%,0%,4.6,7.5,7.5,-1.0,16.0,11.3,2.3,0.0,0.0
