Player Name,Likes,Pos,Salary,Team,Opp,Vegas Odds Win,Vegas Odds RA,Vegas Odds K,Opponent wOBA,Opponent K%,Opponent RS,K%,SIERA,xFIP,Handedness,wOBA vs L,wOBA vs R,Park Factor,Temperature Factor,Wind Factor,L5 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Chris Sale,3,SP,12400,BOS,@DET,50%,3.76,6.5,0.346,17.3%,4.50,28.8%,2.98,3.11,L,0.222,0.282,3%,0%,0%,27.4,27.4,27.4,27.4,27.4,18.4,1.5,29.6,2.4
Jon Lester,9,SP,11300,CHC,LAD,59%,3.37,6,0.318,25.3%,5.00,24.9%,3.40,3.27,L,0.283,0.279,1%,2%,0%,17.9,17.9,17.9,17.9,17.9,22.0,1.9,22.5,2.0
Justin Verlander,7,SP,10500,DET,BOS,50%,3.74,6,0.322,16.9%,3.50,25.5%,3.61,3.92,R,0.285,0.315,0%,0%,0%,29.4,29.4,29.4,29.4,29.4,17.5,1.7,20.8,2.0
Jacob deGrom,14,SP,9300,NYM,@PHI,57%,3.65,6.5,0.289,23.2%,6.20,25.7%,3.29,3.16,R,0.284,0.262,0%,1%,-1%,23.7,23.7,23.7,23.7,23.7,20.7,2.2,10.7,1.2
Taijuan Walker,1,SP,8700,ARI,@SF,45%,4.22,5,0.319,18.3%,4.83,21.6%,3.88,4.02,R,0.307,0.319,6%,0%,0%,18.7,18.7,18.7,18.7,18.7,14.1,1.6,5.3,0.6
Michael Pineda,3,SP,8600,NYY,TB,55%,3.77,6.5,0.324,23.4%,4.33,25.5%,3.25,3.14,R,0.312,0.313,0%,0%,0%,7.5,7.5,7.5,7.5,7.5,19.8,2.3,40.0,4.7
Ian Kennedy,1,SP,8500,KC,OAK,51%,4.18,5.5,0.318,19.6%,4.33,23.4%,3.95,4.22,R,0.330,0.322,-2%,2%,0%,10.4,10.4,10.4,10.4,10.4,14.9,1.8,12.7,1.5
James Paxton,5,SP,8400,SEA,HOU,56%,3.52,5,0.335,17.4%,2.67,21.4%,3.85,3.70,L,0.348,0.288,2%,0%,0%,21.7,21.7,21.7,21.7,21.7,15.0,1.8,32.2,3.8
Tanner Roark,4,SP,8200,WAS,STL,53%,4.09,5,0.322,21.0%,3.80,18.3%,4.26,4.17,R,0.306,0.281,0%,1%,0%,21.3,21.3,21.3,21.3,21.3,14.3,1.7,11.1,1.4
Jerad Eickhoff,3,SP,8100,PHI,NYM,42%,4.35,5,0.314,21.3%,3.20,21.3%,3.95,4.03,R,0.348,0.257,2%,1%,-2%,19.4,19.4,19.4,19.4,19.4,15.1,1.9,21.5,2.7
Matt Moore,3,SP,8000,SF,ARI,55%,3.78,5,0.309,25.8%,7.50,20.1%,4.46,4.62,L,0.296,0.323,1%,0%,0%,6.0,6.0,6.0,6.0,6.0,19.4,2.4,27.6,3.5
Jharel Cotton,1,SP,7700,OAK,@KC,49%,4.32,,0.313,20.3%,3.40,,,,R,,,-6%,2%,0%,1.8,1.8,1.8,1.8,1.8,14.4,1.9,28.8,3.7
Tyler Glasnow,11,SP,7500,PIT,CIN,56%,3.96,5,0.302,22.2%,3.60,,,,R,,,1%,0%,0%,0.0,0.0,0.0,0.0,0.0,18.3,2.4,-9.7,-1.3
Alex Cobb,0,SP,7400,TB,@NYY,45%,4.23,4.5,0.318,22.5%,3.60,,,,R,0.296,0.297,-3%,0%,0%,19.8,19.8,19.8,19.8,19.8,14.3,1.9,18.3,2.5
Alex Wood,1,SP,7400,LAD,@CHC,41%,4.13,,0.307,29.0%,4.60,19.4%,3.99,3.75,L,0.276,0.311,-1%,2%,0%,0.0,0.0,0.0,0.0,0.0,20.4,2.8,9.4,1.3
Brandon Finnegan,7,SP,7300,CIN,@PIT,44%,4.54,5,0.326,21.7%,3.50,20.4%,4.69,4.63,L,0.301,0.324,2%,1%,1%,36.5,36.5,36.5,36.5,36.5,15.7,2.2,5.1,0.7
Adam Wainwright,,SP,7200,STL,@WAS,47%,4.41,5,0.325,20.2%,4.60,18.9%,4.22,3.95,R,0.303,0.275,-2%,1%,0%,16.3,16.3,16.3,16.3,16.3,14.2,2.0,-2.8,-0.4
Charlie Morton,0,SP,6600,HOU,@SEA,44%,3.98,4.5,0.324,19.7%,2.17,18.1%,3.84,3.77,R,0.350,0.295,3%,0%,0%,13.3,13.3,13.3,13.3,13.3,15.0,2.3,11.3,1.7
Tyler Chatwood,2,SP,5400,COL,SD,63%,4.94,,0.301,22.0%,3.17,17.5%,4.62,4.37,R,0.315,0.320,-9%,5%,0%,10.7,10.7,10.7,10.7,10.7,14.3,2.6,12.0,2.2
Jarred Cosart,,SP,4000,SD,@COL,37%,6.56,,0.315,22.1%,3.67,15.1%,5.04,4.69,R,0.298,0.318,-33%,11%,0%,0.0,0.0,0.0,0.0,0.0,7.4,1.9,9.4,2.4
