"Player.Name","Likes","Pos","Salary","Team","Opp","Vegas.Odds.Win","Vegas.Odds.RA","Vegas.Odds.K","Opponent.wOBA","Opponent.K.","Opponent.RS","K.","SIERA","xFIP","Handedness","wOBA.vs.L","wOBA.vs.R","Park.Factor","Temperature.Factor","Wind.Factor","L5.FP","L80.FP","S.FP","Floor.FP","Ceil.FP","Proj.FP","Proj.Val","Actual.FP","Actual.Val"
"Madison Bumgarner",1,"SP",12700,"SF","@MIA","51%",3.71,NA,NA,"",4.66,"26.7%",3.26,3.36,"L",0.238,0.274,"2%","-2%","1%",20.9,20.4,20.4,14.7,26,20.8,1.6,0,0
"Jacob deGrom",1,"SP",12600,"NYM","@NYY","44%",4.27,NA,NA,"",5.16,"26.8%",3.33,3.2,"R",0.287,0.266,"-3%","0%","0%",24.9,23.5,23.5,10.6,36.4,19.9,1.6,0,0
"Danny Salazar",2,"SP",12200,"CLE","@MIN","61%",4.19,NA,NA,"",4.68,"27.8%",3.57,3.54,"R",0.311,0.294,"1%","0%","1%",23.6,19.4,19.4,10.3,28.5,19.5,1.6,0,0
"Justin Verlander",NA,"SP",11800,"DET","@TEX","52%",5.16,NA,NA,"",4.91,"24.7%",3.89,4.15,"R",0.287,0.288,"-5%","-2%","0%",27,16.4,16.4,4.4,28.4,18.3,1.6,0,0
"Gio Gonzalez",1,"SP",11500,"WAS","LAA","52%",4.15,NA,NA,"",4.29,"22.4%",4.03,3.86,"L",0.268,0.315,"0%","0%","0%",23,20,20,12.1,28,16.5,1.4,0,0
"Sonny Gray",2,"SP",10700,"NYY","NYM","56%",3.73,NA,NA,"",4.71,"20.5%",3.95,3.73,"R",0.282,0.303,"0%","0%","0%",21.6,17.8,17.8,7.9,27.8,16.4,1.5,0,0
"Alex Wood",3,"SP",9600,"LAD","CWS","75%",3.02,NA,NA,"",4.34,"21.5%",3.78,3.54,"L",0.271,0.304,"3%","1%","-1%",13.6,21.4,21.4,11.2,31.5,19.6,2,0,0
"Brad Peacock",NA,"SP",9300,"HOU","@ARI","54%",4.53,5.5,0.316,"24.4%",4.95,"27.6%",4.04,4.22,"R",0.339,0.253,"-7%","0%","0%",17.9,18.9,18.9,8.8,29,16.1,1.7,0,0
"Dinelson Lamet",4,"SP",8500,"SD","PHI","59%",3.61,NA,NA,"",3.97,"29.1%",3.78,4.13,"R",0.388,0.225,"1%","0%","0%",18.2,16.9,16.9,5,28.8,17.4,2,0,0
"Luis Castillo",1,"SP",8100,"CIN","@CHC","38%",4.54,NA,NA,"",4.72,"23.7%",4.2,4.02,"R",NA,0.331,"3%","-1%","2%",14.1,16.6,16.6,7.6,25.6,15.7,1.9,0,0
