"Name","Salary","Team","Position","OppTeam","Projections"
"James Shields",4500,"CHW","SP","BOS",8.66
"Drew Pomeranz",9000,"BOS","SP","CHW",21.95
"Jordan Montgomery",6000,"NYY","SP","CLE",13.33
"Danny Salazar",9400,"CLE","SP","NYY",22.59
"Charlie Morton",9500,"HOU","SP","TOR",20.69
"Marco Estrada",6300,"TOR","SP","HOU",15.47
"Felix Hernandez",8900,"SEA","SP","KCR",18.94
"Danny Duffy",9200,"KCR","SP","SEA",18.04
"Paul Blackburn",5600,"OAK","SP","LAA",14.49
"Tyler Skaggs",8400,"LAA","SP","OAK",15.14
"Christopher Stratton",4200,"SFG","SP","ARI",9.99
"Taijuan Walker",9800,"ARI","SP","SFG",18.51
"Jon Gray",7000,"COL","SP","PHI",14.96
"Nicholas Pivetta",4400,"PHI","SP","COL",5.86
"Luis Castillo",8000,"CIN","SP","STL",16.29
"Lance Lynn",8100,"STL","SP","CIN",19.91
"Zach Davies",8200,"MIL","SP","TBR",15.7
"Drew VerHagen",4000,"DET","SP","BAL",10.34
"Alex Cobb",7100,"TBR","SP","MIL",16.72
"Rich Hill",12000,"LAD","SP","NYM",23.81
"John Lackey",7400,"CHC","SP","WAS",17.01
"Seth Lugo",5400,"NYM","SP","LAD",13.38
"Wade Miley",5400,"BAL","SP","DET",12.93
"Gerrit Cole",11000,"PIT","SP","SDP",22.87
"Cole Hamels",8600,"TEX","SP","MIN",20.7
"Kyle Gibson",5100,"MIN","SP","TEX",8.89
"Michael Foltynewicz",7600,"ATL","SP","MIA",19.28
"Dan Straily",7500,"MIA","SP","ATL",15.54
"Dinelson Lamet",8400,"SDP","SP","PIT",13.64
"Edwin Jackson",6400,"WAS","SP","CHC",12.65
