"Name","Salary","Team","Position","OppTeam","Projections"
"Jake Odorizzi",7900,"TBR","SP","CHW",17.95
"Edward Lively",5000,"PHI","SP","ATL",13.88
"Derek Holland",6600,"CHW","SP","TBR",16.23
"Gerrit Cole",8500,"PIT","SP","MIA",19.82
"Edinson Volquez",8200,"MIA","SP","PIT",12.78
"R.A. Dickey",5500,"ATL","SP","PHI",11.91
"Tyler Chatwood",7200,"COL","SP","CHC",14.78
"Kyle Gibson",5700,"MIN","SP","SEA",10.89
"Christian Bergman",5800,"SEA","SP","MIN",15.77
"Jason Hammel",5900,"KCR","SP","HOU",13.62
"Lance McCullers",11200,"HOU","SP","KCR",24.99
"Jon Lester",9700,"CHC","SP","COL",23.21
"Michael Pineda",8900,"NYY","SP","BOS",19.77
"David Price",9400,"BOS","SP","NYY",19.54
"Johnny Cueto",10800,"SFG","SP","MIL",23.15
"Paolo Espino",4800,"MIL","SP","SFG",12.46
"Michael Fulmer",9200,"DET","SP","LAA",22.45
"J.C. Ramirez",7500,"LAA","SP","DET",17.39
"Scott Feldman",6200,"CIN","SP","STL",14.38
"Patrick Corbin",7000,"ARI","SP","SDP",15.42
"Clayton Richard",5600,"SDP","SP","ARI",15.24
"Alec Asher",4700,"BAL","SP","WAS",9.97
"Joseph Ross",6900,"WAS","SP","BAL",14.35
"A.J. Cole",7000,"WAS","SP","BAL",14.45
"Dylan Bundy",7500,"BAL","SP","WAS",17.46
"Mike Leake",8000,"STL","SP","CIN",19.02
