"Name","Salary","Team","Position","OppTeam","Projections"
"A.J. Pollock",4000,"ARI","OF","HOU",7.93
"Ketel Marte",3400,"ARI","SS","HOU",5.68
"J.D. Martinez",4900,"ARI","OF","HOU",8.71
"Jeff Mathis",2100,"ARI","C","HOU",4.95
"Adam Rosales",2600,"ARI","SS","HOU",5.67
"Daniel Descalso",3300,"ARI","2B/OF","HOU",5.92
"Chris Iannetta",3300,"ARI","C","HOU",5.67
"Paul Goldschmidt",5400,"ARI","1B","HOU",9.81
"David Peralta",4300,"ARI","OF","HOU",7.77
"Jake Lamb",4800,"ARI","3B","HOU",8.16
"Brandon Drury",3200,"ARI","2B","HOU",5.32
"Chris Herrmann",2700,"ARI","C/OF","HOU",5.26
"Jose Altuve",5600,"HOU","2B","ARI",7.91
"Carlos Beltran",3400,"HOU","OF","ARI",5.72
"George Springer",5200,"HOU","OF","ARI",8.24
"J.D. Davis",2800,"HOU","3B","ARI",5.4
"Melky Cabrera",4400,"KCR","OF","OAK",7.23
"Alex Gordon",2200,"KCR","OF","OAK",5.45
"Lorenzo Cain",3700,"KCR","OF","OAK",7.69
"Derek Fisher",4000,"HOU","OF","ARI",5.45
"Josh Reddick",4000,"HOU","OF","ARI",7.78
"Yulieski Gurriel",4400,"HOU","1B","ARI",7.13
"Alex Bregman",4600,"HOU","3B","ARI",6.48
"Marwin Gonzalez",4700,"HOU","OF/SS","ARI",6.76
"Jake Marisnick",3900,"HOU","OF","ARI",5.32
"Brian McCann",3100,"HOU","C","ARI",7.11
"Ryan McMahon",2300,"COL","3B","ATL",8.04
"Dansby Swanson",2700,"ATL","SS","COL",5.14
"Carlos Gomez",3900,"TEX","OF","DET",6.62
"Mike Napoli",3500,"TEX","1B","DET",6.35
"Jose Iglesias",3200,"DET","SS","TEX",4.64
"Nick Markakis",3700,"ATL","OF","COL",8.08
"Brandon Phillips",3500,"ATL","2B","COL",7.96
"Adrian Beltre",4700,"TEX","3B","DET",7.38
"Robinson Chirinos",3700,"TEX","C","DET",5.63
"Nomar Mazara",3900,"TEX","OF","DET",7.25
"Elvis Andrus",4800,"TEX","SS","DET",6.63
"Rougned Odor",3300,"TEX","2B","DET",6.95
"Shin-Soo Choo",4000,"TEX","OF","DET",7.59
"Joey Gallo",4800,"TEX","1B/3B","DET",7.66
"Tyler Flowers",3500,"ATL","C","COL",8.01
"Ender Inciarte",3800,"ATL","OF","COL",9.71
"Trevor Story",3400,"COL","SS","ATL",8.05
"Mark Reynolds",4300,"COL","1B","ATL",8.95
"Gerardo Parra",4300,"COL","OF","ATL",9.04
"Carlos Gonzalez",3400,"COL","OF","ATL",8.36
"Jonathan Lucroy",3500,"COL","C","ATL",7.93
"Nolan Arenado",5500,"COL","3B","ATL",11
"DJ LeMahieu",4000,"COL","2B","ATL",7.74
"Matt Adams",4100,"ATL","1B","COL",8.32
"Freddie Freeman",5600,"ATL","1B/3B","COL",11.33
"Kurt Suzuki",3400,"ATL","C","COL",6.53
"Ozzie Albies",2600,"ATL","2B","COL",6.6
"Charlie Blackmon",5800,"COL","OF","ATL",11.44
"Eric Hosmer",3900,"KCR","1B","OAK",7.5
"Alcides Escobar",2800,"KCR","SS","OAK",5.56
"Seth Smith",3100,"BAL","OF","SEA",6.32
"Manny Machado",4200,"BAL","3B","SEA",9.91
"Trey Mancini",3900,"BAL","1B/OF","SEA",7.53
"Caleb Joseph",3400,"BAL","C","SEA",5.16
"Welington Castillo",3400,"BAL","C","SEA",6.37
"Jonathan Schoop",3800,"BAL","2B","SEA",9.01
"Adam Jones",4200,"BAL","OF","SEA",8.12
"Austin Hedges",2700,"SDP","C","PHI",6.01
"Manuel Margot",3600,"SDP","OF","PHI",6.46
"Yangervis Solarte",4100,"SDP","2B","PHI",6.67
"Rhys Hoskins",3300,"PHI","1B","SDP",6.29
"Dusty Coleman",2100,"SDP","SS","PHI",3.94
"Chris Davis",2900,"BAL","1B","SEA",8.58
"Tim Beckham",3700,"BAL","SS","SEA",6.82
"Robinson Cano",3800,"SEA","2B","BAL",9.29
"Benjamin Gamel",3200,"SEA","OF","BAL",7.33
"Mike Zunino",3000,"SEA","C","BAL",5.78
"Jean Segura",4700,"SEA","SS","BAL",6.86
"Mark Trumbo",3300,"BAL","OF","SEA",7.96
"Guillermo Heredia",3200,"SEA","OF","BAL",5.72
"Leonys Martin",3000,"SEA","OF","BAL",5.41
"Jarrod Dyson",3300,"SEA","OF","BAL",5.86
"Yonder Alonso",3500,"SEA","1B","BAL",7.92
"Nelson Cruz",5400,"SEA","OF","BAL",8.71
"Kyle Seager",3900,"SEA","3B","BAL",7.45
"Danny Valencia",4100,"SEA","1B","BAL",5.75
"Hector Sanchez",2600,"SDP","C","PHI",5.55
"Hunter Renfroe",2900,"SDP","OF","PHI",6.12
"Rajai Davis",3700,"OAK","OF","KCR",6.61
"Khris Davis",4500,"OAK","OF","KCR",8.8
"Marcus Semien",3400,"OAK","SS","KCR",6.37
"Matt Chapman",2000,"OAK","3B","KCR",5.66
"Bruce Maxwell",2400,"OAK","C","KCR",5.38
"Jed Lowrie",3800,"OAK","2B","KCR",6.67
"Matt Joyce",3700,"OAK","OF","KCR",7.28
"Mike Moustakas",4600,"KCR","3B","OAK",6.87
"Whit Merrifield",3800,"KCR","2B","OAK",7.24
"Brandon Moss",3600,"KCR","OF","OAK",6.35
"Drew Butera",2000,"KCR","C","OAK",5.05
"Ryon Healy",3600,"OAK","1B/3B","KCR",7.01
"Chad Pinder",3800,"OAK","2B/SS","KCR",5.8
"Matt Olson",2700,"OAK","1B/OF","KCR",5.86
"Wil Myers",3700,"SDP","1B","PHI",7.8
"Cesar Hernandez",4200,"PHI","2B","SDP",7.75
"Cory Spangenberg",3400,"SDP","3B/OF","PHI",6.52
"Jose Pirela",2800,"SDP","OF","PHI",6.79
"Carlos Asuaje",2800,"SDP","2B","PHI",6.13
"Nick Williams",3800,"PHI","OF","SDP",6.29
"Cameron Rupp",3100,"PHI","C","SDP",5.81
"Odubel Herrera",4500,"PHI","OF","SDP",5.91
"Boog Powell",2500,"OAK","OF","KCR",4.62
"Maikel Franco",3000,"PHI","3B","SDP",7.29
"Tommy Joseph",3000,"PHI","1B","SDP",6.04
"Freddy Galvis",3800,"PHI","SS","SDP",6.73
"Alex Presley",3300,"DET","OF","TEX",6.23
"Victor Martinez",3000,"DET","1B","TEX",6.55
"Didi Gregorius",3800,"NYY","SS","NYM",7.7
"Ronald Torreyes",3000,"NYY","2B/SS","NYM",4.76
"Austin Romine",2000,"NYY","C","NYM",4.76
"Jacoby Ellsbury",3600,"NYY","OF","NYM",6.3
"Tyler Wade",2900,"NYY","2B","NYM",5.77
"Gary Sanchez",4500,"NYY","C","NYM",8.47
"Aaron Judge",5100,"NYY","OF","NYM",10.68
"Amed Rosario",3300,"NYM","SS","NYY",6.74
"Wilmer Flores",4200,"NYM","1B/3B","NYY",6.81
"Todd Frazier",3800,"NYY","3B","NYM",7.15
"Brett Gardner",4000,"NYY","OF","NYM",8.52
"Chase Headley",3800,"NYY","1B/3B","NYM",6.89
"Dominic Smith",3000,"NYM","1B","NYY",5.24
"Garrett Cooper",2900,"NYY","1B","NYM",5.66
"Mallex Smith",3400,"TBR","OF","TOR",4.95
"Steve Souza",3700,"TBR","OF","TOR",7.13
"Adeiny Hechavarria",2600,"TBR","SS","TOR",4.72
"Wilson Ramos",2300,"TBR","C","TOR",4.97
"Lucas Duda",3500,"TBR","1B","TOR",7.75
"Brad Miller",3100,"TBR","2B","TOR",7.06
"Logan Morrison",3600,"TBR","1B","TOR",7.92
"Brandon Nimmo",3100,"NYM","OF","NYY",4.42
"Aaron Hicks",3800,"NYY","OF","NYM",7.07
"Trevor Plouffe",2900,"TBR","3B","TOR",4.86
"Corey Dickerson",3600,"TBR","OF","TOR",9.07
"Evan Longoria",3100,"TBR","3B","TOR",7.06
"Asdrubal Cabrera",3100,"NYM","2B/SS","NYY",7.53
"Yoenis Cespedes",4900,"NYM","OF","NYY",9.04
"Rafael Devers",4400,"BOS","3B","CLE",7.17
"Jackie Bradley",3200,"BOS","OF","CLE",6.32
"Xander Bogaerts",3500,"BOS","SS","CLE",7.01
"Christian Vazquez",3300,"BOS","C","CLE",5.4
"Andrew Benintendi",5000,"BOS","OF","CLE",8.93
"Mookie Betts",4600,"BOS","OF","CLE",9.08
"Mitch Moreland",3400,"BOS","1B","CLE",6.45
"Jose Ramirez",4200,"CLE","2B/3B","BOS",7.98
"Edwin Encarnacion",4500,"CLE","1B","BOS",8.5
"Bradley Zimmer",3600,"CLE","OF","BOS",6.92
"Carlos Santana",3900,"CLE","1B","BOS",7.7
"Giovanny Urshela",3000,"CLE","3B","BOS",5.77
"Hanley Ramirez",4100,"BOS","1B","CLE",7.32
"Eduardo Nunez",4600,"BOS","3B/OF","CLE",8.59
"Curtis Granderson",4100,"NYM","OF","NYY",7.18
"Abraham Almonte",3300,"CLE","OF","BOS",5.24
"Jose Reyes",3200,"NYM","3B/SS","NYY",6.07
"Travis d'Arnaud",3100,"NYM","C","NYY",5.84
"Michael Conforto",5300,"NYM","OF","NYY",9.76
"Jay Bruce",4200,"CLE","OF","BOS",8.35
"Jason Kipnis",3300,"CLE","2B","BOS",6.85
"Sandy Leon",3200,"BOS","C","CLE",4.88
"Roberto Perez",2500,"CLE","C","BOS",5.41
"Brock Holt",2900,"BOS","2B/OF","CLE",6.47
"Yan Gomes",2800,"CLE","C","BOS",5.65
"Austin Jackson",3000,"CLE","OF","BOS",6.28
"Jose Bautista",3700,"TOR","OF","TBR",7.58
"Kendrys Morales",3700,"TOR","1B","TBR",7.33
"Alex Avila",3800,"CHC","1B/C","CIN",6.74
"Kyle Schwarber",4000,"CHC","OF","CIN",8.19
"Billy Hamilton",4100,"CIN","OF","CHC",6.55
"Jose Peraza",3200,"CIN","2B/SS","CHC",5.4
"Joey Votto",5500,"CIN","1B","CHC",6
"Jason Heyward",3100,"CHC","OF","CIN",7.28
"Ben Zobrist",3000,"CHC","2B/OF","CIN",7.58
"Jon Jay",3400,"CHC","OF","CIN",6.62
"Kris Bryant",4900,"CHC","3B","CIN",9.61
"Javier Baez",3700,"CHC","2B/SS","CIN",6.81
