"Name","Salary","Team","Position","OppTeam","Projections"
"Chris Tillman",9900,"BAL","SP","KCR",13.73
"Nate Karns",7900,"KCR","SP","BAL",16.5
"Dylan Covey",5300,"CHW","SP","SDP",6.89
"Trevor Cahill",9300,"SDP","SP","CHW",22.68
"Robert Gsellman",5800,"NYM","SP","MIL",14.56
"Zach Davies",7700,"MIL","SP","NYM",14.14
"Sonny Gray",7400,"OAK","SP","TEX",11.96
"Nick Martinez",6700,"TEX","SP","OAK",10.41
"Daniel Norris",8400,"DET","SP","LAA",15.32
"Ricky Nolasco",8200,"LAA","SP","DET",17.01
"Tyler Anderson",6300,"COL","SP","LAD",11.4
"Alex Wood",6800,"LAD","SP","COL",11.24
"Trevor Williams",4700,"PIT","RP","ARI",9.79
"Taijuan Walker",9000,"ARI","SP","PIT",18.84
"Edinson Volquez",7500,"MIA","SP","ATL",12.78
"Julio Teheran",8600,"ATL","SP","MIA",18.98
"Marcus Stroman",9500,"TOR","SP","SEA",22.53
"Lisalverto Bonilla",5300,"CIN","SP","SFG",8.88
"Dillon Overton",4800,"SEA","SP","TOR",11.15
"Luis Severino",9100,"NYY","SP","HOU",22.1
"Chris Sale",13100,"BOS","SP","TBR",31.87
"Michael Fiers",6300,"HOU","SP","NYY",16.07
"Matt Moore",8100,"SFG","SP","CIN",20.13
"Jon Lester",10700,"CHC","SP","STL",20.68
"Nicholas Pivetta",5300,"PHI","SP","WAS",10.84
"Tanner Roark",9100,"WAS","SP","PHI",19.06
"Michael Clevinger",7500,"CLE","SP","MIN",13.23
"Jose Berrios",5500,"MIN","SP","CLE",12.36
"Carlos Martinez",10200,"STL","SP","CHC",23.2
"Blake Snell",7100,"TBR","SP","BOS",13.2
