"Name","Salary","Team","Position","OppTeam","Projections"
"Brian Goodwin",4100,"WAS","OF","ARI",6.36
"Stephen Drew",2900,"WAS","3B/SS","ARI",5.9
"Ian Desmond",4500,"COL","1B/OF","PIT",8
"Bryce Harper",5500,"WAS","OF","ARI",10.24
"Ryan Zimmerman",4200,"WAS","1B","ARI",7.07
"Anthony Rendon",4900,"WAS","3B","ARI",7.64
"Daniel Murphy",4900,"WAS","2B","ARI",9.09
"Tony Wolters",2800,"COL","C","PIT",6.47
"Trevor Story",4400,"COL","SS","PIT",7.64
"Charlie Blackmon",5700,"COL","OF","PIT",11.3
"Carlos Gonzalez",3500,"COL","OF","PIT",7.59
"Josh Bell",3900,"PIT","1B","COL",9.1
"DJ LeMahieu",4500,"COL","2B","PIT",8.34
"Nolan Arenado",5600,"COL","3B","PIT",11.15
"Mark Reynolds",4700,"COL","1B","PIT",9.93
"Gerardo Parra",4500,"COL","OF","PIT",8.93
"Chris Heisey",2800,"WAS","OF","ARI",5.22
"Matt Wieters",3000,"WAS","C","ARI",5.67
"Mitch Moreland",3500,"BOS","1B","LAA",7.09
"Dustin Pedroia",4100,"BOS","2B","LAA",8.06
"J.D. Martinez",4100,"ARI","OF","WAS",6.33
"Mookie Betts",4900,"BOS","OF","LAA",10.14
"Jackie Bradley",3500,"BOS","OF","LAA",7.59
"Xander Bogaerts",3700,"BOS","SS","LAA",8.02
"Deven Marrero",2700,"BOS","3B","LAA",5.03
"Chris Iannetta",3100,"ARI","C","WAS",4.49
"Brandon Drury",3200,"ARI","2B","WAS",4.98
"A.J. Pollock",4000,"ARI","OF","WAS",6.26
"Chris Herrmann",3000,"ARI","C/OF","WAS",4.89
"David Peralta",3900,"ARI","OF","WAS",6.47
"Paul Goldschmidt",4300,"ARI","1B","WAS",7.65
"Chris Owings",3500,"ARI","OF/SS","WAS",5.44
"Jake Lamb",4100,"ARI","3B","WAS",6.77
"Jordy Mercer",3900,"PIT","SS","COL",6.08
"Francisco Cervelli",3300,"PIT","C","COL",6.97
"Avisail Garcia",3900,"CHW","OF","KCR",6.79
"Yoan Moncada",3400,"CHW","2B/3B","KCR",5.92
"Melky Cabrera",3900,"CHW","OF","KCR",6.7
"Adam Engel",2900,"CHW","OF","KCR",4.98
"Jose Abreu",3700,"CHW","1B","KCR",8.23
"Tyler Saladino",2700,"CHW","2B/SS","KCR",5.32
"Omar Narvaez",2600,"CHW","C","KCR",4.34
"Timothy Anderson",2900,"CHW","SS","KCR",5.71
"Joe Mauer",3800,"MIN","1B","DET",6.54
"Eddie Rosario",3500,"MIN","OF","DET",6.16
"Jason Castro",2700,"MIN","C","DET",5.47
"Zachary Granite",3100,"MIN","OF","DET",5.95
"Max Kepler",3600,"MIN","OF","DET",7.6
"Eduardo Escobar",3600,"MIN","3B/SS","DET",6.04
"Jorge Polanco",2600,"MIN","SS","DET",6.18
"Robbie Grossman",3400,"MIN","OF","DET",7.46
"Matt Davidson",3300,"CHW","1B/3B","KCR",6.34
"Mike Moustakas",3600,"KCR","3B","CHW",8.82
"Starling Marte",4300,"PIT","OF","COL",9.46
"Alen Hanson",3100,"CHW","2B/OF","KCR",5.56
"Carlos Sanchez",2900,"CHW","2B","KCR",5.34
"Josh Harrison",3700,"PIT","2B/3B","COL",8.31
"Andrew McCutchen",4600,"PIT","OF","COL",9.86
"David Freese",3200,"PIT","3B","COL",7.06
"Gregory Polanco",3600,"PIT","OF","COL",8.65
"Brandon Moss",2700,"KCR","OF","CHW",5.73
"Jorge Bonifacio",3400,"KCR","OF","CHW",7.17
"Eric Hosmer",3900,"KCR","1B","CHW",8.44
"Lorenzo Cain",3600,"KCR","OF","CHW",7.81
"Salvador Perez",3600,"KCR","C","CHW",7.67
"Alex Gordon",2300,"KCR","OF","CHW",5.5
"Alcides Escobar",2800,"KCR","SS","CHW",5.29
"Whit Merrifield",3900,"KCR","2B","CHW",8.21
"Christian Vazquez",2400,"BOS","C","LAA",5.39
"Andrew Benintendi",3900,"BOS","OF","LAA",9.1
"Cody Bellinger",4900,"LAD","1B/OF","ATL",10.41
"Yasmani Grandal",3500,"LAD","C","ATL",7.52
"Yasiel Puig",4100,"LAD","OF","ATL",5.83
"Joc Pederson",3700,"LAD","OF","ATL",7.08
"Justin Turner",4600,"LAD","3B","ATL",8.15
"Carlos Asuaje",3200,"SDP","2B","SFG",5.45
"Sean Rodriguez",2300,"ATL","1B/2B","LAD",5.1
"Corey Seager",4700,"LAD","SS","ATL",8.95
"Christopher Taylor",4400,"LAD","2B/OF","ATL",8.28
"Dansby Swanson",2600,"ATL","SS","LAD",4.05
"Tyler Flowers",2700,"ATL","C","LAD",4.12
"Nick Markakis",3200,"ATL","OF","LAD",5.22
"Brandon Phillips",3600,"ATL","2B","LAD",5.38
"Kurt Suzuki",2900,"ATL","C","LAD",4.52
"Logan Forsythe",3500,"LAD","2B/3B","ATL",6.65
"Freddie Freeman",4300,"ATL","1B/3B","LAD",6.61
"Cory Spangenberg",3500,"SDP","3B/OF","SFG",5.59
"Wil Myers",3600,"SDP","1B","SFG",6.61
"Gorkys Hernandez",2400,"SFG","OF","SDP",4.34
"Brandon Crawford",3100,"SFG","SS","SDP",5.73
"Buster Posey",4000,"SFG","1B/C","SDP",6.21
"Joe Panik",3300,"SFG","2B","SDP",5.64
"Denard Span",3700,"SFG","OF","SDP",6.55
"Nick Hundley",2900,"SFG","C","SDP",4.18
"Hunter Pence",2600,"SFG","OF","SDP",5.74
"Brandon Belt",3700,"SFG","1B/OF","SDP",6.84
"Eduardo Nunez",3500,"SFG","3B/OF","SDP",6.03
"Jose Pirela",3400,"SDP","OF","SFG",5.52
"Hunter Renfroe",3200,"SDP","OF","SFG",5.45
"Jabari Blash",3200,"SDP","OF","SFG",5.14
"Hector Sanchez",2300,"SDP","C","SFG",5.38
"Franchy Cordero",2500,"SDP","OF","SFG",5.44
"Erick Aybar",2600,"SDP","SS","SFG",5.05
"Matt Kemp",3300,"ATL","OF","LAD",5.56
"Johan Camargo",3100,"ATL","3B","LAD",3.91
"Cliff Pennington",2000,"LAA","2B/3B","BOS",3.25
"Shane Robinson",2100,"LAA","OF","BOS",3.68
"Martin Maldonado",2400,"LAA","C","BOS",4.1
"Chase Headley",3400,"NYY","3B","SEA",5.86
"Clint Frazier",3600,"NYY","OF","SEA",6
"Didi Gregorius",3900,"NYY","SS","SEA",7.38
"Jacoby Ellsbury",2800,"NYY","OF","SEA",6.16
"C.J. Cron",2900,"LAA","1B","BOS",5.2
"Andrelton Simmons",3100,"LAA","SS","BOS",4.6
"Brock Holt",3000,"BOS","2B/OF","LAA",5.52
"Sandy Leon",2700,"BOS","C","LAA",5.81
"Hanley Ramirez",4000,"BOS","1B","LAA",7.13
"Kole Calhoun",3100,"LAA","OF","BOS",4.2
"Mike Trout",4600,"LAA","OF","BOS",7.79
"Yunel Escobar",2800,"LAA","3B","BOS",4.94
"Albert Pujols",3200,"LAA","1B","BOS",5.03
"Aaron Judge",5200,"NYY","OF","SEA",10.5
"Gary Sanchez",4500,"NYY","C","SEA",7.36
"Mitch Haniger",3100,"SEA","OF","NYY",5.83
"Kyle Seager",4200,"SEA","3B","NYY",5.76
"Nelson Cruz",4800,"SEA","OF","NYY",10.06
"Danny Valencia",3400,"SEA","1B","NYY",7.38
"Robinson Cano",4300,"SEA","2B","NYY",6.02
"Ender Inciarte",3500,"ATL","OF","LAD",5.46
"Guillermo Heredia",2400,"SEA","OF","NYY",5.61
"Taylor Motter",2400,"SEA","2B/SS","NYY",5.62
"Jean Segura",4400,"SEA","SS","NYY",7.61
"Brett Gardner",4200,"NYY","OF","SEA",8.77
"Matt Holliday",3600,"NYY","1B","SEA",6.81
"Starlin Castro",3200,"NYY","2B","SEA",6.08
"Todd Frazier",3700,"NYY","3B","SEA",6.45
"Benjamin Gamel",3700,"SEA","OF","NYY",5.42
"Mike Zunino",3300,"SEA","C","NYY",5.4
"Miguel Sano",4500,"MIN","3B","DET",9.63
"Brian Dozier",4500,"MIN","2B","DET",8.9
"Cesar Hernandez",3300,"PHI","2B","MIL",7.35
"Maikel Franco",3400,"PHI","3B","MIL",7.49
"Freddy Galvis",3500,"PHI","SS","MIL",6.06
"Andrew Knapp",3100,"PHI","C","MIL",5.83
"Tommy Joseph",3000,"PHI","1B","MIL",6.39
"Daniel Nava",3300,"PHI","OF","MIL",5.63
"Cam Perkins",3200,"PHI","OF","MIL",4.94
"Nick Williams",3500,"PHI","OF","MIL",7.96
"Odubel Herrera",3600,"PHI","OF","MIL",7.37
"Orlando Arcia",3400,"MIL","SS","PHI",5.45
"Ryan Braun",4200,"MIL","OF","PHI",6.97
"Domingo Santana",4200,"MIL","OF","PHI",6.02
"Keon Broxton",3000,"MIL","OF","PHI",5.4
"Travis Shaw",4100,"MIL","3B","PHI",8.96
"Manuel Pina",3000,"MIL","C","PHI",4.75
"Jonathan Villar",3800,"MIL","2B","PHI",6.38
"Drew Robinson",2500,"TEX","2B/OF","TBR",5.36
"Mike Napoli",3700,"TEX","1B","TBR",6.67
"Mallex Smith",3100,"TBR","OF","TEX",5.45
"Corey Dickerson",3800,"TBR","OF","TEX",6.46
"Robinson Chirinos",3300,"TEX","C","TBR",5.6
"Evan Longoria",3900,"TBR","3B","TEX",6.1
"Adeiny Hechavarria",2400,"TBR","SS","TEX",4.47
"Brad Miller",2800,"TBR","2B","TEX",5.62
"Logan Morrison",4000,"TBR","1B","TEX",6.59
"Adrian Beltre",3900,"TEX","3B","TBR",7.46
"Jonathan Lucroy",3100,"TEX","C","TBR",5.4
"Nomar Mazara",3800,"TEX","OF","TBR",6.64
"Carlos Gomez",3700,"TEX","OF","TBR",6.18
"Rougned Odor",3400,"TEX","2B","TBR",5.98
"Elvis Andrus",4300,"TEX","SS","TBR",6.26
"Shin-Soo Choo",3800,"TEX","OF","TBR",6.93
"Joey Gallo",3500,"TEX","1B/3B","TBR",5.64
"Eric Thames",4000,"MIL","1B/OF","PHI",7.95
"Seth Smith",3600,"BAL","OF","HOU",6.52
"Magneuris Sierra",2600,"STL","OF","CHC",5.22
"Yadier Molina",3300,"STL","C","CHC",5.31
"Dexter Fowler",3700,"STL","OF","CHC",6.18
"Thomas Pham",3900,"STL","OF","CHC",7.21
"Paul DeJong",3600,"STL","2B/SS","CHC",5.78
"Josh Reddick",4400,"HOU","OF","BAL",8.27
"Kolten Wong",2900,"STL","2B","CHC",5.63
"Matt Carpenter",4100,"STL","1B","CHC",8.21
"Jedd Gyorko",3700,"STL","3B","CHC",5.92
"Willson Contreras",4100,"CHC","C","STL",5.87
"Addison Russell",3800,"CHC","SS","STL",5.25
"Anthony Rizzo",5200,"CHC","1B","STL",8.25
"Javier Baez",3600,"CHC","2B/SS","STL",4.52
"Ian Happ",4100,"CHC","2B/OF","STL",6.13
"Kyle Schwarber",3600,"CHC","OF","STL",5.87
"Jason Heyward",3800,"CHC","OF","STL",5.97
"George Springer",5100,"HOU","OF","BAL",10.55
"Carlos Beltran",4200,"HOU","OF","BAL",8.2
"Jonathan Schoop",4000,"BAL","2B","HOU",8.72
"Mark Trumbo",3800,"BAL","OF","HOU",8.16
"Manny Machado",4700,"BAL","3B","HOU",9.52
"Trey Mancini",3800,"BAL","1B/OF","HOU",6.85
"Chris Davis",4000,"BAL","1B","HOU",8.32
"Ruben Tejada",3500,"BAL","3B/SS","HOU",4.98
"Welington Castillo",3300,"BAL","C","HOU",5.73
"Adam Jones",4100,"BAL","OF","HOU",8.11
"Marwin Gonzalez",4400,"HOU","3B/OF","BAL",8.08
"Brian McCann",3700,"HOU","C","BAL",7.9
"Jose Altuve",5100,"HOU","2B","BAL",10.59
"Alex Bregman",3700,"HOU","3B","BAL",7
"Yulieski Gurriel",4100,"HOU","1B","BAL",8.29
"Norichika Aoki",3300,"HOU","OF","BAL",5.41
"Evan Gattis",4200,"HOU","C","BAL",7.07
"Steve Souza",3700,"TBR","OF","TEX",6.07
"Wilson Ramos",3200,"TBR","C","TEX",4.88
"Yonder Alonso",3700,"OAK","1B","NYM",5.87
"Matt Chapman",2000,"OAK","3B","NYM",5.53
"Marcus Semien",3300,"OAK","SS","NYM",6.07
"Josh Phegley",2100,"OAK","C","NYM",5.76
"Jaycob Brugman",2000,"OAK","OF","NYM",3.5
"T.J. Rivera",3700,"NYM","1B/3B","OAK",5.88
"Yoenis Cespedes",3900,"NYM","OF","OAK",7.78
"Matt Joyce",3600,"OAK","OF","NYM",4.22
"Rajai Davis",3500,"OAK","OF","NYM",5.92
"Jose Peraza",3400,"CIN","2B/SS","MIA",5.74
"Scott Schebler",3500,"CIN","OF","MIA",7.15
"Eugenio Suarez",3900,"CIN","3B","MIA",6.13
"Devin Mesoraco",3200,"CIN","C","MIA",6.8
"Jed Lowrie",3100,"OAK","2B","NYM",5.74
"Khris Davis",4100,"OAK","OF","NYM",7.13
"Ryon Healy",2600,"OAK","1B/3B","NYM",6.1
"Michael Conforto",4400,"NYM","OF","OAK",8.11
"Jay Bruce",4200,"NYM","OF","OAK",8.54
"Ian Kinsler",4100,"DET","2B","MIN",6.76
"Justin Upton",4400,"DET","OF","MIN",7.34
"Nick Castellanos",3800,"DET","3B","MIN",6.61
"Miguel Cabrera",3700,"DET","1B","MIN",6.7
"Jose Iglesias",2900,"DET","SS","MIN",5.08
"Victor Martinez",3600,"DET","1B","MIN",5.99
"Alex Avila",3700,"DET","1B/C","MIN",6.09
"Alex Presley",2600,"DET","OF","MIN",5.25
"Mikie Mahtook",3400,"DET","OF","MIN",5.71
"Jose Reyes",3500,"NYM","3B/SS","OAK",6.01
"Lucas Duda",4000,"NYM","1B","OAK",7.84
"Travis d'Arnaud",3000,"NYM","C","OAK",5.2
"Asdrubal Cabrera",4000,"NYM","2B/SS","OAK",6.84
"Rene Rivera",2600,"NYM","C","OAK",4.5
"Curtis Granderson",3800,"NYM","OF","OAK",6.46
"Adam Duvall",4800,"CIN","OF","MIA",8.09
"Joey Votto",5000,"CIN","1B","MIA",10.65
"Troy Tulowitzki",3400,"TOR","SS","CLE",5.89
"Steve Pearce",4200,"TOR","OF","CLE",5.98
