"Name","Salary","Team","Position","OppTeam","Projections"
"Kenta Maeda",6000,"LAD","SP","COL",11.92
"Tyler Anderson",4900,"COL","SP","LAD",9.07
"Martin Perez",5800,"TEX","SP","OAK",15.22
"Sean Manaea",6600,"OAK","SP","TEX",13.61
"Scott Feldman",6000,"CIN","SP","STL",10.11
"Carlos Martinez",10000,"STL","SP","CIN",24.93
"Hisashi Iwakuma",8200,"SEA","SP","LAA",15.57
"Matt Shoemaker",8300,"LAA","SP","SEA",17.34
"Wei-Yin Chen",7100,"MIA","SP","NYM",12.96
"Noah Syndergaard",11800,"NYM","SP","MIA",24.53
"Clayton Richard",5300,"SDP","SP","SFG",13.37
"Johnny Cueto",11600,"SFG","SP","SDP",24.22
"Corey Kluber",10000,"CLE","SP","ARI",20.82
"Patrick Corbin",4600,"ARI","SP","CLE",13.13
"Lance McCullers",9900,"HOU","SP","KCR",24.27
"Nate Karns",7000,"KCR","SP","HOU",13.21
"Wade Miley",5600,"BAL","SP","NYY",13.3
"Julio Teheran",8700,"ATL","SP","PIT",17.55
"CC Sabathia",6600,"NYY","SP","BAL",13.2
"Jake Odorizzi",7800,"TBR","SP","TOR",16.45
"Daniel Norris",6900,"DET","SP","BOS",14.46
"Marco Estrada",8500,"TOR","SP","TBR",17.42
"Gerrit Cole",8100,"PIT","SP","ATL",19.55
"Stephen Strasburg",10600,"WAS","SP","PHI",22.89
"Ervin Santana",7500,"MIN","SP","CHW",15.55
"Jose Quintana",8800,"CHW","SP","MIN",18.98
"Zach Davies",6400,"MIL","SP","CHC",10.97
"Jake Arrieta",9600,"CHC","SP","MIL",23.92
"Jeremy Hellickson",7100,"PHI","SP","WAS",14.44
"Rick Porcello",10400,"BOS","SP","DET",17.16
