"Name","Salary","Team","Position","OppTeam","Projections"
"Jesus Aguilar",3900,"MIL","1B","MIN",6.21
"Orlando Arcia",3700,"MIL","SS","MIN",5.62
"Travis Shaw",4500,"MIL","3B","MIN",5.89
"Hernan Perez",3700,"MIL","3B/OF","MIN",7.05
"Brian Dozier",5200,"MIN","2B","MIL",7.84
"Manuel Pina",3400,"MIL","C","MIN",6.03
"Ryan Braun",4800,"MIL","OF","MIN",9.14
"Domingo Santana",4500,"MIL","OF","MIN",8.27
"Leury Garcia",3400,"CHW","OF","HOU",5.34
"Omar Narvaez",2200,"CHW","C","HOU",4.8
"Yolmer Sanchez",2600,"CHW","2B","HOU",5.48
"Keon Broxton",3700,"MIL","OF","MIN",5.89
"Eric Thames",3800,"MIL","1B/OF","MIN",5.82
"Miguel Sano",4500,"MIN","3B","MIL",7.82
"Byron Buxton",3200,"MIN","OF","MIL",5.25
"Logan Forsythe",3100,"LAD","2B/3B","ARI",5.49
"Jonathan Villar",3600,"MIL","2B","MIN",5.57
"Christopher Taylor",5100,"LAD","2B/OF","ARI",6.35
"Corey Seager",4800,"LAD","SS","ARI",7.3
"Yasmani Grandal",3500,"LAD","C","ARI",5.95
"Yasiel Puig",3700,"LAD","OF","ARI",5.36
"Joe Mauer",3500,"MIN","1B","MIL",6.38
"Jorge Polanco",3400,"MIN","SS","MIL",5.8
"Eddie Rosario",3800,"MIN","OF","MIL",6.49
"Jason Castro",2900,"MIN","C","MIL",5.47
"Max Kepler",3700,"MIN","OF","MIL",6.8
"Eduardo Escobar",3300,"MIN","3B/SS","MIL",6.26
"Robbie Grossman",3700,"MIN","OF","MIL",6.04
"Avisail Garcia",3500,"CHW","OF","HOU",6.23
"Kevan Smith",2600,"CHW","C","HOU",4.69
"Alcides Escobar",2000,"KCR","SS","STL",5.05
"Whit Merrifield",3700,"KCR","2B","STL",6.46
"Jorge Bonifacio",2800,"KCR","OF","STL",5.64
"Melky Cabrera",3500,"KCR","OF","STL",6.87
"Josh Reddick",4800,"HOU","OF","CHW",5.54
"Brandon Moss",3500,"KCR","OF","STL",5.8
"Alex Gordon",2200,"KCR","OF","STL",4.96
"Drew Butera",2000,"KCR","C","STL",4
"Randal Grichuk",3500,"STL","OF","KCR",5.86
"Dexter Fowler",3800,"STL","OF","KCR",6.03
"Mike Moustakas",4000,"KCR","3B","STL",8.21
"Lorenzo Cain",3700,"KCR","OF","STL",6.98
"Eric Hosmer",3700,"KCR","1B","STL",7.67
"Jake Marisnick",3400,"HOU","OF","CHW",5.52
"Carlos Beltran",3800,"HOU","OF","CHW",7.16
"Tyler Saladino",2500,"CHW","2B/SS","HOU",4.96
"Timothy Anderson",3200,"CHW","SS","HOU",5.36
"Nick Delmonico",2900,"CHW","OF","HOU",5.36
"Adam Engel",3200,"CHW","OF","HOU",4.89
"Jose Abreu",3400,"CHW","1B","HOU",7.5
"Yoan Moncada",3200,"CHW","2B","HOU",5.9
"Marwin Gonzalez",4700,"HOU","OF/SS","CHW",8.37
"Derek Fisher",4200,"HOU","OF","CHW",6.04
"Brian McCann",3600,"HOU","C","CHW",5.47
"Jose Altuve",5500,"HOU","2B","CHW",10.4
