"Name","Salary","Team","Position","OppTeam","Projections"
"Ian Kennedy",7500,"KCR","SP","TEX",19.24
"Nick Martinez",4000,"TEX","SP","KCR",10.49
"Mike Pelfrey",4000,"CHW","SP","CLE",10.94
"Carlos Carrasco",10900,"CLE","SP","CHW",20.77
"Lance Lynn",6000,"STL","SP","MIL",15.58
"Chase Anderson",5700,"MIL","SP","STL",13.84
"Kenta Maeda",9000,"LAD","SP","ARI",16.37
"Robbie Ray",8600,"ARI","SP","LAD",18.64
"Tyler Skaggs",8200,"LAA","SP","TOR",17.49
"Casey Lawrence",4500,"TOR","RP","LAA",9.39
"Jered Weaver",6400,"SDP","SP","MIA",12.05
"Dan Straily",7800,"MIA","SP","SDP",15.08
"Matt Moore",5800,"SFG","SP","COL",10.32
"Antonio Senzatela",4100,"COL","SP","SFG",10.24
"Jerad Eickhoff",8300,"PHI","SP","ATL",18.28
"Jaime Garcia",6800,"ATL","SP","PHI",13.23
"Jameson Taillon",9200,"PIT","SP","NYY",20.61
"Gio Gonzalez",9500,"WAS","SP","NYM",20.14
"Michael Pineda",10100,"NYY","SP","PIT",19.27
"Adalberto Mejia",5800,"MIN","SP","DET",11.08
"Cody Reed",6300,"CIN","SP","CHC",9.79
"Matt Boyd",6100,"DET","SP","MIN",13.32
"Jacob deGrom",9900,"NYM","SP","WAS",19.61
"Ariel Miranda",7200,"SEA","SP","OAK",13.99
"Steven Wright",6200,"BOS","SP","BAL",14.62
"Jayson Aquino",4000,"BAL","SP","BOS",9.63
"Blake Snell",8300,"TBR","SP","HOU",13.52
"Charlie Morton",7400,"HOU","SP","TBR",15.65
"Jharel Cotton",7800,"OAK","SP","SEA",16.44
"Jake Arrieta",10600,"CHC","SP","CIN",23.13
