"Name","Salary","Team","Position","OppTeam","Projections"
"Mike Moustakas",3200,"KCR","3B","LAA",6.87
"Alex Gordon",3800,"KCR","OF","LAA",6.57
"Willy Garcia",0,"CHW","OF","MIN",4.97
"Lorenzo Cain",4100,"KCR","OF","LAA",6.7
"Eric Hosmer",4000,"KCR","1B","LAA",7.23
"Brandon Moss",3600,"KCR","1B/OF","LAA",5.88
"Salvador Perez",3400,"KCR","C","LAA",5.03
"Leury Garcia",2800,"CHW","2B/SS","MIN",4.9
"Kevan Smith",2300,"CHW","C","MIN",4.86
"Timothy Anderson",3800,"CHW","SS","MIN",7.07
"Tyler Saladino",3600,"CHW","3B/SS","MIN",6.68
"Jose Abreu",4400,"CHW","1B","MIN",8.62
"Todd Frazier",4600,"CHW","1B/3B","MIN",8.72
"Avisail Garcia",3900,"CHW","OF","MIN",5.85
"Matt Davidson",3100,"CHW","3B","MIN",4.87
"Paulo Orlando",3200,"KCR","OF","LAA",4.94
"Alcides Escobar",3300,"KCR","SS","LAA",5.6
"Jefry Marte",3300,"LAA","1B/3B","KCR",5.07
"Martin Maldonado",2300,"LAA","C","KCR",4.31
"Rajai Davis",3500,"OAK","OF","HOU",6.7
"Mark Canha",2900,"OAK","1B/OF","HOU",5.74
"Khris Davis",3700,"OAK","OF","HOU",8.12
"Ryon Healy",3200,"OAK","1B/3B","HOU",6.95
"Danny Espinosa",2900,"LAA","2B","KCR",4.3
"Andrelton Simmons",3000,"LAA","SS","KCR",4.91
"Yunel Escobar",3100,"LAA","3B","KCR",6.54
"Raul Mondesi",2500,"KCR","2B","LAA",4.27
"Kole Calhoun",3700,"LAA","OF","KCR",5.77
"Mike Trout",5200,"LAA","OF","KCR",8.84
"Cameron Maybin",3600,"LAA","OF","KCR",5.07
"Albert Pujols",4000,"LAA","1B","KCR",6.76
"Robbie Grossman",3700,"MIN","OF","CHW",7.09
"Eddie Rosario",3600,"MIN","OF","CHW",5.6
"Dansby Swanson",3300,"ATL","SS","SDP",6.85
"Ender Inciarte",3800,"ATL","OF","SDP",6.38
"Jace Peterson",3100,"ATL","2B/3B","SDP",5.17
"Freddie Freeman",4600,"ATL","1B","SDP",9.96
"Nick Markakis",3600,"ATL","OF","SDP",6.08
"Adonis Garcia",3400,"ATL","3B","SDP",5.77
"Brandon Phillips",3500,"ATL","2B","SDP",5.4
"Shane Peterson",0,"TBR","OF","BOS",4.74
"Derek Norris",3000,"TBR","C","BOS",5.67
"Evan Longoria",4400,"TBR","3B","BOS",6.93
"Kevin Kiermaier",3700,"TBR","OF","BOS",6.17
"Brad Miller",3900,"TBR","2B","BOS",5.31
"Steve Souza",3800,"TBR","OF","BOS",6.14
"Corey Dickerson",3600,"TBR","OF","BOS",6.91
"Tim Beckham",3200,"TBR","SS","BOS",4.92
"Tyler Flowers",3000,"ATL","C","SDP",5.3
"Travis Jankowski",2700,"SDP","OF","ATL",5.64
"Max Kepler",3900,"MIN","OF","CHW",7.04
"Brian Dozier",4700,"MIN","2B","CHW",8.05
"Byron Buxton",3600,"MIN","OF","CHW",5.5
"Joe Mauer",3800,"MIN","1B","CHW",5.56
"Jason Castro",3000,"MIN","C","CHW",4.94
"Miguel Sano",4200,"MIN","3B","CHW",7.65
"Jorge Polanco",3500,"MIN","2B/3B","CHW",5.91
"Erick Aybar",2400,"SDP","SS","ATL",3.98
"Wil Myers",4100,"SDP","1B/OF","ATL",6.9
"Manuel Margot",3100,"SDP","OF","ATL",6.89
"Yangervis Solarte",3200,"SDP","2B","ATL",5.98
"Ryan Schimpf",3300,"SDP","3B","ATL",6.49
"Austin Hedges",2500,"SDP","C","ATL",5.33
"Hunter Renfroe",3000,"SDP","OF","ATL",6.03
"Josh Phegley",2900,"OAK","C","HOU",5.39
"Jed Lowrie",2700,"OAK","2B","HOU",6.59
"Jeff Mathis",2000,"ARI","C","LAD",3.69
"Chris Owings",2900,"ARI","SS","LAD",5.38
"Brandon Drury",2900,"ARI","2B","LAD",5.31
"Nick Ahmed",2100,"ARI","SS","LAD",3.68
"Daniel Descalso",2100,"ARI","2B/OF","LAD",3.15
