"Name","Salary","Team","Position","OppTeam","Projections"
"Danny Duffy",8900,"KCR","SP","NYY",15.77
"Jordan Montgomery",8100,"NYY","SP","KCR",16.78
"Julio Teheran",8800,"ATL","SP","TOR",19.07
"Marcus Stroman",11300,"TOR","SP","ATL",21.14
"Sonny Gray",7200,"OAK","SP","BOS",16.21
"Hector Velazquez",6400,"BOS","SP","OAK",13.82
"Sam Gaviglio",5100,"SEA","RP","CHW",12.19
"Dylan Covey",6100,"CHW","SP","SEA",7.75
"Hyun-Jin Ryu",9100,"LAD","SP","MIA",20.05
"Edinson Volquez",7100,"MIA","SP","LAD",12
"Jarred Cosart",4400,"SDP","SP","MIL",14.52
"Zach Davies",7700,"MIL","SP","SDP",15.09
"Dylan Bundy",9100,"BAL","SP","DET",18.94
"Ervin Santana",7400,"MIN","SP","COL",19.84
"German Marquez",5000,"COL","SP","MIN",15.68
"Tyler Glasnow",6200,"PIT","SP","WAS",14.13
"Jordan Zimmermann",5900,"DET","SP","BAL",15.82
"Nicholas Pivetta",5600,"PHI","SP","TEX",9.07
"Jon Lester",11300,"CHC","SP","CIN",22.54
"Amir Garrett",7000,"CIN","SP","CHC",13.44
"Martin Perez",6500,"TEX","SP","PHI",12.92
"Tanner Roark",8900,"WAS","SP","PIT",17.64
