"Name","Salary","Team","Position","OppTeam","Projections"
"Justin Verlander",11300,"DET","SP","LAA",24.75
"Alex Meyer",6300,"LAA","SP","DET",15.64
"Antonio Senzatela",7100,"COL","SP","LAD",13.4
"Julio Urias",6800,"LAD","SP","COL",12.75
"Kendall Graveman",7300,"OAK","SP","TEX",12.89
"A.J. Griffin",8900,"TEX","SP","OAK",16.62
"Tim Adleman",7000,"CIN","SP","SFG",13.89
"Jeff Samardzija",9200,"SFG","SP","CIN",20.62
"Michael Fiers",6600,"HOU","SP","NYY",16.07
"Luis Severino",9100,"NYY","SP","HOU",22.36
"Gio Gonzalez",9400,"WAS","SP","PHI",21.28
"Jeremy Hellickson",7600,"PHI","SP","WAS",15.75
"Ivan Nova",7500,"PIT","SP","ARI",19.13
"Robbie Ray",8800,"ARI","SP","PIT",20.45
"Adam Wainwright",6900,"STL","SP","CHC",18.67
"Jake Arrieta",10700,"CHC","SP","STL",22.13
"Justin Nicolino",4500,"MIA","SP","ATL",17.35
"Matt Andriese",7300,"TBR","SP","BOS",13.55
"R.A. Dickey",6700,"ATL","SP","MIA",14.22
"Trevor Bauer",7200,"CLE","SP","MIN",19.35
"Aaron Sanchez",8400,"TOR","SP","SEA",19.13
"Hector Santiago",7000,"MIN","SP","CLE",12.98
"Drew Pomeranz",8200,"BOS","SP","TBR",22.73
"Jacob deGrom",11000,"NYM","SP","MIL",22.86
"Kevin Gausman",8600,"BAL","SP","KCR",17.68
"Chris Young",5000,"KCR","SP","BAL",12.34
"Jose Quintana",10200,"CHW","SP","SDP",23.05
"Jered Weaver",5400,"SDP","SP","CHW",10.32
"Wily Peralta",6000,"MIL","SP","NYM",13.67
"Ariel Miranda",6800,"SEA","SP","TOR",12.43
