"Name","Salary","Team","Position","OppTeam","Projections"
"Matt Boyd",5600,"DET","SP","KCR",11.01
"Travis Wood",4900,"KCR","SP","DET",9.77
"Miguel Gonzalez",4500,"CHW","SP","LAD",9.59
"Clayton Kershaw",14000,"LAD","SP","CHW",36.18
"Sam Gaviglio",5100,"SEA","SP","HOU",8.81
"Brad Peacock",10300,"HOU","SP","SEA",21.23
"Dinelson Lamet",7000,"SDP","SP","COL",13.35
"Antonio Senzatela",7200,"COL","SP","SDP",12.67
"Michael Clevinger",9100,"CLE","SP","SFG",17.02
"Tyson Blach",6100,"SFG","SP","CLE",12.4
"Edwin Jackson",5300,"WAS","SP","LAA",9.55
"Jesse Chavez",5200,"LAA","SP","WAS",12.06
"Blake Snell",6600,"TBR","SP","OAK",13.71
"Chris Smith",4300,"OAK","SP","TBR",10.47
"Bartolo Colon",4700,"MIN","SP","NYY",6.67
"Luis Cessa",5000,"NYY","SP","MIN",14.06
"Adam Conley",5900,"MIA","SP","PHI",16.99
"Michael Wacha",9500,"STL","SP","NYM",17.21
"Vincent Velasquez",7500,"PHI","SP","MIA",15.91
"Ivan Nova",7600,"PIT","SP","MIL",17.43
"Dylan Bundy",6300,"BAL","SP","TEX",15.96
"Junior Guerra",5400,"MIL","SP","PIT",12.24
"Rafael Montero",6000,"NYM","SP","STL",10.96
"J.A. Happ",7800,"TOR","SP","BOS",16.08
"John Lackey",6200,"CHC","SP","ATL",16.22
"Sean Newcomb",6800,"ATL","SP","CHC",11.96
"Salvatore Romano",5800,"CIN","SP","ARI",10.97
"Robbie Ray",11200,"ARI","SP","CIN",25.98
"Brian Johnson",6500,"BOS","SP","TOR",13.8
"Tyson Ross",6400,"TEX","SP","BAL",11.49
