"Name","Salary","Team","Position","OppTeam","Projections"
"Randal Grichuk",4000,"STL","OF","WAS",6.83
"Thomas Pham",4300,"STL","OF","WAS",7.14
"Yadier Molina",3600,"STL","C","WAS",6.57
"Stephen Piscotty",4200,"STL","OF","WAS",7.04
"Jedd Gyorko",4200,"STL","3B","WAS",7.97
"Anthony Rendon",4800,"WAS","3B","STL",7.55
"Ryan Zimmerman",4900,"WAS","1B","STL",7.96
"Eric Fryer",2500,"STL","C","WAS",4.53
"Jose Martinez",3200,"STL","1B/OF","WAS",6.14
"Matt Carpenter",4200,"STL","1B","WAS",6.12
"Andrew Knapp",3000,"PHI","C","NYM",5.21
"Cameron Rupp",2800,"PHI","C","NYM",5.06
"Freddy Galvis",3200,"PHI","SS","NYM",5.73
"Andres Blanco",2600,"PHI","2B/3B","NYM",4.96
"Daniel Nava",3400,"PHI","OF","NYM",6.02
"Paul DeJong",3900,"STL","2B","WAS",5.77
"Cam Perkins",2700,"PHI","OF","NYM",5.12
"Daniel Murphy",5000,"WAS","2B","STL",9.55
"Michael Taylor",4500,"WAS","OF","STL",6.02
"Evan Gattis",3900,"HOU","C","NYY",6.87
"Carlos Beltran",3700,"HOU","OF","NYY",6.53
"Jose Altuve",5300,"HOU","2B","NYY",10.21
"Alex Bregman",3700,"HOU","3B","NYY",5.86
"Yulieski Gurriel",3700,"HOU","1B","NYY",6.34
"Jake Marisnick",3100,"HOU","OF","NYY",5.34
"Norichika Aoki",2700,"HOU","OF","NYY",5.25
"Marwin Gonzalez",4000,"HOU","1B/OF","NYY",7.29
"George Springer",5500,"HOU","OF","NYY",10.21
"Carlos Correa",5500,"HOU","SS","NYY",9.8
"Adam Lind",3700,"WAS","1B","STL",7
"Matt Wieters",3400,"WAS","C","STL",6.5
"Brian Goodwin",4000,"WAS","OF","STL",6.06
"Bryce Harper",5600,"WAS","OF","STL",10.5
"Jose Lobaton",2400,"WAS","C","STL",4.31
"Alex Mejia",2200,"STL","SS","WAS",4.64
"Stephen Drew",3200,"WAS","3B/SS","STL",5.02
"Tommy Joseph",3800,"PHI","1B","NYM",6.87
"Aaron Altherr",3800,"PHI","OF","NYM",6.85
"Travis Shaw",5200,"MIL","3B","MIA",9.93
"Justin Bour",3800,"MIA","1B","MIL",7.63
"Tyler Moore",3200,"MIA","1B/OF","MIL",5.04
"Eric Thames",4100,"MIL","1B/OF","MIA",8.77
"Domingo Santana",4900,"MIL","OF","MIA",7.71
"Stephen Vogt",3400,"MIL","C","MIA",5.51
"Keon Broxton",4600,"MIL","OF","MIA",5.93
"Hernan Perez",4300,"MIL","3B/OF","MIA",6.7
"J.T. Riddle",2300,"MIA","SS","MIL",5.36
"Derek Dietrich",2800,"MIA","3B","MIL",6.84
"Dee Gordon",3800,"MIA","2B","MIL",7.85
"Tommy La Stella",2600,"CHC","2B/3B","CIN",5.47
"Scooter Gennett",4800,"CIN","2B/OF","CHC",7.69
"J.T. Realmuto",3600,"MIA","C","MIL",6.11
"Christian Yelich",3700,"MIA","OF","MIL",8.59
"Marcell Ozuna",3700,"MIA","OF","MIL",7.36
"Giancarlo Stanton",4700,"MIA","OF","MIL",8.26
"Orlando Arcia",3500,"MIL","SS","MIA",5.27
"Jesus Aguilar",3800,"MIL","1B","MIA",6.39
"Travis d'Arnaud",3700,"NYM","C","PHI",5.43
"Jose Reyes",3700,"NYM","3B/SS","PHI",5.39
"Rene Rivera",3300,"NYM","C","PHI",4.73
"Wilmer Flores",3900,"NYM","1B/3B","PHI",5.88
"Yoenis Cespedes",4700,"NYM","OF","PHI",8.6
"Maikel Franco",3200,"PHI","3B","NYM",6.75
"Odubel Herrera",3000,"PHI","OF","NYM",6.22
"Asdrubal Cabrera",4200,"NYM","SS","PHI",6.97
"Lucas Duda",4600,"NYM","1B","PHI",7.24
"Jay Bruce",4900,"NYM","OF","PHI",8.61
"Jonathan Villar",4600,"MIL","2B","MIA",7.69
"Eric Sogard",4300,"MIL","2B/SS","MIA",6.56
"Manuel Pina",3700,"MIL","C","MIA",5.29
"Martin Prado",3200,"MIA","3B","MIL",4.97
"Ryan Braun",5000,"MIL","OF","MIA",7.87
"Curtis Granderson",4500,"NYM","OF","PHI",7.99
"Michael Conforto",4800,"NYM","OF","PHI",8.1
"Brian McCann",3700,"HOU","C","NYY",5.91
"Josh Reddick",4600,"HOU","OF","NYY",6.13
"Tony Wolters",2500,"COL","C","ARI",5.18
"Ian Desmond",3700,"COL","1B/OF","ARI",6.7
"Mark Reynolds",4300,"COL","1B","ARI",6.9
"Trevor Story",3400,"COL","SS","ARI",6.74
"Raimel Tapia",2900,"COL","OF","ARI",5.89
"Corey Seager",5400,"LAD","SS","SDP",7.35
"Chase Utley",3700,"LAD","1B/2B","SDP",5.77
"Jeff Mathis",2000,"ARI","C","COL",3.92
"Nolan Arenado",4600,"COL","3B","ARI",8.96
"DJ LeMahieu",3700,"COL","2B","ARI",6.53
"Chris Iannetta",3100,"ARI","C","COL",5.84
"Chris Owings",4600,"ARI","OF/SS","COL",7.36
"Chris Herrmann",3500,"ARI","C/OF","COL",6.8
"Daniel Descalso",3900,"ARI","2B/OF","COL",6.41
"Gregor Blanco",3600,"ARI","OF","COL",7.26
"Charlie Blackmon",4400,"COL","OF","ARI",8.52
"Reymond Fuentes",3100,"ARI","OF","COL",6.09
"Yasiel Puig",3900,"LAD","OF","SDP",6.98
"Yasmani Grandal",3500,"LAD","C","SDP",7.03
"Allen Cordoba",2600,"SDP","OF","LAD",5.29
"Cory Spangenberg",3100,"SDP","3B/OF","LAD",5.62
"Erick Aybar",3300,"SDP","SS","LAD",4.96
"Luis Torrens",2000,"SDP","C","LAD",4.24
"Jose Pirela",3400,"SDP","2B","LAD",6.83
"Manuel Margot",3600,"SDP","OF","LAD",6.28
"Austin Barnes",3200,"LAD","C","SDP",6.02
"Carlos Asuaje",2300,"SDP","SS","LAD",5.42
"Austin Hedges",2800,"SDP","C","LAD",5.67
"Hunter Renfroe",3900,"SDP","OF","LAD",6.5
"Logan Forsythe",3200,"LAD","2B/3B","SDP",6.97
"Christopher Taylor",4300,"LAD","2B/OF","SDP",7.99
"Cody Bellinger",5600,"LAD","1B/OF","SDP",6.06
"Enrique Hernandez",3800,"LAD","2B/OF","SDP",7.3
"Justin Turner",4700,"LAD","3B","SDP",8.35
"Wil Myers",4400,"SDP","1B","LAD",8.92
"Joc Pederson",4400,"LAD","OF","SDP",5.88
"Brandon Drury",3600,"ARI","2B","COL",6.42
"Jake Lamb",5100,"ARI","3B","COL",9.81
"Kole Calhoun",3900,"LAA","OF","SEA",6.83
"Albert Pujols",3200,"LAA","1B","SEA",6.97
"Martin Maldonado",3000,"LAA","C","SEA",5.54
"Danny Espinosa",2900,"LAA","2B","SEA",5.29
"Andrelton Simmons",4200,"LAA","SS","SEA",6.76
"Luis Valbuena",2700,"LAA","1B/3B","SEA",6.7
"Ben Revere",3200,"LAA","OF","SEA",5.1
"Eric Young",3200,"LAA","OF","SEA",5.17
"Tyler Wade",2700,"NYY","SS","HOU",4.83
"Jacoby Ellsbury",3900,"NYY","OF","HOU",6.81
"Aaron Judge",5700,"NYY","OF","HOU",10.22
"Chase Headley",3800,"NYY","3B","HOU",6.44
"Brett Gardner",4500,"NYY","OF","HOU",7.63
"Gary Sanchez",5100,"NYY","C","HOU",7.94
"Ronald Torreyes",3000,"NYY","3B/SS","HOU",4.9
"Austin Romine",2800,"NYY","C","HOU",5.43
"Didi Gregorius",4200,"NYY","SS","HOU",7.14
"Juan Graterol",2600,"LAA","C","SEA",4.79
"Yunel Escobar",4000,"LAA","3B","SEA",7.19
"Mike Zunino",3600,"SEA","C","LAA",5.85
"Robinson Cano",5000,"SEA","2B","LAA",8.68
"Benjamin Gamel",4400,"SEA","OF","LAA",6.7
"Mitch Haniger",4200,"SEA","OF","LAA",7.11
"Jean Segura",4700,"SEA","SS","LAA",7.37
"Paul Goldschmidt",5500,"ARI","1B","COL",10.2
"David Peralta",4100,"ARI","OF","COL",8.93
"Guillermo Heredia",3600,"SEA","OF","LAA",6.06
"Carlos Ruiz",2800,"SEA","C","LAA",4.67
"Jarrod Dyson",4200,"SEA","OF","LAA",6.33
"Cliff Pennington",2900,"LAA","2B/3B","SEA",4.98
"Cameron Maybin",4200,"LAA","OF","SEA",6.93
"Nelson Cruz",4700,"SEA","OF","LAA",8.49
"Kyle Seager",4200,"SEA","3B","LAA",7.66
"Danny Valencia",4000,"SEA","1B","LAA",6.06
"Taylor Motter",3400,"SEA","2B/SS","LAA",5.63
"Patrick Kivlehan",2300,"CIN","OF","CHC",4.9
"Tucker Barnhart",2900,"CIN","C","CHC",5.01
"Robinson Chirinos",3600,"TEX","C","CHW",6.09
"Delino DeShields",3800,"TEX","OF","CHW",7.08
"Jonathan Lucroy",3200,"TEX","C","CHW",7.08
"Adrian Beltre",4400,"TEX","3B","CHW",8.52
"Mike Napoli",3600,"TEX","1B","CHW",7.3
"Alex Gordon",2800,"KCR","OF","MIN",5.47
"Adam Engel",3100,"CHW","OF","TEX",4.35
"Carlos Gomez",4200,"TEX","OF","CHW",7.77
"Rougned Odor",3100,"TEX","2B","CHW",6.13
"Nomar Mazara",3700,"TEX","OF","CHW",6.13
"Matt Davidson",2800,"CHW","1B/3B","TEX",6.12
"Omar Narvaez",2100,"CHW","C","TEX",5.04
"Melky Cabrera",3600,"CHW","OF","TEX",7.63
"Carlos Sanchez",3100,"CHW","2B","TEX",6.23
"Timothy Anderson",2900,"CHW","SS","TEX",6.17
"Elvis Andrus",4900,"TEX","SS","CHW",7.66
"Kevan Smith",2500,"CHW","C","TEX",5.53
"Lorenzo Cain",3400,"KCR","OF","MIN",7.13
"Eric Hosmer",3500,"KCR","1B","MIN",7.52
"Eddie Rosario",4000,"MIN","OF","KCR",6.33
"Jorge Polanco",3200,"MIN","SS","KCR",5.3
"Jason Castro",3000,"MIN","C","KCR",5.3
"Kennys Vargas",2900,"MIN","1B","KCR",6.75
"Ramon Torres",2000,"KCR","SS","MIN",5.44
"Andrew McCutchen",4600,"PIT","OF","SFG",7.84
"Gregory Polanco",3600,"PIT","OF","SFG",6.25
"Drew Butera",2400,"KCR","C","MIN",4.46
"Robbie Grossman",3200,"MIN","OF","KCR",6.83
"Joe Mauer",3700,"MIN","1B","KCR",6.17
"Mike Moustakas",3500,"KCR","3B","MIN",7.36
"Alcides Escobar",3000,"KCR","SS","MIN",5.39
"Jorge Soler",2900,"KCR","OF","MIN",5.41
"Jorge Bonifacio",3500,"KCR","OF","MIN",5.83
"Brian Dozier",3700,"MIN","2B","KCR",9.2
"Miguel Sano",4000,"MIN","3B","KCR",8.06
"Max Kepler",3400,"MIN","OF","KCR",7.62
"Todd Frazier",3600,"CHW","3B","TEX",8.48
"Jose Abreu",4100,"CHW","1B","TEX",8.22
"Josh Donaldson",3700,"TOR","3B","BOS",6.53
"Troy Tulowitzki",3000,"TOR","SS","BOS",5.66
"Kevin Pillar",3400,"TOR","OF","BOS",5.2
"Russell Martin",2900,"TOR","C","BOS",5.56
"Steve Pearce",3000,"TOR","OF","BOS",5.25
"Deven Marrero",2700,"BOS","3B","TOR",4.74
"Sam Travis",2900,"BOS","1B","TOR",6.5
"Chris Young",3800,"BOS","OF","TOR",7.01
"Ryan Goins",2700,"TOR","2B/SS","BOS",4.47
"Darwin Barney",2400,"TOR","2B/3B","BOS",4.32
"Jackie Bradley",4100,"BOS","OF","TOR",5.9
"Xander Bogaerts",4500,"BOS","SS","TOR",8.34
"Hanley Ramirez",4300,"BOS","1B","TOR",7.85
"Sandy Leon",3400,"BOS","C","TOR",5.48
"Dustin Pedroia",3800,"BOS","2B","TOR",8.05
"Justin Smoak",3700,"TOR","1B","BOS",5.91
"Jose Bautista",3700,"TOR","OF","BOS",6.12
"Carlos Santana",4300,"CLE","1B","DET",7.75
"Francisco Lindor",4700,"CLE","SS","DET",8.82
"Mikie Mahtook",2900,"DET","OF","CLE",4.76
"Miguel Cabrera",3600,"DET","1B","CLE",8.9
"J.D. Martinez",4300,"DET","OF","CLE",8.18
"Ian Kinsler",3600,"DET","2B","CLE",7.4
"Victor Martinez",2900,"DET","1B","CLE",5.95
"Avisail Garcia",3000,"CHW","OF","TEX",8.18
"Matt den Dekker",2000,"DET","OF","CLE",5.44
"Lonnie Chisenhall",4400,"CLE","OF","DET",6.69
"Alex Avila",3400,"DET","1B/C","CLE",5.88
"Justin Upton",3800,"DET","OF","CLE",8.16
"Jason Kipnis",4400,"CLE","2B","DET",9.06
"Jose Ramirez",5300,"CLE","2B/3B","DET",8.46
"Edwin Encarnacion",4700,"CLE","1B","DET",8.67
"Bradley Zimmer",3800,"CLE","OF","DET",6.16
"Roberto Perez",3200,"CLE","C","DET",4.95
"Nick Castellanos",3400,"DET","3B","CLE",6.58
"Andrew Romine",2900,"DET","2B/OF","CLE",4.81
"Josh Bell",3800,"PIT","1B","SFG",7.12
"Josh Harrison",4300,"PIT","2B/3B","SFG",7.05
"Khris Davis",4600,"OAK","OF","ATL",8.8
"Jed Lowrie",3900,"OAK","2B","ATL",6.71
"Matt Joyce",3900,"OAK","OF","ATL",6.64
"Josh Phegley",2500,"OAK","C","ATL",5.89
"Adam Rosales",3200,"OAK","SS","ATL",5.58
"Franklin Barreto",3000,"OAK","SS","ATL",6.38
"Rajai Davis",3400,"OAK","OF","ATL",6.44
"Yonder Alonso",3800,"OAK","1B","ATL",8.44
"Ryon Healy",4000,"OAK","1B/3B","ATL",7.8
"Johan Camargo",2600,"ATL","3B","OAK",4.8
"Matt Kemp",3500,"ATL","OF","OAK",7.68
"Tyler Flowers",3600,"ATL","C","OAK",6.54
"Brandon Phillips",4000,"ATL","2B","OAK",6.6
"Ender Inciarte",3900,"ATL","OF","OAK",7.29
"Kurt Suzuki",3200,"ATL","C","OAK",5.41
"Matt Adams",4000,"ATL","1B","OAK",7.12
"Danny Santana",2900,"ATL","2B/OF","OAK",4.92
"Jaycob Brugman",2900,"OAK","OF","ATL",5.83
"Matt Olson",2700,"OAK","OF","ATL",5.88
"Joey Votto",5400,"CIN","1B","CHC",9.89
"Jose Peraza",3600,"CIN","2B","CHC",5.97
"Billy Hamilton",4500,"CIN","OF","CHC",7.88
"Eugenio Suarez",3800,"CIN","3B","CHC",7.29
"Adam Duvall",5100,"CIN","OF","CHC",7.92
"Devin Mesoraco",2900,"CIN","C","CHC",5.3
"Scott Schebler",3700,"CIN","OF","CHC",7.07
"Zack Cozart",3700,"CIN","SS","CHC",6.98
"Mark Zagunis",3000,"CHC","OF","CIN",5.16
"Albert Almora",3400,"CHC","OF","CIN",5.69
"Addison Russell",4200,"CHC","SS","CIN",6.15
"Kris Bryant",5000,"CHC","3B","CIN",8.08
"Anthony Rizzo",5300,"CHC","1B","CIN",9.83
"Willson Contreras",4000,"CHC","C","CIN",6.97
"Jon Jay",3500,"CHC","OF","CIN",6.32
"Ian Happ",4200,"CHC","2B/OF","CIN",7.21
"Javier Baez",3700,"CHC","2B/SS","CIN",5.98
"Nick Markakis",3500,"ATL","OF","OAK",6.99
"Dansby Swanson",2700,"ATL","SS","OAK",5.52
"Ryder Jones",2500,"SFG","3B","PIT",5.25
"Austin Slater",2500,"SFG","OF","PIT",6.5
"Brandon Crawford",3100,"SFG","SS","PIT",6.65
"Jose Osuna",3700,"PIT","1B/OF","SFG",6.09
"Jae-Gyun Hwang",2700,"SFG","3B","PIT",5.38
"Jonathan Schoop",3900,"BAL","2B","TBR",7.19
"Mark Trumbo",3500,"BAL","OF","TBR",7.15
"Adam Jones",3600,"BAL","OF","TBR",6.83
"Buster Posey",4400,"SFG","1B/C","PIT",8.16
"Denard Span",3700,"SFG","OF","PIT",7.18
"David Freese",3000,"PIT","3B","SFG",5.35
"Adam Frazier",4200,"PIT","OF","SFG",5.92
"Jordy Mercer",3400,"PIT","SS","SFG",6.08
"Elias Diaz",3200,"PIT","C","SFG",4.76
"Brandon Belt",3700,"SFG","1B/OF","PIT",7.91
"Joe Panik",3600,"SFG","2B","PIT",7.29
"Hunter Pence",3400,"SFG","OF","PIT",7.23
"Manny Machado",3900,"BAL","3B","TBR",8.75
"Seth Smith",3300,"BAL","OF","TBR",7.12
"Jesus Sucre",2800,"TBR","C","BAL",4.64
"Steve Souza",3700,"TBR","OF","BAL",6.83
"Tim Beckham",3100,"TBR","SS","BAL",5.74
"Mallex Smith",3600,"TBR","OF","BAL",6.66
"Adeiny Hechavarria",2400,"TBR","SS","BAL",5.57
"Shane Peterson",2100,"TBR","OF","BAL",4.64
"Wilson Ramos",3200,"TBR","C","BAL",5.75
"Logan Morrison",4500,"TBR","1B","BAL",8.07
"Evan Longoria",4200,"TBR","3B","BAL",7.33
"Caleb Joseph",2700,"BAL","C","TBR",5.04
"Hyun-Soo Kim",2200,"BAL","OF","TBR",5.8
"Trey Mancini",3900,"BAL","1B/OF","TBR",7.21
"Welington Castillo",3000,"BAL","C","TBR",5.91
"Paul Janish",2200,"BAL","3B/SS","TBR",4.8
"Corey Dickerson",4600,"TBR","OF","BAL",8.1
"Colby Rasmus",3100,"TBR","OF","BAL",5.93
"Mookie Betts",5400,"BOS","OF","TOR",10.04
