"Name","Salary","Team","Position","OppTeam","Projections"
"Carlos Sanchez",3300,"CHW","2B","NYY",5.52
"Timothy Anderson",3000,"CHW","SS","NYY",6.6
"Omar Narvaez",2300,"CHW","C","NYY",4.78
"Adam Engel",3000,"CHW","OF","NYY",6.83
"Matt Davidson",3900,"CHW","1B/3B","NYY",6.35
"Avisail Garcia",4200,"CHW","OF","NYY",6.78
"Alen Hanson",3300,"CHW","2B","NYY",4.52
"Melky Cabrera",3300,"CHW","OF","NYY",6.72
"Jose Abreu",4400,"CHW","1B","NYY",8.45
"Todd Frazier",4100,"CHW","3B","NYY",7.98
"Kevan Smith",2500,"CHW","C","NYY",4.59
"Gary Sanchez",5000,"NYY","C","CHW",8.19
"Didi Gregorius",3900,"NYY","SS","CHW",6.41
"Chase Headley",3200,"NYY","3B","CHW",5.78
"Austin Romine",2700,"NYY","C","CHW",4.65
"Starlin Castro",3800,"NYY","2B","CHW",6.9
"Matt Holliday",4300,"NYY","1B","CHW",7.59
"Brett Gardner",4600,"NYY","OF","CHW",6.58
"Mason Williams",3200,"NYY","OF","CHW",5.99
"Aaron Judge",5600,"NYY","OF","CHW",9.95
"Robbie Grossman",3300,"MIN","OF","BOS",4.93
"Jason Castro",2500,"MIN","C","BOS",4.26
"Sandy Leon",3500,"BOS","C","MIN",4.83
"Deven Marrero",2400,"BOS","3B","MIN",5.3
"Dustin Pedroia",3600,"BOS","2B","MIN",6.89
"Hanley Ramirez",3600,"BOS","1B","MIN",7.32
"Jackie Bradley",3900,"BOS","OF","MIN",6.81
"Chris Young",3300,"BOS","OF","MIN",5.41
"Andrew Benintendi",4100,"BOS","OF","MIN",8.03
"Xander Bogaerts",5100,"BOS","SS","MIN",7.37
"Mitch Moreland",3400,"BOS","1B","MIN",6.9
"Jorge Polanco",3400,"MIN","SS","BOS",5.31
"Joe Mauer",3600,"MIN","1B","BOS",4.67
"Byron Buxton",3100,"MIN","OF","BOS",5.58
"Chris Gimenez",3200,"MIN","C","BOS",4.5
"Brian Dozier",3700,"MIN","2B","BOS",6.7
"Eddie Rosario",3600,"MIN","OF","BOS",5.13
"Eduardo Escobar",3400,"MIN","3B/SS","BOS",4.75
"Miguel Sano",3800,"MIN","3B","BOS",6.5
"Max Kepler",3300,"MIN","OF","BOS",4.94
"Kennys Vargas",3400,"MIN","1B","BOS",4.82
"Ronald Torreyes",2700,"NYY","3B/SS","CHW",6.07
"Tyler Austin",3200,"NYY","OF","CHW",6.01
"Danny Espinosa",3100,"LAA","2B","LAD",5.79
"C.J. Cron",3300,"LAA","1B","LAD",6.05
"Juan Graterol",2200,"LAA","C","LAD",4.25
"Christopher Taylor",4200,"LAD","2B/OF","LAA",6.54
"Martin Maldonado",3500,"LAA","C","LAD",4.72
"Eric Young",3800,"LAA","OF","LAD",6.81
"Yunel Escobar",3600,"LAA","3B","LAD",5.26
"Luis Valbuena",3500,"LAA","1B/3B","LAD",6.25
"Andrelton Simmons",3800,"LAA","SS","LAD",5.1
"Corey Seager",5200,"LAD","SS","LAA",8.68
"Justin Turner",4600,"LAD","3B","LAA",7.71
"Joc Pederson",4300,"LAD","OF","LAA",7.25
"Yasiel Puig",3700,"LAD","OF","LAA",6.6
"Chase Utley",3300,"LAD","1B/2B","LAA",5.82
"Cliff Pennington",2900,"LAA","2B/3B","LAD",4.68
"Enrique Hernandez",3800,"LAD","2B/OF","LAA",5.31
"Cody Bellinger",5500,"LAD","1B/OF","LAA",9.77
"Franklin Gutierrez",3300,"LAD","OF","LAA",5.23
"Logan Forsythe",3400,"LAD","2B/3B","LAA",6.38
"Yasmani Grandal",4000,"LAD","C","LAA",6.62
"Albert Pujols",3600,"LAA","1B","LAD",7.76
"Kole Calhoun",3500,"LAA","OF","LAD",5.8
"Carlos Gonzalez",3500,"COL","OF","SFG",7.4
"Trevor Story",3500,"COL","SS","SFG",6.89
"Tom Murphy",2700,"COL","C","SFG",5.36
"Tony Wolters",2500,"COL","C","SFG",5.25
"Ian Desmond",4000,"COL","1B/OF","SFG",6.99
"Mark Reynolds",3700,"COL","1B","SFG",6.77
"Charlie Blackmon",5200,"COL","OF","SFG",8.02
"DJ LeMahieu",3400,"COL","2B","SFG",6.68
"Nolan Arenado",5100,"COL","3B","SFG",8.6
"Denard Span",3600,"SFG","OF","COL",6.71
"Joe Panik",3800,"SFG","2B","COL",6.22
"Kelby Tomlinson",2900,"SFG","3B/SS","COL",4.98
"Ryder Jones",2000,"SFG","3B","COL",5.78
"Cameron Maybin",4200,"LAA","OF","LAD",6.26
"Austin Slater",2900,"SFG","OF","COL",5.02
"Brandon Belt",3600,"SFG","1B/OF","COL",5.7
"Brandon Crawford",3000,"SFG","SS","COL",6.73
"Buster Posey",3900,"SFG","1B/C","COL",6.76
"Hunter Pence",3200,"SFG","OF","COL",6.23
"Mookie Betts",5200,"BOS","OF","MIN",8.8
"Lonnie Chisenhall",4300,"CLE","OF","TEX",5.48
"Tucker Barnhart",2600,"CIN","C","STL",4.45
"Jesse Winker",2800,"CIN","OF","STL",5.65
"Devin Mesoraco",3300,"CIN","C","STL",5.43
"Matt Carpenter",4000,"STL","1B","CIN",7.41
"Jose Peraza",2900,"CIN","2B","STL",6.05
"Eugenio Suarez",3600,"CIN","3B","STL",5.83
"Joey Votto",4800,"CIN","1B","STL",8.52
"Adam Duvall",4600,"CIN","OF","STL",6.73
"Scott Schebler",4500,"CIN","OF","STL",5.83
"Randal Grichuk",3700,"STL","OF","CIN",5.6
"Stephen Piscotty",4300,"STL","OF","CIN",5.91
"Jose Martinez",3100,"STL","1B/OF","CIN",5.36
"Greg Garcia",2400,"STL","2B/3B","CIN",5.54
"Anthony Rizzo",4800,"CHC","1B","WAS",7.71
"Kris Bryant",4700,"CHC","3B","WAS",7.96
"Paul DeJong",3700,"STL","2B","CIN",5.63
"Aledmys Diaz",3600,"STL","SS","CIN",6.52
"Jedd Gyorko",4200,"STL","3B","CIN",7.68
"Yadier Molina",3900,"STL","C","CIN",5.54
"Thomas Pham",4400,"STL","OF","CIN",6.46
"Scooter Gennett",4400,"CIN","2B/OF","STL",6.83
"Billy Hamilton",3800,"CIN","OF","STL",8.34
"Jeff Mathis",2100,"ARI","C","PHI",4.55
"Nick Ahmed",3900,"ARI","SS","PHI",6.28
"Chris Owings",5000,"ARI","OF/SS","PHI",6.2
"Chris Herrmann",3800,"ARI","C/OF","PHI",5.33
"Daniel Descalso",3600,"ARI","2B/OF","PHI",5.58
"Brandon Drury",4600,"ARI","2B","PHI",7.49
"David Peralta",5200,"ARI","OF","PHI",8.34
"Paul Goldschmidt",5800,"ARI","1B","PHI",11.79
"Jake Lamb",5300,"ARI","3B","PHI",9.31
"Odubel Herrera",3400,"PHI","OF","ARI",6.28
"Howie Kendrick",3400,"PHI","2B/OF","ARI",6.21
"Freddy Galvis",2700,"PHI","SS","ARI",5.65
"Andrew Knapp",2900,"PHI","C","ARI",4.56
"Cam Perkins",2900,"PHI","OF","ARI",5.8
"Cameron Rupp",2900,"PHI","C","ARI",4.99
"Daniel Nava",2900,"PHI","OF","ARI",5.42
"Aaron Altherr",3300,"PHI","OF","ARI",6.55
"Tommy Joseph",3500,"PHI","1B","ARI",6.14
"Maikel Franco",3100,"PHI","3B","ARI",6.66
"Javier Baez",3600,"CHC","2B/SS","WAS",7.42
"Addison Russell",3900,"CHC","SS","WAS",6.02
"Erik Gonzalez",3000,"CLE","2B/SS","TEX",5.17
"Francisco Lindor",4600,"CLE","SS","TEX",7.66
"Yan Gomes",2900,"CLE","C","TEX",5.33
"Shin-Soo Choo",3600,"TEX","OF","CLE",6.22
"Roberto Perez",2700,"CLE","C","TEX",4.76
"Bradley Zimmer",3900,"CLE","OF","TEX",5.39
"Edwin Encarnacion",4700,"CLE","1B","TEX",7.83
"Carlos Santana",3600,"CLE","1B","TEX",7.25
"Austin Jackson",3400,"CLE","OF","TEX",6.36
"Elvis Andrus",4000,"TEX","SS","CLE",6.17
