"Name","Salary","Team","Position","OppTeam","Projections"
"Patrick Corbin",5200,"ARI","SP","COL",9.69
"Tyler Anderson",5000,"COL","SP","ARI",10.39
"Brett Anderson",6900,"CHC","SP","NYY",14.53
"Jordan Montgomery",7000,"NYY","SP","CHC",13.36
"Tyson Blach",5800,"SFG","SP","CIN",14.81
"Amir Garrett",7100,"CIN","SP","SFG",16.1
"Clayton Richard",6100,"SDP","SP","LAD",13.94
"Clayton Kershaw",14200,"LAD","SP","SDP",30.03
"Chase De Jong",6200,"SEA","SP","TEX",11.46
"Martin Perez",6700,"TEX","SP","SEA",10.99
"J.C. Ramirez",6800,"LAA","SP","HOU",16.18
"Lance McCullers",11400,"HOU","SP","LAA",22.94
"Jordan Zimmermann",6300,"DET","SP","OAK",13.79
"Jesse Hahn",7600,"OAK","SP","DET",14.09
"Odrisamer Despaigne",4400,"MIA","RP","NYM",8.18
"Robert Gsellman",6600,"NYM","SP","MIA",13.53
"Jason Vargas",7600,"KCR","SP","CLE",19.18
"Dylan Covey",4500,"CHW","SP","BAL",8.85
"Josh Tomlin",7700,"CLE","SP","KCR",12.35
"Jake Odorizzi",7900,"TBR","SP","TOR",17.66
"Nick Tepesch",5000,"MIN","SP","BOS",10.35
"Marco Estrada",10000,"TOR","SP","TBR",16.87
"Dylan Bundy",8400,"BAL","SP","CHW",20.68
"Matt Garza",6400,"MIL","SP","PIT",12.41
"Mike Leake",8200,"STL","SP","ATL",18.65
"Julio Teheran",8600,"ATL","SP","STL",20.32
"Vincent Velasquez",8100,"PHI","SP","WAS",17.31
"A.J. Cole",5400,"WAS","SP","PHI",14.39
"Gerrit Cole",9600,"PIT","SP","MIL",20.73
"Rick Porcello",11000,"BOS","SP","MIN",20.51
