"Name","Salary","Team","Position","OppTeam","Projections"
"Mike Napoli",4400,"TEX","1B","BAL",7.11
"Adrian Beltre",4900,"TEX","3B","BAL",8.84
"Robinson Chirinos",3500,"TEX","C","BAL",5.87
"Delino DeShields",4000,"TEX","OF","BAL",5.68
"Carlos Gomez",4200,"TEX","OF","BAL",7.29
"Brian Dozier",3700,"MIN","2B","OAK",7.95
"Robbie Grossman",2900,"MIN","OF","OAK",6.69
"Miguel Sano",3900,"MIN","3B","OAK",8.23
"Max Kepler",3600,"MIN","OF","OAK",7
"Joey Gallo",4000,"TEX","1B/3B","BAL",5.97
"Shin-Soo Choo",4500,"TEX","OF","BAL",6.66
"Ruben Tejada",3300,"BAL","3B/SS","TEX",5.01
"Welington Castillo",3400,"BAL","C","TEX",6.72
"Caleb Joseph",3300,"BAL","C","TEX",5.28
"Chris Davis",4700,"BAL","1B","TEX",6.89
"Elvis Andrus",5200,"TEX","SS","BAL",7.88
"Jonathan Lucroy",3200,"TEX","C","BAL",6.66
"Rougned Odor",4300,"TEX","2B","BAL",5.98
"Nomar Mazara",4700,"TEX","OF","BAL",6.37
"Jason Castro",3100,"MIN","C","OAK",5.18
"Jorge Polanco",2000,"MIN","SS","OAK",5.57
"Rajai Davis",3700,"OAK","OF","MIN",7.05
"Yonder Alonso",3900,"OAK","1B","MIN",8.7
"Adam Rosales",2300,"OAK","SS","MIN",5.09
"Khris Davis",4700,"OAK","OF","MIN",9.62
"Franklin Barreto",2000,"OAK","2B/SS","MIN",5.12
"Jaycob Brugman",2400,"OAK","OF","MIN",5.17
"Bruce Maxwell",2700,"OAK","C","MIN",6.09
"Matt Chapman",2900,"OAK","3B","MIN",6.45
"Marcus Semien",4200,"OAK","SS","MIN",6.89
"Jed Lowrie",3600,"OAK","2B","MIN",7.06
"Matt Joyce",3300,"OAK","OF","MIN",7.18
"Chris Gimenez",2200,"MIN","C","OAK",4.98
"Eduardo Escobar",3200,"MIN","3B/SS","OAK",5.99
"Eddie Rosario",3700,"MIN","OF","OAK",5.97
"Ehire Adrianza",2300,"MIN","2B/SS","OAK",5.31
"Kennys Vargas",3000,"MIN","1B","OAK",6.33
"Ryon Healy",3500,"OAK","1B/3B","MIN",7.77
"Zachary Granite",2000,"MIN","OF","OAK",5.25
"Joe Mauer",3600,"MIN","1B","OAK",5.82
"Joey Rickard",3400,"BAL","OF","TEX",5.78
"Trey Mancini",4000,"BAL","1B/OF","TEX",7.46
"Paul Goldschmidt",4800,"ARI","1B","STL",9.67
"David Peralta",4000,"ARI","OF","STL",7.63
"Jett Bandy",2500,"MIL","C","CHC",5.14
"Lewis Brinson",2900,"MIL","OF","CHC",4.84
"Jake Lamb",4400,"ARI","3B","STL",8.45
"Brandon Drury",3100,"ARI","2B","STL",5.89
"Chris Iannetta",3200,"ARI","C","STL",5.38
"Chris Owings",3200,"ARI","OF/SS","STL",6.34
"Chris Herrmann",3000,"ARI","C/OF","STL",5.75
"Eric Sogard",3200,"MIL","2B/SS","CHC",6.58
