"Name","Salary","Team","Position","OppTeam","Projections"
"Byron Buxton",2400,"MIN","OF","KCR",5.39
"Chris Gimenez",2900,"MIN","C","KCR",4.57
"Eduardo Escobar",3500,"MIN","3B/SS","KCR",5.82
"Kennys Vargas",3000,"MIN","1B","KCR",7.08
"Martin Maldonado",2900,"LAA","C","SEA",5.52
"Danny Espinosa",2900,"LAA","2B","SEA",4.76
"Kole Calhoun",3600,"LAA","OF","SEA",5.82
"Albert Pujols",3300,"LAA","1B","SEA",6.92
"Eddie Rosario",3800,"MIN","OF","KCR",6.37
"Jorge Polanco",3100,"MIN","SS","KCR",6.68
"Brian Dozier",3900,"MIN","2B","KCR",9.87
"Ramon Torres",2100,"KCR","SS","MIN",6
"Brandon Moss",2800,"KCR","OF","MIN",4.7
"Max Kepler",3500,"MIN","OF","KCR",7.19
"Miguel Sano",4400,"MIN","3B","KCR",9.5
"Jason Castro",3000,"MIN","C","KCR",5.63
"Robbie Grossman",3500,"MIN","OF","KCR",6.5
"Joe Mauer",3800,"MIN","1B","KCR",6.48
"Andrelton Simmons",4300,"LAA","SS","SEA",6.11
"Eric Young",3300,"LAA","OF","SEA",4.82
"Guillermo Heredia",3800,"SEA","OF","LAA",5.69
"Carlos Ruiz",3000,"SEA","C","LAA",3.93
"Danny Valencia",4100,"SEA","1B","LAA",5.75
"Benjamin Gamel",4500,"SEA","OF","LAA",7.72
"Robinson Cano",5200,"SEA","2B","LAA",8.87
"Jean Segura",4800,"SEA","SS","LAA",7.29
"Mitch Haniger",4300,"SEA","OF","LAA",7.32
"Mike Zunino",3600,"SEA","C","LAA",5.53
"Taylor Motter",3600,"SEA","2B/SS","LAA",5.82
"Kyle Seager",4500,"SEA","3B","LAA",7.78
"Juan Graterol",2400,"LAA","C","SEA",3.63
"Luis Valbuena",2600,"LAA","1B/3B","SEA",6.01
"Ben Revere",3000,"LAA","OF","SEA",4.74
"Yunel Escobar",3600,"LAA","3B","SEA",6.15
"Cameron Maybin",4300,"LAA","OF","SEA",6.31
"Nelson Cruz",4700,"SEA","OF","LAA",8.9
"Jarrod Dyson",4400,"SEA","OF","LAA",6.2
"Cliff Pennington",2700,"LAA","2B/3B","SEA",4.25
"Jorge Bonifacio",4000,"KCR","OF","MIN",6.66
"Mike Moustakas",4400,"KCR","3B","MIN",5.83
"Giancarlo Stanton",4400,"MIA","OF","MIL",8.12
"Christian Yelich",3600,"MIA","OF","MIL",8.42
"J.T. Realmuto",3800,"MIA","C","MIL",6.04
"Marcell Ozuna",3600,"MIA","OF","MIL",6.81
"Derek Dietrich",2800,"MIA","3B","MIL",6.94
"Justin Bour",3800,"MIA","1B","MIL",7.73
"Tyler Moore",3200,"MIA","1B/OF","MIL",4.56
"J.T. Riddle",2600,"MIA","SS","MIL",5.02
"Dee Gordon",3600,"MIA","2B","MIL",7.55
"Clint Frazier",2900,"NYY","OF","HOU",4.97
"Gary Sanchez",4900,"NYY","C","HOU",8.03
"Aaron Judge",5600,"NYY","OF","HOU",10.17
"Chase Headley",3600,"NYY","3B","HOU",6.89
"Ronald Torreyes",3200,"NYY","3B/SS","HOU",5.05
"Didi Gregorius",4100,"NYY","SS","HOU",7.31
"Tyler Wade",2700,"NYY","SS","HOU",4.96
"Jacoby Ellsbury",3800,"NYY","OF","HOU",7.34
"Austin Romine",2900,"NYY","C","HOU",4.98
"Martin Prado",3200,"MIA","3B","MIL",3.83
"Travis Shaw",4900,"MIL","3B","MIA",10.01
"Lorenzo Cain",3900,"KCR","OF","MIN",7.6
"Alex Gordon",3000,"KCR","OF","MIN",5.28
"Ryan Braun",4600,"MIL","OF","MIA",9.43
"Eric Hosmer",4300,"KCR","1B","MIN",6.8
"Salvador Perez",4000,"KCR","C","MIN",7.27
"Whit Merrifield",3700,"KCR","2B","MIN",7.26
"Alcides Escobar",2900,"KCR","SS","MIN",5.19
"Jorge Soler",3000,"KCR","OF","MIN",6.16
"Jonathan Villar",4200,"MIL","2B","MIA",7.66
"Eric Sogard",3800,"MIL","2B/SS","MIA",6.7
"Hernan Perez",3900,"MIL","3B/OF","MIA",6.37
"Domingo Santana",4300,"MIL","OF","MIA",7.27
"Eric Thames",3700,"MIL","1B/OF","MIA",9.11
"Keon Broxton",4300,"MIL","OF","MIA",5.46
"Stephen Vogt",3700,"MIL","C","MIA",6
"Manuel Pina",3400,"MIL","C","MIA",5.38
"Jesus Aguilar",3600,"MIL","1B","MIA",6.56
"Orlando Arcia",3100,"MIL","SS","MIA",5.5
"Dansby Swanson",2700,"ATL","SS","OAK",5.45
