"Name","Salary","Team","Position","OppTeam","Projections"
"Max Kepler",3800,"MIN","OF","LAA",7.48
"Brian Dozier",4100,"MIN","2B","LAA",8.07
"Yunel Escobar",3800,"LAA","3B","MIN",7.12
"Miguel Sano",4600,"MIN","3B","LAA",7.47
"Joe Mauer",4300,"MIN","1B","LAA",5.69
"Jason Castro",3000,"MIN","C","LAA",5.49
"Robbie Grossman",3900,"MIN","OF","LAA",6.78
"Jefry Marte",3300,"LAA","1B","MIN",6.03
"Juan Graterol",2300,"LAA","C","MIN",5.22
"Danny Espinosa",2900,"LAA","2B","MIN",5.14
"Kole Calhoun",3300,"LAA","OF","MIN",7.12
"Albert Pujols",3800,"LAA","1B","MIN",7.26
"Andrelton Simmons",3600,"LAA","SS","MIN",6.45
"Eric Young",2200,"LAA","OF","MIN",4.65
"Luis Valbuena",3000,"LAA","1B/3B","MIN",6.6
"Ben Revere",2700,"LAA","OF","MIN",4.97
"Jorge Polanco",3100,"MIN","SS","LAA",5.63
"Eddie Rosario",3500,"MIN","OF","LAA",5.3
"Rajai Davis",3000,"OAK","OF","WAS",6.32
"Yonder Alonso",4000,"OAK","1B","WAS",7.75
"Adam Rosales",2100,"OAK","SS","WAS",5.44
"Stephen Vogt",2700,"OAK","C","WAS",6.63
"Mark Canha",2700,"OAK","OF","WAS",6.06
"Anthony Rendon",4300,"WAS","3B","OAK",6.79
"Ryan Zimmerman",4900,"WAS","1B","OAK",8.76
"Trevor Plouffe",2500,"OAK","3B","WAS",6.28
"Chad Pinder",2900,"OAK","2B/SS","WAS",5.89
"Byron Buxton",3000,"MIN","OF","LAA",5.16
"Chris Gimenez",2400,"MIN","C","LAA",4.66
"Eduardo Escobar",2600,"MIN","3B/SS","LAA",4.86
"Ryon Healy",3200,"OAK","1B/3B","WAS",6.54
"Matt Joyce",3100,"OAK","OF","WAS",6.64
"Khris Davis",3700,"OAK","OF","WAS",8.03
"Jed Lowrie",3100,"OAK","2B","WAS",6.42
"Martin Maldonado",2700,"LAA","C","MIN",5.65
"Adrian Beltre",4300,"TEX","3B","HOU",7.09
"Carlos Correa",5600,"HOU","SS","TEX",10.35
"Bradley Zimmer",3500,"CLE","OF","KCR",5.35
"Roberto Perez",2400,"CLE","C","KCR",5.12
"George Springer",5700,"HOU","OF","TEX",10.4
"Josh Reddick",4400,"HOU","OF","TEX",5.98
"Carlos Beltran",4800,"HOU","OF","TEX",7.5
"Jose Altuve",5400,"HOU","2B","TEX",10.92
"Drew Butera",2400,"KCR","C","CLE",4.59
"Brandon Moss",3300,"KCR","OF","CLE",5.81
"Eric Hosmer",3800,"KCR","1B","CLE",7.18
"Lorenzo Cain",3300,"KCR","OF","CLE",6.72
"Alex Gordon",2100,"KCR","OF","CLE",5.28
"Alcides Escobar",2300,"KCR","SS","CLE",5.16
"Whit Merrifield",4200,"KCR","2B","CLE",5.43
"Jorge Bonifacio",3600,"KCR","OF","CLE",5.06
"Mike Moustakas",4100,"KCR","3B","CLE",7.11
"Evan Gattis",4600,"HOU","C","TEX",7.87
"Alex Bregman",4600,"HOU","3B","TEX",6.17
"Shin-Soo Choo",4700,"TEX","OF","HOU",7.25
"Jonathan Lucroy",3100,"TEX","C","HOU",6.66
"Rougned Odor",3100,"TEX","2B","HOU",7.79
"Joey Gallo",4800,"TEX","3B","HOU",7.32
"Delino DeShields",3200,"TEX","OF","HOU",5.91
"Jared Hoying",3000,"TEX","OF","HOU",5.96
"Robinson Chirinos",3300,"TEX","C","HOU",5.41
"Mike Napoli",3500,"TEX","1B","HOU",6.61
"Nomar Mazara",4600,"TEX","OF","HOU",7.79
"Marwin Gonzalez",4800,"HOU","3B/OF","TEX",6.54
"Yulieski Gurriel",3700,"HOU","1B","TEX",6.64
"Norichika Aoki",3400,"HOU","OF","TEX",5.23
"Jake Marisnick",3400,"HOU","OF","TEX",5.46
"Elvis Andrus",4900,"TEX","SS","HOU",6.66
"Brian McCann",3700,"HOU","C","TEX",5.88
"Daniel Murphy",4500,"WAS","2B","OAK",9.07
"Michael Taylor",3500,"WAS","OF","OAK",5.63
"Chase d'Arnaud",2900,"SDP","3B/OF","COL",4.89
"Franchy Cordero",2400,"SDP","OF","COL",6.17
"Allen Cordoba",3200,"SDP","OF/SS","COL",6.35
"Anthony Rizzo",4500,"CHC","1B","STL",9.57
"Kyle Schwarber",3600,"CHC","OF","STL",6.31
"Ben Zobrist",4000,"CHC","2B/OF","STL",6.61
"Kris Bryant",4600,"CHC","3B","STL",9.21
"Cory Spangenberg",2800,"SDP","3B/OF","COL",6.12
