"Name","Salary","Team","Position","OppTeam","Projections"
"Chris Archer",9600,"TBR","SP","HOU",19.54
"Michael Fiers",8500,"HOU","SP","TBR",19.76
"Mike Pelfrey",4700,"CHW","SP","TOR",7.29
"Marcus Stroman",11000,"TOR","SP","CHW",19.26
"Patrick Corbin",7100,"ARI","SP","CHC",14.42
"Jon Lester",9500,"CHC","SP","ARI",19.39
"Steven Matz",5500,"NYM","SP","COL",9.15
"Jeff Hoffman",5400,"COL","SP","NYM",9.47
"Jose Berrios",7700,"MIN","SP","SDP",20.74
"Jhoulys Chacin",7300,"SDP","SP","MIN",17.36
"Ricky Nolasco",6000,"LAA","SP","PHI",16.02
"Aaron Nola",9100,"PHI","SP","LAA",21.37
"Jeff Samardzija",8400,"SFG","SP","OAK",17.66
"Sean Manaea",7900,"OAK","SP","SFG",19.38
"Nick Martinez",4000,"TEX","SP","SEA",8.69
"Erasmo Ramirez",4800,"SEA","SP","TEX",8.31
"Anibal Sanchez",4900,"DET","SP","NYY",10.93
"Max Scherzer",13200,"WAS","SP","MIA",30.57
"CC Sabathia",7500,"NYY","SP","DET",15.98
"Homer Bailey",4200,"CIN","SP","PIT",9.47
"Dylan Bundy",6200,"BAL","SP","KCR",15.6
"Jameson Taillon",8000,"PIT","SP","CIN",20.75
"Chris O'Grady",4500,"MIA","SP","WAS",12.85
"Chris Sale",13000,"BOS","SP","CLE",29.41
"Carlos Martinez",8800,"STL","SP","MIL",19.87
"Jimmy Nelson",7800,"MIL","SP","STL",19.53
"Lucas Sims",4600,"ATL","SP","LAD",10.03
"Kenta Maeda",7200,"LAD","SP","ATL",17.05
"Carlos Carrasco",9800,"CLE","SP","BOS",21.47
"Ian Kennedy",6500,"KCR","SP","BAL",14.41
