"Name","Salary","Team","Position","OppTeam","Projections"
"James Paxton",8700,"SEA","SP","LAA",21.33
"Jesse Chavez",5300,"LAA","SP","SEA",18.16
"Travis Wood",4500,"KCR","SP","MIN",11.56
"Hector Santiago",4600,"MIN","SP","KCR",12.13
"Dan Straily",7900,"MIA","SP","MIL",17.13
"Junior Guerra",6500,"MIL","SP","MIA",15.01
"Julio Teheran",7400,"ATL","SP","OAK",18.33
"Sean Manaea",8000,"OAK","SP","ATL",20.91
"Max Scherzer",13500,"WAS","SP","STL",28.95
"Carlos Martinez",10900,"STL","SP","WAS",25.51
"Jhoulys Chacin",6400,"SDP","SP","LAD",14.54
"Kenta Maeda",9200,"LAD","SP","SDP",23.63
"German Marquez",6000,"COL","SP","ARI",13.86
"Taijuan Walker",6200,"ARI","SP","COL",17.56
"Michael Fiers",7600,"HOU","SP","NYY",17.75
"Luis Severino",9900,"NYY","SP","HOU",20.5
"Tim Adleman",5900,"CIN","SP","CHC",13.63
"Michael Clevinger",7100,"CLE","SP","DET",14
"Jake Arrieta",7500,"CHC","SP","CIN",20.58
"Rafael Montero",6900,"NYM","SP","PHI",15.69
"Joseph Biagini",5300,"TOR","SP","BOS",15.23
"Nicholas Pivetta",6700,"PHI","SP","NYM",12.93
"Justin Verlander",8700,"DET","SP","CLE",23.41
"Alex Cobb",8200,"TBR","SP","BAL",16.84
"Tyson Ross",7300,"TEX","SP","CHW",14.46
"Jose Quintana",10700,"CHW","SP","TEX",17.84
"Trevor Williams",6300,"PIT","SP","SFG",15.67
"Jeff Samardzija",9600,"SFG","SP","PIT",23.97
"Kevin Gausman",6800,"BAL","SP","TBR",15.49
"Drew Pomeranz",9000,"BOS","SP","TOR",20.11
