"Name","Salary","Team","Position","OppTeam","Projections"
"Sean Newcomb",6700,"ATL","SP","COL",8.18
"Kyle Freeland",6200,"COL","SP","ATL",12.49
"Bartolo Colon",5800,"MIN","SP","CLE",10.76
"Danny Salazar",12200,"CLE","SP","MIN",22.76
"Luis Castillo",8100,"CIN","SP","CHC",16.04
"Kyle Hendricks",7700,"CHC","SP","CIN",17.14
"Jason Hammel",6600,"KCR","SP","OAK",16.86
"Chris Smith",5100,"OAK","SP","KCR",10.55
"Wade Miley",6900,"BAL","SP","SEA",12
"Andrew Albers",0,"SEA","SP","BAL",10.41
"Alex Wood",9600,"LAD","SP","CHW",24.38
"Miguel Gonzalez",5000,"CHW","SP","LAD",9
"Mark Leiter Jr.",6800,"PHI","SP","SDP",14.45
"Dinelson Lamet",8500,"SDP","SP","PHI",22.25
"A.J. Griffin",5900,"TEX","SP","DET",11.37
"Justin Verlander",11800,"DET","SP","TEX",21.23
"Gio Gonzalez",11500,"WAS","SP","LAA",23.4
"Blake Snell",5500,"TBR","SP","TOR",10.63
"Tyler Skaggs",6200,"LAA","SP","WAS",14.84
"Sonny Gray",10700,"NYY","SP","NYM",21.21
"Anthony Banda",5200,"ARI","SP","HOU",12.22
"Jacob deGrom",12600,"NYM","SP","NYY",21.96
"Marco Estrada",7400,"TOR","SP","TBR",17.24
"Madison Bumgarner",12700,"SFG","SP","MIA",23.94
"Ivan Nova",6400,"PIT","SP","MIL",15.37
"Zach Davies",7900,"MIL","SP","PIT",15.51
"Rick Porcello",7800,"BOS","SP","STL",16.75
"Mike Leake",6000,"STL","SP","BOS",11.42
"Dan Straily",6500,"MIA","SP","SFG",16.66
"Brad Peacock",9300,"HOU","SP","ARI",17.85
