"Name","Salary","Team","Position","OppTeam","Projections"
"Cameron Maybin",3600,"LAA","OF","HOU",5.4
"Andrelton Simmons",3000,"LAA","SS","HOU",5.67
"Jake Marisnick",2400,"HOU","OF","LAA",5.24
"Ben Revere",3100,"LAA","OF","HOU",5.63
"Miguel Cabrera",4500,"DET","1B","OAK",8.23
"Luis Valbuena",3400,"LAA","1B/3B","HOU",6.09
"Danny Espinosa",2900,"LAA","2B","HOU",4.66
"Kole Calhoun",3700,"LAA","OF","HOU",6.08
"Alex Bregman",3800,"HOU","3B","LAA",5.58
"Evan Gattis",3500,"HOU","C","LAA",5.72
"Yulieski Gurriel",2900,"HOU","1B","LAA",6.27
"Martin Maldonado",2300,"LAA","C","HOU",4.72
"Albert Pujols",4000,"LAA","1B","HOU",6.78
"Yunel Escobar",3100,"LAA","3B","HOU",6.51
"Andrew Romine",2000,"DET","OF/SS","OAK",5.57
"Nick Castellanos",3400,"DET","3B","OAK",7.02
"Adam Rosales",2300,"OAK","2B/SS","DET",5.28
"Trevor Plouffe",3400,"OAK","3B","DET",6.14
"Yonder Alonso",2800,"OAK","1B","DET",6.24
"Rajai Davis",3600,"OAK","OF","DET",6.73
"James McCann",2600,"DET","C","OAK",4.65
"Bruce Maxwell",2500,"OAK","C","DET",5.24
"Chad Pinder",2100,"OAK","2B/SS","DET",5.38
"Khris Davis",3800,"OAK","OF","DET",8.87
"Justin Upton",3800,"DET","OF","OAK",7.15
"Victor Martinez",3400,"DET","1B","OAK",6.84
"Jim Adduci",2300,"DET","OF","OAK",5.63
"Jose Iglesias",2400,"DET","SS","OAK",5.51
"Jed Lowrie",2700,"OAK","2B","DET",6.39
"Ryon Healy",3300,"OAK","1B/3B","DET",7.47
"Carlos Beltran",3700,"HOU","OF","LAA",6.29
"Jose Altuve",4400,"HOU","2B","LAA",9.02
"Adam Lind",3200,"WAS","1B","PHI",5.63
"Jose Lobaton",2400,"WAS","C","PHI",4.84
"Chris Heisey",2600,"WAS","OF","PHI",5.15
"David Peralta",4800,"ARI","OF","COL",10.18
"Jake Lamb",5300,"ARI","3B","COL",10.65
"Paul Goldschmidt",5600,"ARI","1B","COL",10.8
"Andrew Knapp",3000,"PHI","C","WAS",4.63
"Trea Turner",5100,"WAS","SS","PHI",8.55
"Michael Saunders",3400,"PHI","OF","WAS",6.12
"Cesar Hernandez",3600,"PHI","2B","WAS",6.91
"Anthony Rendon",3900,"WAS","3B","PHI",6.74
"Daniel Murphy",4700,"WAS","2B","PHI",9.01
"Jayson Werth",3600,"WAS","OF","PHI",6.09
"Michael Taylor",3700,"WAS","OF","PHI",4.51
"Chris Owings",4600,"ARI","OF/SS","COL",8.41
"Charlie Blackmon",5400,"COL","OF","ARI",11.21
"Daniel Descalso",3300,"ARI","2B/OF","COL",6.29
"Gregor Blanco",4000,"ARI","OF","COL",6.86
"Chris Herrmann",4100,"ARI","C/OF","COL",6.02
"Carlos Correa",4600,"HOU","SS","LAA",8.5
"Josh Reddick",3200,"HOU","OF","LAA",7.34
"George Springer",4000,"HOU","OF","LAA",8.48
"Patrick Valaika",3200,"COL","SS","ARI",6.69
"Nick Ahmed",3200,"ARI","SS","COL",6.45
"Carlos Gonzalez",4600,"COL","OF","ARI",10.01
"DJ LeMahieu",4600,"COL","2B","ARI",9.2
"Mark Reynolds",4300,"COL","1B","ARI",7.7
"Trevor Story",4800,"COL","SS","ARI",8.16
"Dustin Garneau",3500,"COL","C","ARI",6.42
"Ian Desmond",4900,"COL","OF","ARI",9.74
"Dixon Machado",2500,"DET","SS","OAK",4.85
"Jarrod Dyson",3000,"SEA","OF","TEX",6.65
"Christopher Taylor",3200,"LAD","2B","SDP",5.29
"Hunter Renfroe",3000,"SDP","OF","LAD",6.04
"Joc Pederson",3800,"LAD","OF","SDP",6.12
"Anthony Rizzo",5000,"CHC","1B","NYY",8.85
"Kris Bryant",4900,"CHC","3B","NYY",7.63
"Kyle Schwarber",4400,"CHC","OF","NYY",7.23
"Yasmani Grandal",3400,"LAD","C","SDP",6.31
