"Name","Salary","Team","Position","OppTeam","Projections"
"Matt Chapman",2000,"OAK","3B","BAL",6.08
"Marcus Semien",3300,"OAK","SS","BAL",6.87
"Khris Davis",4300,"OAK","OF","BAL",9.31
"Bruce Maxwell",2300,"OAK","C","BAL",5.77
"Matt Olson",2600,"OAK","1B/OF","BAL",5.91
"Boog Powell",2400,"OAK","OF","BAL",4.77
"Mark Trumbo",3000,"BAL","OF","OAK",8.43
"Jed Lowrie",3900,"OAK","2B","BAL",6.64
"Matt Joyce",3600,"OAK","OF","BAL",7.18
"Welington Castillo",3400,"BAL","C","OAK",6.12
"Caleb Joseph",3300,"BAL","C","OAK",4.87
"Joey Rickard",3300,"BAL","OF","OAK",5.37
"Ruben Tejada",2200,"BAL","SS","OAK",4.8
"Chris Davis",2900,"BAL","1B","OAK",8.8
"Ryon Healy",3300,"OAK","1B/3B","BAL",7.09
"Tim Beckham",3300,"BAL","SS","OAK",6.43
"Martin Maldonado",2100,"LAA","C","SEA",5.52
"Albert Pujols",2800,"LAA","1B","SEA",7.04
"Nelson Cruz",5200,"SEA","OF","LAA",9.16
"Jarrod Dyson",3700,"SEA","OF","LAA",5.94
"Yonder Alonso",3600,"SEA","1B","LAA",8.41
"Kyle Seager",4000,"SEA","3B","LAA",7.83
"Danny Valencia",4300,"SEA","1B","LAA",6.42
"Leonys Martin",3200,"SEA","OF","LAA",5.65
"Carlos Ruiz",2400,"SEA","C","LAA",4.9
"Kaleb Cowart",2100,"LAA","2B","SEA",5.46
"C.J. Cron",4200,"LAA","1B","SEA",6.31
"Ben Revere",3400,"LAA","OF","SEA",5.12
"Andrelton Simmons",4400,"LAA","SS","SEA",6.69
"Kole Calhoun",3300,"LAA","OF","SEA",5.41
"Luis Valbuena",2200,"LAA","1B/3B","SEA",5.95
"Juan Graterol",2300,"LAA","C","SEA",4.55
"Cliff Pennington",2100,"LAA","2B/3B","SEA",4.62
"Mike Trout",5700,"LAA","OF","SEA",10.62
"Trey Mancini",3500,"BAL","1B/OF","OAK",7.21
"Seth Smith",3000,"BAL","OF","OAK",6.17
"Danny Santana",3200,"ATL","2B/OF","STL",5.3
"Greg Garcia",3000,"STL","2B/3B","ATL",5.72
"Dansby Swanson",2100,"ATL","SS","STL",5.26
"Jose Altuve",5700,"HOU","2B","TEX",10.52
"Carlos Beltran",3800,"HOU","OF","TEX",7.1
"Yulieski Gurriel",4700,"HOU","1B","TEX",8.34
"Alex Bregman",4800,"HOU","3B","TEX",7.63
"Jose Martinez",4200,"STL","1B/OF","ATL",6.37
"Randal Grichuk",3600,"STL","OF","ATL",6.11
"Paul DeJong",4100,"STL","2B/SS","ATL",8.4
"Ozzie Albies",2000,"ATL","2B","STL",4.89
"Freddie Freeman",4700,"ATL","1B/3B","STL",9.89
"Matt Carpenter",4600,"STL","1B","ATL",9.49
"Thomas Pham",4700,"STL","OF","ATL",8.16
"Kolten Wong",4200,"STL","2B","ATL",6.51
"Carson Kelly",2500,"STL","C","ATL",5.43
"Marwin Gonzalez",5000,"HOU","OF/SS","TEX",7.92
"Jake Marisnick",4100,"HOU","OF","TEX",6.2
"Mike Napoli",3200,"TEX","1B","HOU",7.08
"Adrian Beltre",4600,"TEX","3B","HOU",8.2
"Robinson Chirinos",3600,"TEX","C","HOU",6.09
"Carlos Gomez",4000,"TEX","OF","HOU",7.29
"Adam Jones",3900,"BAL","OF","OAK",8
"Manny Machado",4400,"BAL","3B","OAK",9.43
"Jonathan Schoop",3600,"BAL","2B","OAK",8.5
"Delino DeShields",3700,"TEX","OF","HOU",6.23
"Joey Gallo",4800,"TEX","1B/3B","HOU",5.45
"Josh Reddick",4400,"HOU","OF","TEX",8.78
"Brian McCann",3500,"HOU","C","TEX",7.73
"Derek Fisher",4300,"HOU","OF","TEX",6.92
"Elvis Andrus",4800,"TEX","SS","HOU",7.47
"Rougned Odor",3300,"TEX","2B","HOU",5.57
"Nomar Mazara",4100,"TEX","OF","HOU",5.84
"Guillermo Heredia",3300,"SEA","OF","LAA",6.15
"Benjamin Gamel",3100,"SEA","OF","LAA",7.33
"Mookie Betts",4200,"BOS","OF","NYY",9.32
"Andrew Benintendi",4800,"BOS","OF","NYY",5.98
"Dusty Coleman",2200,"SDP","SS","LAD",4.13
"Hanley Ramirez",4300,"BOS","1B","NYY",7.73
"Mitch Moreland",3400,"BOS","1B","NYY",5.85
"Jackie Bradley",3700,"BOS","OF","NYY",6.07
"Xander Bogaerts",3700,"BOS","SS","NYY",7.39
"Yangervis Solarte",3900,"SDP","2B","LAD",6.18
"Austin Hedges",2800,"SDP","C","LAD",5.52
"Carlos Asuaje",2900,"SDP","2B","LAD",5.89
"Jose Pirela",2900,"SDP","OF","LAD",6.55
"Luis Torrens",2000,"SDP","C","LAD",4.55
"Hunter Renfroe",2800,"SDP","OF","LAD",5.88
"Matthew Szczur",2700,"SDP","OF","LAD",4.67
"Manuel Margot",3300,"SDP","OF","LAD",6.06
"Hector Sanchez",2500,"SDP","C","LAD",5.5
"Sandy Leon",3400,"BOS","C","NYY",4.74
"Christian Vazquez",3800,"BOS","C","NYY",5.31
"Austin Romine",2400,"NYY","C","BOS",3.18
"Didi Gregorius",3800,"NYY","SS","BOS",3.85
"Ronald Torreyes",2800,"NYY","2B/SS","BOS",3.23
"Jacoby Ellsbury",3100,"NYY","OF","BOS",3.99
"Tyler Wade",2700,"NYY","2B","BOS",3.61
"Aaron Hicks",3500,"NYY","OF","BOS",4.77
"Garrett Cooper",2700,"NYY","1B","BOS",5.8
"Gary Sanchez",4000,"NYY","C","BOS",5.29
"Aaron Judge",4800,"NYY","OF","BOS",6.67
"Brock Holt",3000,"BOS","2B/OF","NYY",5.97
"Eduardo Nunez",4600,"BOS","3B/OF","NYY",8.99
"Chris Young",4300,"BOS","OF","NYY",6.37
"Rafael Devers",4400,"BOS","3B","NYY",5.72
"Todd Frazier",3600,"NYY","3B","BOS",5.03
"Chase Headley",3400,"NYY","1B/3B","BOS",4.27
"Brett Gardner",3600,"NYY","OF","BOS",4.09
"Allen Cordoba",2100,"SDP","OF/SS","LAD",4.44
"Cory Spangenberg",3100,"SDP","3B/OF","LAD",6.19
"Ketel Marte",3300,"ARI","SS","CHC",5.41
"Gregor Blanco",4200,"ARI","OF","CHC",5.31
"Daniel Descalso",3200,"ARI","2B/OF","CHC",5.7
"J.D. Martinez",4900,"ARI","OF","CHC",7.87
"Anthony Rizzo",4400,"CHC","1B","ARI",9.5
"Jon Jay",3500,"CHC","OF","ARI",6.3
"Kris Bryant",4600,"CHC","3B","ARI",9.21
"Chris Iannetta",3400,"ARI","C","CHC",5.22
"Jake Lamb",4500,"ARI","3B","CHC",7.17
"Jean Segura",4700,"SEA","SS","LAA",7.56
"Mike Zunino",3100,"SEA","C","LAA",6.12
"Robinson Cano",3700,"SEA","2B","LAA",9.74
"Cameron Maybin",3400,"LAA","OF","SEA",6.55
"Jefry Marte",2800,"LAA","1B","SEA",4.68
"Paul Goldschmidt",5300,"ARI","1B","CHC",8.59
"David Peralta",4300,"ARI","OF","CHC",6.38
"Javier Baez",3900,"CHC","2B/SS","ARI",6.46
"Jason Heyward",3200,"CHC","OF","ARI",6.93
"Enrique Hernandez",3400,"LAD","OF/SS","SDP",5.5
"Logan Forsythe",3400,"LAD","2B/3B","SDP",6.69
"Christopher Taylor",4600,"LAD","2B/OF","SDP",9.59
"Justin Turner",4900,"LAD","3B","SDP",7.53
"Joc Pederson",3200,"LAD","OF","SDP",7.87
"Wil Myers",3600,"SDP","1B","LAD",7.15
"Austin Barnes",3200,"LAD","C","SDP",5.17
"Cody Bellinger",5400,"LAD","1B/OF","SDP",9.88
"Yasmani Grandal",3100,"LAD","C","SDP",6.54
"Victor Caratini",3300,"CHC","C","ARI",5.45
"Kyle Schwarber",4200,"CHC","OF","ARI",7.69
"Tommy La Stella",2800,"CHC","2B/3B","ARI",5.99
"Chase Utley",3800,"LAD","1B/2B","SDP",6.85
"Yasiel Puig",4000,"LAD","OF","SDP",6.67
"Corey Seager",4600,"LAD","SS","SDP",9.77
"Ender Inciarte",3400,"ATL","OF","STL",7.56
"Tyler Flowers",3100,"ATL","C","STL",5.79
"Miguel Rojas",2300,"MIA","SS","COL",4.64
"Derek Dietrich",3700,"MIA","3B","COL",6.11
"Marcell Ozuna",4200,"MIA","OF","COL",7.02
"Tomas Telis",2700,"MIA","1B","COL",4.6
"Mike Aviles",2300,"MIA","2B/OF","COL",5.46
"Ryan McMahon",2000,"COL","3B","MIA",5.32
"Patrick Valaika",3600,"COL","SS","MIA",5.59
"Giancarlo Stanton",5600,"MIA","OF","COL",7.58
"Christian Yelich",4000,"MIA","OF","COL",7.22
"DJ LeMahieu",3800,"COL","2B","MIA",7.41
"Charlie Blackmon",5700,"COL","OF","MIA",10.92
"Rafael Lopez",2000,"TOR","C","PIT",4.01
"Nolan Arenado",5200,"COL","3B","MIA",10.48
"Gerardo Parra",4300,"COL","OF","MIA",8.1
"J.T. Realmuto",3700,"MIA","C","COL",5.87
"Carlos Gonzalez",3600,"COL","OF","MIA",7.99
"Ryan Hanigan",2300,"COL","C","MIA",5.09
"Carlos Santana",3700,"CLE","1B","TBR",7.27
"Brad Miller",2800,"TBR","2B","CLE",4.96
"Logan Morrison",3600,"TBR","1B","CLE",5.93
"Evan Longoria",3300,"TBR","3B","CLE",5.03
"Steve Souza",3800,"TBR","OF","CLE",5.26
"Jesus Sucre",2400,"TBR","C","CLE",3.17
"Adeiny Hechavarria",2300,"TBR","SS","CLE",3.7
"Mallex Smith",3300,"TBR","OF","CLE",4.18
"Corey Dickerson",3700,"TBR","OF","CLE",6.28
"Jay Bruce",4000,"CLE","OF","TBR",8.2
"Jose Ramirez",4200,"CLE","2B/3B","TBR",7.86
"Edwin Encarnacion",4200,"CLE","1B","TBR",8.44
"Francisco Lindor",4300,"CLE","SS","TBR",8.05
"Yan Gomes",3000,"CLE","C","TBR",5.6
"Bradley Zimmer",3600,"CLE","OF","TBR",7.5
"Austin Jackson",3000,"CLE","OF","TBR",6.26
"Giovanny Urshela",2500,"CLE","3B","TBR",5.72
"Sean Rodriguez",2200,"PIT","3B/OF","TOR",5.63
"Ezequiel Carrera",2500,"TOR","OF","PIT",6.16
"Adam Lind",3000,"WAS","1B/OF","SFG",6.38
"Matt Wieters",3400,"WAS","C","SFG",6.23
"Brian Goodwin",4400,"WAS","OF","SFG",6.89
"Andrew Stevenson",2100,"WAS","OF","SFG",5.35
"Jose Lobaton",2500,"WAS","C","SFG",4.1
"Howie Kendrick",3900,"WAS","2B/OF","SFG",6.71
"Wilmer Difo",3900,"WAS","2B/SS","SFG",5.79
"Daniel Murphy",4800,"WAS","2B","SFG",9.33
"Anthony Rendon",4500,"WAS","3B","SFG",7.87
"Gorkys Hernandez",2700,"SFG","OF","WAS",4.74
"Nick Hundley",2700,"SFG","C","WAS",4.59
"Brandon Crawford",2800,"SFG","SS","WAS",5.28
"Ryder Jones",2000,"SFG","1B/3B","WAS",4.93
"Jarrett Parker",3000,"SFG","OF","WAS",4.89
"Ryan Zimmerman",4700,"WAS","1B","SFG",7.96
"Pablo Sandoval",3100,"SFG","3B","WAS",5.1
"Adrian Sanchez",2600,"WAS","2B/SS","SFG",5.1
"Carlos Moncrief",2000,"SFG","OF","WAS",5.3
"Justin Smoak",4000,"TOR","1B","PIT",8.06
"Kendrys Morales",3700,"TOR","1B","PIT",8.04
"Jose Bautista",3700,"TOR","OF","PIT",8.23
"Darwin Barney",2000,"TOR","2B/3B","PIT",5.04
"Ryan Goins",2800,"TOR","2B/SS","PIT",5.34
"Josh Donaldson",4500,"TOR","3B","PIT",8.68
"Kevin Pillar",2800,"TOR","OF","PIT",5.54
"Starling Marte",3500,"PIT","OF","TOR",8.39
"Jose Osuna",3500,"PIT","1B/OF","TOR",6.38
"Josh Harrison",3200,"PIT","2B/3B","TOR",7.68
"Andrew McCutchen",4100,"PIT","OF","TOR",9.7
"Jordy Mercer",2400,"PIT","SS","TOR",6.17
"Adam Frazier",3800,"PIT","2B/OF","TOR",6.31
"Francisco Cervelli",2600,"PIT","C","TOR",6.32
"David Freese",3400,"PIT","3B","TOR",6.58
"Lucas Duda",3800,"TBR","1B","CLE",5.15
"Andrew Romine",2500,"DET","2B/OF","MIN",5.26
"Mike Moustakas",4600,"KCR","3B","CHW",6.31
"Whit Merrifield",4300,"KCR","2B","CHW",7.12
"Alcides Escobar",2600,"KCR","SS","CHW",5.49
"Jorge Bonifacio",3200,"KCR","OF","CHW",5.97
"Drew Butera",2200,"KCR","C","CHW",5.02
"Cheslor Cuthbert",3100,"KCR","3B","CHW",5.15
"Avisail Garcia",3900,"CHW","OF","KCR",7.99
"Eric Hosmer",4200,"KCR","1B","CHW",6.8
"Lorenzo Cain",4400,"KCR","OF","CHW",8.52
"Tyler Saladino",2300,"CHW","2B/SS","KCR",5.91
"Adam Engel",3200,"CHW","OF","KCR",5.55
"Kevan Smith",2900,"CHW","C","KCR",5.53
"Yoan Moncada",3700,"CHW","2B","KCR",7.47
"Nick Delmonico",2800,"CHW","OF","KCR",6.21
"Melky Cabrera",4400,"KCR","OF","CHW",7.61
"Leury Garcia",4000,"CHW","OF","KCR",6.13
"Billy Hamilton",4400,"CIN","OF","MIL",8.78
"Jose Peraza",3400,"CIN","2B/SS","MIL",5.33
"Ryan Braun",4700,"MIL","OF","CIN",9.45
"Jonathan Villar",4000,"MIL","2B","CIN",6.4
"Manuel Pina",3400,"MIL","C","CIN",6.26
"Eric Sogard",3000,"MIL","2B/SS","CIN",6.16
"Neil Walker",4300,"MIL","2B","CIN",5.9
"Brandon Phillips",2900,"ATL","2B","STL",5.87
"Nick Markakis",2800,"ATL","OF","STL",6.43
"Hernan Perez",3200,"MIL","3B/OF","CIN",6.46
"Domingo Santana",4200,"MIL","OF","CIN",7.78
"Adam Duvall",4500,"CIN","OF","MIL",8.37
"Eugenio Suarez",3700,"CIN","3B","MIL",7.22
"Joey Votto",5500,"CIN","1B","MIL",9.89
"Tucker Barnhart",3000,"CIN","C","MIL",4.82
"Scooter Gennett",4100,"CIN","2B/OF","MIL",7.23
"Eric Thames",4200,"MIL","1B/OF","CIN",9.38
"Jesse Winker",3400,"CIN","OF","MIL",6.19
"Timothy Anderson",4100,"CHW","SS","KCR",6.24
"Jose Abreu",3400,"CHW","1B","KCR",8.39
"Chris Gimenez",2100,"MIN","C","DET",5.68
"Eduardo Escobar",3200,"MIN","3B/SS","DET",5.58
"Eddie Rosario",4700,"MIN","OF","DET",5.3
"Ehire Adrianza",2700,"MIN","2B/SS","DET",5.38
"Byron Buxton",3100,"MIN","OF","DET",6.5
"Alex Presley",2900,"DET","OF","MIN",6.01
"Jose Iglesias",2500,"DET","SS","MIN",4.57
"Jorge Polanco",3900,"MIN","SS","DET",5.83
"Robbie Grossman",3300,"MIN","OF","DET",6.97
"James McCann",2300,"DET","C","MIN",5.78
"Justin Upton",4000,"DET","OF","MIN",7.22
"Nick Castellanos",4100,"DET","3B","MIN",6.83
"Mikie Mahtook",3800,"DET","OF","MIN",6.35
"Victor Martinez",2200,"DET","1B","MIN",6.38
"Miguel Sano",4600,"MIN","3B","DET",9.74
"Brian Dozier",5100,"MIN","2B","DET",9.56
"John Hicks",2900,"DET","1B/C","MIN",5.23
"Curtis Granderson",4200,"NYM","OF","PHI",7.18
"Hyun-Soo Kim",3300,"PHI","OF","NYM",5.32
"Cesar Hernandez",3900,"PHI","2B","NYM",7.61
"Nick Williams",3700,"PHI","OF","NYM",6.79
"Dominic Smith",2800,"NYM","1B","PHI",5.96
"Rhys Hoskins",3400,"PHI","1B","NYM",5.68
"Brandon Nimmo",3100,"NYM","OF","PHI",5.94
"Jorge Alfaro",2800,"PHI","C","NYM",4.26
"Freddy Galvis",3600,"PHI","SS","NYM",6.66
"Maikel Franco",3600,"PHI","3B","NYM",7.09
"Travis d'Arnaud",3400,"NYM","C","PHI",5.96
"Jose Reyes",3100,"NYM","3B/SS","PHI",6.19
"Michael Conforto",4800,"NYM","OF","PHI",9.38
"Asdrubal Cabrera",3400,"NYM","2B/SS","PHI",7.43
"Odubel Herrera",4300,"PHI","OF","NYM",7.33
"Wilmer Flores",3800,"NYM","1B/3B","PHI",6.78
"Joe Panik",2900,"SFG","2B","WAS",5.21
