"Name","Salary","Team","Position","OppTeam","Projections"
"Domingo Santana",4200,"MIL","OF","CIN",6.98
"Travis Shaw",3800,"MIL","3B","CIN",8.55
"Hernan Perez",3900,"MIL","3B/SS","CIN",5.88
"Keon Broxton",4300,"MIL","OF","CIN",6.06
"Jett Bandy",3000,"MIL","C","CIN",5.51
"Ryan Braun",5100,"MIL","OF","CIN",9.39
"Eric Thames",4000,"MIL","1B/OF","CIN",7.86
"Kevin Pillar",3400,"TOR","OF","BAL",5.17
"Justin Smoak",3000,"TOR","1B","BAL",4.9
"Ezequiel Carrera",2800,"TOR","OF","BAL",4.87
"Orlando Arcia",3800,"MIL","SS","CIN",5.53
"Jonathan Villar",4700,"MIL","2B","CIN",9.24
"Zack Cozart",3600,"CIN","SS","MIL",7.16
"Billy Hamilton",4300,"CIN","OF","MIL",7.32
"Jose Reyes",4000,"NYM","3B","MIA",5.96
"Tucker Barnhart",2800,"CIN","C","MIL",4.61
"Curtis Granderson",3900,"NYM","OF","MIA",5.03
"Asdrubal Cabrera",3700,"NYM","SS","MIA",6.05
"Yoenis Cespedes",4800,"NYM","OF","MIA",7.4
"Scooter Gennett",3800,"CIN","2B","MIL",5.78
"Scott Schebler",3800,"CIN","OF","MIL",5.54
"Jose Peraza",4000,"CIN","2B","MIL",7.61
"Joey Votto",4900,"CIN","1B","MIL",7.06
"Adam Duvall",4400,"CIN","OF","MIL",6.83
"Eugenio Suarez",3700,"CIN","3B","MIL",5.93
"Russell Martin",3800,"TOR","C","BAL",5.45
"Troy Tulowitzki",4000,"TOR","SS","BAL",5.88
"Austin Romine",2700,"NYY","C","TBR",5.08
"Aaron Judge",3900,"NYY","OF","TBR",5.34
"Ronald Torreyes",2600,"NYY","3B/SS","TBR",4.78
"Gregory Bird",3500,"NYY","1B","TBR",6.01
"Craig Gentry",3700,"BAL","OF","TOR",5.69
"Chase Headley",3300,"NYY","3B","TBR",5.69
"Starlin Castro",3600,"NYY","2B/SS","TBR",5.81
"Brett Gardner",4000,"NYY","OF","TBR",7.1
"Jacoby Ellsbury",3900,"NYY","OF","TBR",7.51
"Matt Holliday",3900,"NYY","1B/OF","TBR",6.87
"Chris Carter",4300,"NYY","1B","TBR",5.99
"Adam Jones",3900,"BAL","OF","TOR",7.91
"Manny Machado",4700,"BAL","3B/SS","TOR",9.04
"Devon Travis",3900,"TOR","2B","BAL",6.14
"Steve Pearce",3500,"TOR","1B/2B","BAL",5.16
"Josh Donaldson",4600,"TOR","3B","BAL",8.57
"Jose Bautista",4600,"TOR","OF","BAL",7.15
"Kendrys Morales",3800,"TOR","1B","BAL",6.84
"J.J. Hardy",2800,"BAL","SS","TOR",5.72
"Jonathan Schoop",3500,"BAL","2B/3B","TOR",5.96
"Mark Trumbo",4000,"BAL","1B/OF","TOR",9.56
"Chris Davis",4100,"BAL","1B/OF","TOR",5.82
"Welington Castillo",3500,"BAL","C","TOR",6.68
"Trey Mancini",3000,"BAL","1B","TOR",6.05
"Wilmer Flores",3300,"NYM","2B/3B","MIA",6.17
"Neil Walker",3600,"NYM","2B","MIA",6.15
"DJ LeMahieu",3500,"COL","2B","SFG",5.65
"Charlie Blackmon",4100,"COL","OF","SFG",5.07
"Nolan Arenado",4200,"COL","3B","SFG",5.85
"Trevor Story",3900,"COL","SS","SFG",5.62
"Mark Reynolds",3900,"COL","1B","SFG",4.97
"Carlos Gonzalez",3800,"COL","OF","SFG",5.05
"Raul Mondesi",2600,"KCR","2B/SS","OAK",4.76
"Salvador Perez",3600,"KCR","C","OAK",6.84
"Eric Hosmer",4200,"KCR","1B","OAK",6.72
"Brandon Moss",3800,"KCR","1B/OF","OAK",5.89
"Cheslor Cuthbert",3500,"KCR","3B","OAK",4.75
"Alcides Escobar",3500,"KCR","SS","OAK",4.22
"Gerardo Parra",3000,"COL","OF","SFG",3.56
"Stephen Cardullo",3300,"COL","1B","SFG",4.13
"Eduardo Nunez",3800,"SFG","3B","COL",5.64
"Brandon Crawford",3500,"SFG","SS","COL",5.87
"Joe Panik",3600,"SFG","2B","COL",5.68
"Jarrett Parker",3200,"SFG","OF","COL",5.1
"Tony Wolters",2300,"COL","C","SFG",3.04
"Nick Hundley",3000,"SFG","C","COL",4.55
"Hunter Pence",3900,"SFG","OF","COL",6.29
"Dustin Garneau",2700,"COL","C","SFG",4.17
"Conor Gillaspie",2500,"SFG","3B","COL",5.18
"Denard Span",3700,"SFG","OF","COL",5.86
"Brandon Belt",3700,"SFG","1B","COL",6.55
"Lorenzo Cain",4200,"KCR","OF","OAK",7.18
"Mike Moustakas",3400,"KCR","3B","OAK",6.62
"Giancarlo Stanton",5000,"MIA","OF","NYM",7.44
"Christian Yelich",4500,"MIA","OF","NYM",7.14
"Justin Bour",3300,"MIA","1B","NYM",5.68
"Marcell Ozuna",3700,"MIA","OF","NYM",5.8
"Derek Dietrich",3200,"MIA","2B/3B","NYM",5.4
"J.T. Realmuto",4200,"MIA","C","NYM",5.5
"Dee Gordon",4300,"MIA","2B","NYM",6.13
"Jay Bruce",4000,"NYM","OF","MIA",5.57
"Lucas Duda",3600,"NYM","1B","MIA",4.25
"Travis d'Arnaud",3000,"NYM","C","MIA",4.73
"Miguel Rojas",2300,"MIA","2B/SS","NYM",4.05
"J.T. Riddle",2800,"MIA","2B/SS","NYM",3.8
"Stephen Vogt",3400,"OAK","1B/C","KCR",3.89
"Josh Phegley",3200,"OAK","C","KCR",5.41
"Mark Canha",3200,"OAK","1B/OF","KCR",5.24
"Adam Rosales",2500,"OAK","2B/3B","KCR",3.93
"Paulo Orlando",3400,"KCR","OF","OAK",5.25
"Alex Gordon",3900,"KCR","OF","OAK",6.28
"Trevor Plouffe",3700,"OAK","3B","KCR",5.92
"Jed Lowrie",2900,"OAK","2B","KCR",5.66
"Marcus Semien",3600,"OAK","SS","KCR",6.32
"Rajai Davis",3900,"OAK","OF","KCR",7.22
"Ryon Healy",3600,"OAK","1B/3B","KCR",6.82
"Khris Davis",4100,"OAK","OF","KCR",7.22
"Aaron Hicks",3000,"NYY","OF","TBR",5.61
"Tim Beckham",3300,"TBR","2B/SS","NYY",4.35
"Xander Bogaerts",4800,"BOS","3B/SS","PIT",7.53
"Mitch Moreland",3500,"BOS","1B","PIT",7.48
"Pablo Sandoval",3900,"BOS","3B","PIT",6.21
"Chris Young",3400,"BOS","OF","PIT",5.52
