"Name","Salary","Team","Position","OppTeam","Projections"
"Gio Gonzalez",11700,"WAS","SP","STL",20.45
"Michael Wacha",7600,"STL","SP","WAS",18.12
"Zack Wheeler",7700,"NYM","SP","PHI",20.69
"Jeremy Hellickson",6300,"PHI","SP","NYM",16.16
"Tom Koehler",4800,"MIA","SP","MIL",13.33
"Zach Davies",6600,"MIL","SP","MIA",14.68
"Jordan Montgomery",6900,"NYY","SP","HOU",12.31
"Francis Martes",6600,"HOU","SP","NYY",13.23
"Rich Hill",11300,"LAD","SP","SDP",23.23
"Dillon Overton",4200,"SDP","SP","LAD",11.88
"Zack Greinke",11900,"ARI","SP","COL",21.16
"Tyler Chatwood",8000,"COL","SP","ARI",13.4
"Sam Gaviglio",7200,"SEA","SP","LAA",13.22
"Ricky Nolasco",6400,"LAA","SP","SEA",15.28
"Jackson Stephens",4500,"CIN","SP","CHC",10.22
"Eddie Butler",5600,"CHC","SP","CIN",12.55
"Cole Hamels",8400,"TEX","SP","CHW",20.27
"Derek Holland",6100,"CHW","SP","TEX",16.2
"Anibal Sanchez",5100,"DET","SP","CLE",13.46
"Josh Tomlin",5800,"CLE","SP","DET",13.69
"Francisco Liriano",6700,"TOR","SP","BOS",12.09
"Carlos Carrasco",12000,"CLE","SP","DET",22.85
"Felix Jorge",5200,"MIN","SP","KCR",11.74
"Matt Moore",5900,"SFG","SP","PIT",17.72
"R.A. Dickey",6500,"ATL","SP","OAK",12.24
"Paul Blackburn",0,"OAK","SP","ATL",14.18
"Dylan Bundy",7100,"BAL","SP","TBR",19.62
"Jake Odorizzi",7000,"TBR","SP","BAL",16.53
"Chad Kuhl",5700,"PIT","SP","SFG",13.92
"Chris Sale",13500,"BOS","SP","TOR",29.41
