"Name","Salary","Team","Position","OppTeam","Projections"
"Martin Prado",3300,"MIA","3B","NYM",6.13
"Justin Bour",3800,"MIA","1B","NYM",7.55
"J.T. Riddle",2300,"MIA","SS","NYM",4.96
"Brian Dozier",4600,"MIN","2B","BOS",8.09
"Joe Mauer",3900,"MIN","1B","BOS",5.56
"Miguel Sano",4300,"MIN","3B","BOS",8.24
"Marcell Ozuna",3900,"MIA","OF","NYM",7.49
"Giancarlo Stanton",4600,"MIA","OF","NYM",8.5
"Asdrubal Cabrera",4300,"NYM","SS","MIA",7.24
"Travis d'Arnaud",3700,"NYM","C","MIA",5.72
"J.T. Realmuto",3700,"MIA","C","NYM",6.2
"Dee Gordon",3900,"MIA","2B","NYM",7.9
"Christian Yelich",3500,"MIA","OF","NYM",8.07
"Byron Buxton",2500,"MIN","OF","BOS",5.21
"Jason Castro",3100,"MIN","C","BOS",4.16
"Jackie Bradley",4100,"BOS","OF","MIN",7.7
"Mookie Betts",5000,"BOS","OF","MIN",10.26
"Deven Marrero",2500,"BOS","3B","MIN",5.42
"Xander Bogaerts",4900,"BOS","SS","MIN",8.06
"Mitch Moreland",4000,"BOS","1B","MIN",8.96
"Sandy Leon",3600,"BOS","C","MIN",5.65
"Andrew Benintendi",4300,"BOS","OF","MIN",8.37
"Dustin Pedroia",3700,"BOS","2B","MIN",7.73
"Max Kepler",3100,"MIN","OF","BOS",5.55
"Eddie Rosario",4300,"MIN","OF","BOS",5.25
"Eduardo Escobar",3600,"MIN","3B/SS","BOS",6.14
"Kennys Vargas",3400,"MIN","1B","BOS",6.76
"Jorge Polanco",3600,"MIN","SS","BOS",6.08
"Jose Reyes",3000,"NYM","3B/SS","MIA",5.82
"Lucas Duda",4400,"NYM","1B","MIA",7.84
"Stephen Vogt",3400,"MIL","C","CIN",5.79
"Eric Thames",4400,"MIL","1B/OF","CIN",9.05
"Domingo Santana",4400,"MIL","OF","CIN",7.98
"Ryan Braun",4600,"MIL","OF","CIN",9.33
"Keon Broxton",4300,"MIL","OF","CIN",6.62
"Orlando Arcia",3600,"MIL","SS","CIN",5.62
"Manuel Pina",3500,"MIL","C","CIN",5.95
"Troy Tulowitzki",3400,"TOR","SS","BAL",6.4
"Russell Martin",3700,"TOR","C","BAL",7.5
"Justin Smoak",4300,"TOR","1B","BAL",9.65
"Ryan Goins",2900,"TOR","2B/SS","BAL",5.6
"Josh Donaldson",4300,"TOR","3B","BAL",9.22
"Steve Pearce",3500,"TOR","OF","BAL",6.1
"Travis Shaw",4800,"MIL","3B","CIN",10.26
"Eric Sogard",4200,"MIL","2B/SS","CIN",7.66
"Jose Peraza",3100,"CIN","2B","MIL",5.08
"Scott Schebler",3800,"CIN","OF","MIL",6.22
"Yoenis Cespedes",4500,"NYM","OF","MIA",8.35
"Curtis Granderson",4000,"NYM","OF","MIA",8.24
"Jay Bruce",4100,"NYM","OF","MIA",8.76
"Wilmer Flores",3500,"NYM","1B/3B","MIA",6.14
"Eugenio Suarez",3800,"CIN","3B","MIL",6.06
"Adam Duvall",4400,"CIN","OF","MIL",7.64
"Scooter Gennett",4300,"CIN","2B/OF","MIL",7.31
"Devin Mesoraco",3400,"CIN","C","MIL",5.57
"Billy Hamilton",4000,"CIN","OF","MIL",7.27
"Zack Cozart",3400,"CIN","SS","MIL",6.38
"Joey Votto",4700,"CIN","1B","MIL",8.97
"Hanley Ramirez",4100,"BOS","1B","MIN",7.25
"Robbie Grossman",3600,"MIN","OF","BOS",5.98
"Kurt Suzuki",3300,"ATL","C","SDP",4.62
"Erick Aybar",3200,"SDP","SS","ATL",5.9
"Jefry Marte",3000,"LAA","1B","LAD",3.85
"Kole Calhoun",3000,"LAA","OF","LAD",3.72
"Albert Pujols",3200,"LAA","1B","LAD",4.89
"Yunel Escobar",2800,"LAA","3B","LAD",4.44
"Austin Hedges",3100,"SDP","C","ATL",5.45
"Hunter Renfroe",2900,"SDP","OF","ATL",7.05
"Cory Spangenberg",3200,"SDP","3B/OF","ATL",5.52
"Carlos Asuaje",2400,"SDP","SS","ATL",5.14
"Wil Myers",4100,"SDP","1B","ATL",8.14
"Manuel Margot",3100,"SDP","OF","ATL",6.47
"Jose Pirela",3600,"SDP","2B","ATL",6.09
"Andrelton Simmons",3000,"LAA","SS","LAD",4.14
"Danny Espinosa",2700,"LAA","2B","LAD",3.21
"Cody Bellinger",5500,"LAD","1B/OF","LAA",10.36
"Yasmani Grandal",4100,"LAD","C","LAA",6.78
"Chase Utley",3300,"LAD","1B/2B","LAA",5.9
"Justin Turner",4500,"LAD","3B","LAA",8.52
"Logan Forsythe",3000,"LAD","2B/3B","LAA",5.72
"Enrique Hernandez",3500,"LAD","2B/OF","LAA",5.68
"Yasiel Puig",3500,"LAD","OF","LAA",5.95
"Corey Seager",5300,"LAD","SS","LAA",8.3
"Eric Young",2900,"LAA","OF","LAD",4.02
"Martin Maldonado",2900,"LAA","C","LAD",3.26
"Cameron Maybin",3500,"LAA","OF","LAD",5.44
"Joc Pederson",4400,"LAD","OF","LAA",6.79
"Christopher Taylor",4200,"LAD","2B/OF","LAA",6.8
"Johan Camargo",2500,"ATL","3B","SDP",5.25
