"Name","Salary","Team","Position","OppTeam","Projections"
"Johnny Cueto",8100,"SFG","SP","COL",16.44
"Tyler Chatwood",6100,"COL","SP","SFG",10.85
"Hector Santiago",6400,"MIN","SP","DET",13.18
"Justin Verlander",10300,"DET","SP","MIN",21.9
"Corey Kluber",10800,"CLE","SP","CHW",24.13
"Jose Quintana",7700,"CHW","SP","CLE",14.23
"Alex Wood",6800,"LAD","SP","ARI",13.43
"Taijuan Walker",7900,"ARI","SP","LAD",13.89
"Adam Conley",7000,"MIA","SP","SDP",18.24
"Trevor Cahill",5600,"SDP","SP","MIA",16.8
"Mat Latos",5500,"TOR","SP","LAA",11.93
"Alex Meyer",4700,"LAA","SP","TOR",10.05
"Hisashi Iwakuma",7500,"SEA","SP","OAK",13.96
"Sean Manaea",7800,"OAK","SP","SEA",18.85
"Wily Peralta",5700,"MIL","SP","STL",12.74
"Adam Wainwright",6000,"STL","SP","MIL",13.4
"Jeremy Hellickson",7300,"PHI","SP","ATL",15.11
"Jon Lester",10600,"CHC","SP","CIN",24.64
"Bartolo Colon",6900,"ATL","SP","PHI",13.93
"Tyler Glasnow",6600,"PIT","SP","NYY",14.65
"Dylan Bundy",6900,"BAL","SP","BOS",18.98
"CC Sabathia",7400,"NYY","SP","PIT",15.26
"Tim Adleman",4500,"CIN","SP","CHC",11.7
"Michael Fiers",7200,"HOU","SP","TBR",14.57
"Nate Karns",5900,"KCR","SP","TEX",13.85
"Cole Hamels",9300,"TEX","SP","KCR",19.35
"Jacob deGrom",10200,"NYM","SP","WAS",21.9
"Tanner Roark",8000,"WAS","SP","NYM",16.74
"Alex Cobb",7100,"TBR","SP","HOU",16.21
"Drew Pomeranz",6700,"BOS","SP","BAL",16.17
