"Name","Salary","Team","Position","OppTeam","Projections"
<<<<<<< Updated upstream
"Freddie Freeman",4900,"ATL","1B/3B","ARI",7.97
"Ender Inciarte",3800,"ATL","OF","ARI",6.5
"Matt Kemp",3500,"ATL","OF","ARI",6.73
"Matt Adams",3800,"ATL","1B","ARI",6.09
"Johan Camargo",3500,"ATL","3B","ARI",4.74
"Chase Utley",4000,"LAD","1B/2B","MIN",6.46
"Sean Rodriguez",2000,"ATL","1B/2B","ARI",4.96
"Tyler Flowers",3300,"ATL","C","ARI",5.34
"Brandon Phillips",4000,"ATL","2B","ARI",5.48
"Ketel Marte",3200,"ARI","SS","ATL",5.43
"Gregor Blanco",4500,"ARI","OF","ATL",6.21
"Daniel Descalso",3500,"ARI","2B/OF","ATL",6.26
"A.J. Pollock",5000,"ARI","OF","ATL",8.22
"J.D. Martinez",4700,"ARI","OF","ATL",7.07
"Nick Markakis",3600,"ATL","OF","ARI",5.6
"Dansby Swanson",2400,"ATL","SS","ARI",4.51
"Corey Seager",5100,"LAD","SS","MIN",10.41
"Yasiel Puig",3900,"LAD","OF","MIN",6.69
"Miguel Sano",4600,"MIN","3B","LAD",9.29
"Max Kepler",3300,"MIN","OF","LAD",6.14
"Brian Dozier",3900,"MIN","2B","LAD",9.13
"Robbie Grossman",2800,"MIN","OF","LAD",7.09
"Jason Castro",2600,"MIN","C","LAD",5.26
"Eddie Rosario",3300,"MIN","OF","LAD",5.26
"Jorge Polanco",2300,"MIN","SS","LAD",5.61
"Trayce Thompson",3000,"LAD","OF","MIN",5.81
"Austin Barnes",3400,"LAD","C","MIN",5.17
"Christopher Taylor",4700,"LAD","2B/OF","MIN",7.33
"Cody Bellinger",4800,"LAD","1B/OF","MIN",10.43
"Yasmani Grandal",4500,"LAD","C","MIN",6.85
"Logan Forsythe",3300,"LAD","2B/3B","MIN",6.87
"Enrique Hernandez",3700,"LAD","OF/SS","MIN",6.01
"Joc Pederson",3700,"LAD","OF","MIN",7.87
"Justin Turner",4700,"LAD","3B","MIN",8.28
"Chris Iannetta",3600,"ARI","C","ATL",5.11
"Chris Owings",3300,"ARI","OF/SS","ATL",6.76
"Nolan Arenado",5400,"COL","3B","STL",9.71
"DJ LeMahieu",4400,"COL","2B","STL",7
"Charlie Blackmon",5300,"COL","OF","STL",10.67
"Mark Reynolds",4600,"COL","1B","STL",7.5
"Ian Desmond",4000,"COL","1B/OF","STL",7.51
"Trevor Story",4400,"COL","SS","STL",7.41
"Tony Wolters",2400,"COL","C","STL",5.27
"Ichiro Suzuki",3100,"MIA","OF","TEX",4.57
"Miguel Rojas",2800,"MIA","3B/SS","TEX",4.38
"Delino DeShields",4100,"TEX","OF","MIA",6.61
"Joey Gallo",3700,"TEX","1B/3B","MIA",5.95
"Shin-Soo Choo",4500,"TEX","OF","MIA",6.37
"Robinson Chirinos",3700,"TEX","C","MIA",5.8
"Adrian Beltre",4000,"TEX","3B","MIA",8.59
"Carlos Gomez",3600,"TEX","OF","MIA",7.12
"Mike Napoli",3900,"TEX","1B","MIA",7.08
"Gerardo Parra",4900,"COL","OF","STL",6.76
"Carlos Gonzalez",3600,"COL","OF","STL",7.32
"David Peralta",4500,"ARI","OF","ATL",9.07
