"Name","Salary","Team","Position","OppTeam","Projections"
"Brandon Drury",3400,"ARI","2B","STL",5.61
"Daniel Descalso",3500,"ARI","2B/OF","STL",5.8
"J.D. Martinez",5100,"ARI","OF","STL",8.26
"Chris Owings",3200,"ARI","OF/SS","STL",6.17
"Jake Lamb",5200,"ARI","3B","STL",8.63
"A.J. Pollock",5300,"ARI","OF","STL",8.37
"David Peralta",4900,"ARI","OF","STL",8.5
"Paul Goldschmidt",5200,"ARI","1B","STL",9.46
"Jedd Gyorko",3400,"STL","3B","ARI",6.14
"Matt Carpenter",3500,"STL","1B","ARI",7.72
"Paul DeJong",3800,"STL","2B/SS","ARI",6.77
"Kolten Wong",3300,"STL","2B","ARI",5.56
"Randal Grichuk",4200,"STL","OF","ARI",5.94
"Thomas Pham",4600,"STL","OF","ARI",7.7
"Luke Voit",2800,"STL","1B","ARI",5.17
"Greg Garcia",2700,"STL","2B/3B","ARI",4.62
"Yadier Molina",3300,"STL","C","ARI",5.55
"Chris Iannetta",3200,"ARI","C","STL",5.19
"Miguel Rojas",2400,"MIA","3B/SS","CIN",4.84
"Scott Schebler",3100,"CIN","OF","MIA",5.52
"Patrick Kivlehan",2500,"CIN","OF","MIA",5.45
"Devin Mesoraco",2500,"CIN","C","MIA",6.69
"Eugenio Suarez",3900,"CIN","3B","MIA",7.29
"Adam Duvall",4400,"CIN","OF","MIA",8.31
"Billy Hamilton",4000,"CIN","OF","MIA",8.38
"Zack Cozart",4500,"CIN","SS","MIA",7.41
"Joey Votto",5100,"CIN","1B","MIA",8.43
"J.T. Realmuto",3700,"MIA","C","CIN",7.16
"Dee Gordon",4300,"MIA","2B","CIN",8.53
"Derek Dietrich",3100,"MIA","3B","CIN",5.91
"Tomas Telis",2800,"MIA","C","CIN",4.33
"Tyler Moore",3300,"MIA","1B/OF","CIN",5.14
"Mike Aviles",2500,"MIA","2B/OF","CIN",4.42
"Marcell Ozuna",4400,"MIA","OF","CIN",8.3
"Christian Yelich",4000,"MIA","OF","CIN",8.78
"Giancarlo Stanton",5700,"MIA","OF","CIN",9.45
"Harrison Bader",2700,"STL","OF","ARI",5.25
"Timothy Anderson",2700,"CHW","SS","CHC",5.45
"Travis d'Arnaud",3600,"NYM","C","SDP",4.87
"Asdrubal Cabrera",3900,"NYM","2B/SS","SDP",6.2
"Wilmer Flores",4000,"NYM","1B/3B","SDP",4.6
"Jose Reyes",3700,"NYM","3B/SS","SDP",5.75
"Lucas Duda",4300,"NYM","1B","SDP",7.82
"T.J. Rivera",3200,"NYM","1B/3B","SDP",5.71
"Michael Conforto",5400,"NYM","OF","SDP",7.95
"Jay Bruce",4400,"NYM","OF","SDP",8.54
"Carlos Asuaje",3200,"SDP","2B","NYM",5.95
"Cory Spangenberg",4000,"SDP","3B/OF","NYM",6.09
"Hector Sanchez",3100,"SDP","C","NYM",5.59
"Allen Cordoba",2000,"SDP","OF/SS","NYM",5.91
"Manuel Margot",3000,"SDP","OF","NYM",6.29
"Jabari Blash",3100,"SDP","OF","NYM",5.14
"Jose Pirela",3700,"SDP","OF","NYM",6.02
"Wil Myers",4000,"SDP","1B","NYM",7.9
"Hunter Renfroe",4000,"SDP","OF","NYM",6.09
"Yoenis Cespedes",4700,"NYM","OF","SDP",6.3
"Jon Jay",3200,"CHC","OF","CHW",5.9
"Kevan Smith",2300,"CHW","C","CHC",4.27
"Yolmer Sanchez",2600,"CHW","2B","CHC",5.16
"Matt Davidson",3200,"CHW","1B/3B","CHC",6.97
"Jose Abreu",3700,"CHW","1B","CHC",8.14
"Alen Hanson",3000,"CHW","2B/OF","CHC",4.91
"Melky Cabrera",3600,"CHW","OF","CHC",5.99
"Yoan Moncada",3300,"CHW","2B/3B","CHC",5.85
"Adam Engel",2900,"CHW","OF","CHC",5.29
"Ben Zobrist",4400,"CHC","2B/OF","CHW",8.12
"Anthony Rizzo",5300,"CHC","1B","CHW",11.18
"Jason Heyward",4000,"CHC","OF","CHW",7.83
"Kris Bryant",5500,"CHC","3B","CHW",10.41
"Kyle Schwarber",3700,"CHC","OF","CHW",8.33
"Ian Happ",4600,"CHC","2B/OF","CHW",8.28
"Javier Baez",4300,"CHC","2B/SS","CHW",5.94
"Addison Russell",3800,"CHC","SS","CHW",6.72
"Willson Contreras",4800,"CHC","C","CHW",8.07
"Jose Peraza",2600,"CIN","2B/SS","MIA",4.6
"Scooter Gennett",4300,"CIN","2B/OF","MIA",6.18
"Edwin Encarnacion",5000,"CLE","1B","LAA",9.16
"Jose Ramirez",4800,"CLE","2B/3B","LAA",8.34
"Michael Brantley",4800,"CLE","OF","LAA",8.2
"Francisco Lindor",4700,"CLE","SS","LAA",8.07
"Roberto Perez",2800,"CLE","C","LAA",4.01
"Luis Valbuena",3800,"LAA","1B/3B","CLE",5.78
"Ben Revere",3600,"LAA","OF","CLE",5.78
"Kaleb Cowart",2400,"LAA","3B","CLE",4.81
"Bradley Zimmer",4400,"CLE","OF","LAA",8.44
"Carlos Santana",4600,"CLE","1B","LAA",7.52
"Ryon Healy",2800,"OAK","1B/3B","TOR",5.71
"Khris Davis",3800,"OAK","OF","TOR",7.63
"Matt Joyce",3300,"OAK","OF","TOR",6.07
"Brandon Guyer",3400,"CLE","OF","LAA",4.64
"Juan Graterol",2500,"LAA","C","CLE",4.45
"Giovanny Urshela",3000,"CLE","3B","LAA",4.97
"C.J. Cron",3500,"LAA","1B","CLE",4.87
"Andrelton Simmons",3700,"LAA","SS","CLE",5.95
"Albert Pujols",3800,"LAA","1B","CLE",6.41
"Brian Goodwin",4300,"WAS","OF","MIL",7
"Bryce Harper",5800,"WAS","OF","MIL",11.73
"Ryan Zimmerman",4400,"WAS","1B","MIL",7.91
"Jonathan Villar",3200,"MIL","2B","WAS",5.36
"Travis Shaw",3600,"MIL","3B","WAS",6.99
