"Name","Salary","Team","Position","OppTeam","Projections"
"Bronson Arroyo",5500,"CIN","SP","MIL",8.43
"Jimmy Nelson",6700,"MIL","SP","CIN",12.06
"Francisco Liriano",8000,"TOR","SP","BAL",15.31
"Kevin Gausman",8700,"BAL","SP","TOR",11.99
"Robert Gsellman",7000,"NYM","SP","MIA",14.79
"Wei-Yin Chen",7700,"MIA","SP","NYM",14.79
"Madison Bumgarner",12500,"SFG","SP","COL",25.73
"Jon Gray",10000,"COL","SP","SFG",14.72
"Jason Vargas",6300,"KCR","SP","OAK",16.26
"Jesse Hahn",5700,"OAK","SP","KCR",11.03
"Luis Severino",6200,"NYY","SP","TBR",16.2
"Matt Andriese",5800,"TBR","SP","NYY",12.54
"Hyun-Jin Ryu",9000,"LAD","SP","CHC",12.76
"Eduardo Rodriguez",6600,"BOS","SP","PIT",16.12
"Chad Kuhl",5500,"PIT","SP","BOS",8.79
"Jordan Zimmermann",7300,"DET","SP","MIN",15.95
"Brett Anderson",7000,"CHC","SP","LAD",13.82
"Yu Darvish",11500,"TEX","SP","LAA",20.72
"Josh Tomlin",6200,"CLE","SP","CHW",16.28
"Miguel Gonzalez",5800,"CHW","SP","CLE",12.56
"Ricky Nolasco",7800,"LAA","SP","TEX",13.25
"Phil Hughes",6100,"MIN","SP","DET",12.2
