"Name","Salary","Team","Position","OppTeam","Projections"
"Jose Bautista",5000,TOR,OF,CIN,8.32
"Tucker Barnhart",2700,CIN,C,TOR,4.59
"Devin Mesoraco",2900,CIN,C,TOR,4.82
"Kendrys Morales",3600,TOR,1B,CIN,8.54
"Luke Maile",2300,TOR,C,CIN,4.75
"Ezequiel Carrera",2700,TOR,OF,CIN,5.95
"Chris Coghlan",2800,TOR,3B,CIN,4.75
"Justin Smoak",3800,TOR,1B,CIN,7.44
"Scott Schebler",4000,CIN,OF,TOR,6.62
"Zack Cozart",3800,CIN,SS,TOR,6.24
"Billy Hamilton",4500,CIN,OF,TOR,6.74
"Miguel Montero",3100,CHC,C,SDP,6.52
"Allen Cordoba",2300,SDP,OF/SS,CHC,6.35
"Jose Peraza",3800,CIN,2B,TOR,5.31
"Joey Votto",4700,CIN,1B,TOR,8.38
"Adam Duvall",4000,CIN,OF,TOR,6.66
"Eugenio Suarez",4500,CIN,3B,TOR,6.27
"Ryan Goins",2900,TOR,SS,CIN,5.66
"Kevin Pillar",3700,TOR,OF,CIN,7.58
"Derek Dietrich",3200,MIA,3B,PHI,6.84
"Marcell Ozuna",3900,MIA,OF,PHI,7.13
"Justin Bour",4800,MIA,1B,PHI,6.52
"J.T. Riddle",2600,MIA,SS,PHI,5.62
"Tyler Moore",2700,MIA,1B/OF,PHI,5.35
"Maikel Franco",3600,PHI,3B,MIA,7.09
"Odubel Herrera",2900,PHI,OF,MIA,7
"Giancarlo Stanton",4300,MIA,OF,PHI,7.75
"Christian Yelich",3800,MIA,OF,PHI,8.11
"Russell Martin",3200,TOR,C,CIN,6.55
"Josh Donaldson",4600,TOR,3B,CIN,9.12
"Troy Tulowitzki",3900,TOR,SS,CIN,7.36
"Scooter Gennett",3700,CIN,2B/OF,TOR,4.9
"Devon Travis",3600,TOR,2B,CIN,5.64
"J.T. Realmuto",3800,MIA,C,PHI,5.87
"Dee Gordon",4400,MIA,2B,PHI,8.05
"Matthew Szczur",2600,SDP,OF,CHC,5.66
"Cory Spangenberg",2500,SDP,3B/OF,CHC,6.81
"T.J. Rivera",3100,NYM,1B/3B,MIL,5.86
"Neil Walker",3800,NYM,2B,MIL,8.02
"Curtis Granderson",3400,NYM,OF,MIL,6.85
"Jay Bruce",4500,NYM,1B/OF,MIL,9.72
"Lucas Duda",3800,NYM,1B,MIL,6.86
"Asdrubal Cabrera",3600,NYM,SS,MIL,7.36
"Jose Reyes",3700,NYM,3B/SS,MIL,6.88
"Rene Rivera",2600,NYM,C,MIL,5.04
"Michael Conforto",5300,NYM,OF,MIL,9.58
"Manuel Pina",3200,MIL,C,NYM,5.66
"Hernan Perez",3400,MIL,3B/OF,NYM,6.79
"Domingo Santana",3600,MIL,OF,NYM,7.42
"Eric Thames",4500,MIL,1B,NYM,9.62
"Keon Broxton",3900,MIL,OF,NYM,5.25
"Jett Bandy",3200,MIL,C,NYM,5.18
"Eric Sogard",3100,MIL,2B,NYM,5.63
"Orlando Arcia",3300,MIL,SS,NYM,4.68
"Travis d'Arnaud",3300,NYM,C,MIL,5.55
"Wilmer Flores",3600,NYM,1B/3B,MIL,6.14
"Yangervis Solarte",2800,SDP,2B,CHC,6.39
"Wil Myers",3500,SDP,1B,CHC,7.92
"Jason Heyward",3600,CHC,OF,SDP,6.58
"Ryan Schimpf",3200,SDP,3B,CHC,7.14
"Hunter Renfroe",3400,SDP,OF,CHC,6.65
"Erick Aybar",2100,SDP,SS,CHC,4.99
"Austin Hedges",2300,SDP,C,CHC,5.62
"Ian Happ",4200,CHC,2B,SDP,6.8
"Javier Baez",4400,CHC,2B/SS,SDP,6.48
"Kris Bryant",5200,CHC,3B,SDP,8.46
"Kyle Schwarber",4200,CHC,OF,SDP,7.02
"Anthony Rizzo",5300,CHC,1B,SDP,8.61
"Ben Zobrist",4200,CHC,2B/OF,SDP,6.73
"Addison Russell",3300,CHC,SS,SDP,6.15
"Jon Jay",3100,CHC,OF,SDP,6.07
"Willson Contreras",3400,CHC,C,SDP,6.14
"Aaron Altherr",4200,PHI,OF,MIA,7.77
"Tommy Joseph",4000,PHI,1B,MIA,7.6
"Ryan Rua",3400,TEX,1B/OF,TBR,6.03
"Robinson Chirinos",3500,TEX,C,TBR,5.8
"Delino DeShields",3600,TEX,OF,TBR,6.32
"Jared Hoying",2800,TEX,OF,TBR,6.18
"Dansby Swanson",3000,ATL,SS,LAA,5.57
"Tyler Flowers",3300,ATL,C,LAA,5.9
"Brandon Phillips",4100,ATL,2B,LAA,5.7
"Nick Markakis",3400,ATL,OF,LAA,6.6
"Joey Gallo",4100,TEX,3B,TBR,7.61
"Shin-Soo Choo",3800,TEX,OF,TBR,7.59
"Elvis Andrus",4200,TEX,SS,TBR,7.08
"Jesus Sucre",2800,TBR,C,TEX,4.71
"Steve Souza",4100,TBR,OF,TEX,8.39
"Nomar Mazara",4400,TEX,OF,TBR,8.03
"Mike Napoli",4100,TEX,1B,TBR,6.78
"Jonathan Lucroy",3600,TEX,C,TBR,6.98
"Rougned Odor",3700,TEX,2B,TBR,8
"Matt Kemp",4000,ATL,OF,LAA,7.95
"Ender Inciarte",4300,ATL,OF,LAA,7.1
"Cameron Maybin",4900,LAA,OF,ATL,6.54
"Andrelton Simmons",3600,LAA,SS,ATL,5.91
"Danny Espinosa",2900,LAA,2B,ATL,5
"Cliff Pennington",2100,LAA,2B/SS,ATL,4.65
"Ben Revere",3200,LAA,OF,ATL,4.82
"Jefry Marte",3300,LAA,1B,ATL,6.13
"Luis Valbuena",3100,LAA,1B/3B,ATL,6.26
"Kole Calhoun",3100,LAA,OF,ATL,6.47
"Albert Pujols",4200,LAA,1B,ATL,6.39
"Danny Santana",2900,ATL,2B/OF,LAA,4.72
"Jace Peterson",2800,ATL,2B/OF,LAA,5.45
"Kurt Suzuki",2900,ATL,C,LAA,4.92
"Rio Ruiz",2700,ATL,3B,LAA,5.33
"Matt Adams",3400,ATL,1B/OF,LAA,6.26
"Mike Trout",5600,LAA,OF,ATL,8.52
"Martin Maldonado",2100,LAA,C,ATL,5.09
"Daniel Robertson",2600,TBR,2B/3B,TEX,5.9
"Rickie Weeks",2900,TBR,1B,TEX,6.62
"Miguel Cabrera",4800,DET,1B,KCR,9.68
"Jose Iglesias",2400,DET,SS,KCR,5.58
"J.D. Martinez",5200,DET,OF,KCR,8.26
"Victor Martinez",3800,DET,1B,KCR,6.71
"Alex Gordon",3100,KCR,OF,DET,5.25
"Eric Hosmer",3600,KCR,1B,DET,6.09
"Lorenzo Cain",3600,KCR,OF,DET,7.31
"Alex Avila",3400,DET,1B/C,KCR,5.62
"Justin Upton",3600,DET,OF,KCR,7.08
"Michael Saunders",3500,PHI,OF,MIA,7.08
"Cesar Hernandez",3900,PHI,2B,MIA,7.03
"Freddy Galvis",3000,PHI,SS,MIA,5.8
"Cameron Rupp",3200,PHI,C,MIA,5.81
"Andrew Knapp",3200,PHI,C,MIA,5.36
"Nick Castellanos",3400,DET,3B,KCR,6.49
"Andrew Romine",3000,DET,2B/OF,KCR,5.26
"Salvador Perez",3500,KCR,C,DET,7.22
"Cheslor Cuthbert",3200,KCR,3B,DET,5.43
"Evan Longoria",3700,TBR,3B,TEX,8.56
"Kevin Kiermaier",3500,TBR,OF,TEX,5.44
"Corey Dickerson",4800,TBR,OF,TEX,5.87
"Peter Bourjos",2800,TBR,OF,TEX,5.54
"Logan Morrison",4200,TBR,1B,TEX,5.46
"Tim Beckham",2800,TBR,SS,TEX,6.82
"Derek Norris",2700,TBR,C,TEX,5.62
"Colby Rasmus",3800,TBR,OF,TEX,5.71
"JaCoby Jones",2800,DET,OF,KCR,6.13
"Mike Moustakas",3700,KCR,3B,DET,5.73
"Whit Merrifield",3400,KCR,2B,DET,5.64
"Alcides Escobar",2400,KCR,SS,DET,5.56
"Jorge Bonifacio",3500,KCR,OF,DET,5.17
"Brandon Moss",3600,KCR,OF,DET,5.45
"John Hicks",2700,DET,1B/C,KCR,5.48
"Jorge Soler",3400,KCR,OF,DET,5.34
"Jonathan Villar",4500,MIL,2B,NYM,8.31
"Travis Shaw",3800,MIL,3B,NYM,8.2
"Timothy Anderson",4200,CHW,SS,BOS,6.1
"Carlos Sanchez",3400,CHW,2B,BOS,5.24
"Matt Davidson",3800,CHW,1B/3B,BOS,5.55
"Kevan Smith",2700,CHW,C,BOS,5.1
"Chris Young",3500,BOS,OF,CHW,6.9
"Chase Utley",3000,LAD,1B/2B,STL,5.92
"Adam Engel",2500,CHW,OF,BOS,4.18
"Sam Travis",3200,BOS,1B,CHW,6.22
"Melky Cabrera",3800,CHW,OF,BOS,6.8
"Todd Frazier",3900,CHW,3B,BOS,7.37
"Jackie Bradley",4300,BOS,OF,CHW,5.75
"Xander Bogaerts",4900,BOS,SS,CHW,8.53
"Hanley Ramirez",4500,BOS,1B,CHW,8.25
"Deven Marrero",2700,BOS,3B,CHW,6.08
"Christian Vazquez",2900,BOS,C,CHW,5.92
"Jose Abreu",4800,CHW,1B,BOS,7.46
"Avisail Garcia",4600,CHW,OF,BOS,7
"Corey Seager",4400,LAD,SS,STL,8.98
"Yasiel Puig",3500,LAD,OF,STL,6.52
"Jose Martinez",2600,STL,1B/OF,LAD,4.81
"Dexter Fowler",3900,STL,OF,LAD,7.19
"Thomas Pham",3800,STL,OF,LAD,5.83
"Paul DeJong",2700,STL,3B,LAD,3.95
"Gerardo Parra",4100,COL,OF,SEA,8.64
"DJ LeMahieu",4500,COL,2B,SEA,8.24
"Charlie Blackmon",5700,COL,OF,SEA,11.6
"Yadier Molina",3200,STL,C,LAD,6.04
"Matt Carpenter",3700,STL,1B,LAD,5.9
"Christopher Taylor",3700,LAD,2B,STL,6.46
"Cody Bellinger",3900,LAD,1B/OF,STL,7.06
"Yasmani Grandal",3600,LAD,C,STL,6.67
"Adrian Gonzalez",3200,LAD,1B,STL,6.88
"Logan Forsythe",3700,LAD,2B/3B,STL,6.85
"Jedd Gyorko",3600,STL,3B,LAD,7.72
"Aledmys Diaz",3400,STL,SS,LAD,6.74
"Mookie Betts",5100,BOS,OF,CHW,10.76
"Dustin Pedroia",4400,BOS,2B,CHW,8.35
"Chase Headley",3200,NYY,3B,BAL,5.5
"Starlin Castro",3500,NYY,2B,BAL,6.59
"Matt Holliday",3600,NYY,1B,BAL,6.98
"Aaron Judge",4900,NYY,OF,BAL,7.22
"Gary Sanchez",4600,NYY,C,BAL,7.35
"Caleb Joseph",2600,BAL,C,NYY,4.54
"Chris Carter",4000,NYY,1B,BAL,5.91
"Didi Gregorius",4100,NYY,SS,BAL,6.58
"Brett Gardner",4600,NYY,OF,BAL,7.22
"Aaron Hicks",4300,NYY,OF,BAL,5.61
"Mark Trumbo",3900,BAL,OF,NYY,8.3
"Welington Castillo",3600,BAL,C,NYY,6.71
"Chris Davis",3800,BAL,1B,NYY,6.09
"Jonathan Schoop",3400,BAL,2B,NYY,5.96
"Manny Machado",4200,BAL,3B,NYY,10.09
"Joey Rickard",3400,BAL,OF,NYY,6.09
"Trey Mancini",3300,BAL,1B/OF,NYY,6.79
"Carlos Correa",4700,HOU,SS,MIN,8.72
"George Springer",4000,HOU,OF,MIN,8.64
"Jorge Polanco",3300,MIN,SS,HOU,6.01
