"Name","Salary","Team","Position","OppTeam","Projections"
"Michael Clevinger",5100,"CLE","SP","COL",9.93
"Antonio Senzatela",5300,"COL","SP","CLE",10.27
"Jakob Junis",5700,"KCR","SP","HOU",8.57
"David Paulino",6200,"HOU","SP","KCR",14.64
"Jeff Locke",5400,"MIA","SP","CHC",13.72
"Jake Arrieta",9000,"CHC","SP","MIA",24.14
"Dinelson Lamet",6800,"SDP","SP","ARI",17.12
"Robbie Ray",11900,"ARI","SP","SDP",24.01
"Max Scherzer",13000,"WAS","SP","LAD",26.83
"Brandon McCarthy",7800,"LAD","SP","WAS",15.98
"James Paxton",8800,"SEA","SP","MIN",24.91
"Hector Santiago",5500,"MIN","SP","SEA",12.06
"Marco Estrada",9200,"TOR","SP","OAK",20.31
"Jesse Hahn",5600,"OAK","SP","TOR",13.75
"Dillon Gee",4600,"TEX","SP","NYM",10.35
"Jacob deGrom",10900,"NYM","SP","TEX",22.89
"Daniel Norris",6700,"DET","SP","LAA",17.42
"Adam Wainwright",8100,"STL","SP","CIN",19.27
"Jesse Chavez",6600,"LAA","SP","DET",14.06
"Kevin Gausman",6900,"BAL","SP","PIT",12.63
"Masahiro Tanaka",7500,"NYY","SP","BOS",17.96
"Ivan Nova",6100,"PIT","SP","BAL",16.89
"Tim Adleman",5800,"CIN","SP","STL",11.74
"Jose Quintana",8200,"CHW","SP","TBR",16.58
"Matt Cain",5200,"SFG","SP","MIL",13.51
"Chase Anderson",7900,"MIL","SP","SFG",19.21
"Jaime Garcia",7300,"ATL","SP","PHI",17.9
"Aaron Nola",6000,"PHI","SP","ATL",16.88
"Chris Archer",10600,"TBR","SP","CHW",28.7
"Drew Pomeranz",7600,"BOS","SP","NYY",18.48
