"Name","Salary","Team","Position","OppTeam","Projections"
"Joey Gallo",3500,"TEX","3B/OF","OAK",7.11
"Jonathan Lucroy",3900,"TEX","C","OAK",7.35
"Rougned Odor",4200,"TEX","2B","OAK",7.38
"Elvis Andrus",3700,"TEX","SS","OAK",6.03
"Ryan Rua",2700,"TEX","1B/OF","OAK",5.96
"Scott Van Slyke",3400,"LAD","OF","COL",7.32
"Franklin Gutierrez",4300,"LAD","OF","COL",7.7
"Mike Napoli",3800,"TEX","1B","OAK",7.33
"Nomar Mazara",4000,"TEX","OF","OAK",6.36
"Adam Rosales",2500,"OAK","2B/3B","TEX",5.11
"Trevor Plouffe",3800,"OAK","3B","TEX",6.24
"Marcus Semien",3700,"OAK","3B/SS","TEX",5.63
"Delino DeShields",3400,"TEX","OF","OAK",5.56
"Shin-Soo Choo",4100,"TEX","OF","OAK",5.68
"Carlos Gomez",3800,"TEX","OF","OAK",7.79
"Corey Seager",5100,"LAD","SS","COL",8.73
"Justin Turner",4600,"LAD","3B","COL",9.71
"Gerardo Parra",3800,"COL","OF","LAD",8.1
"Trevor Story",4600,"COL","SS","LAD",7.88
"Nolan Arenado",5000,"COL","3B","LAD",9.84
"Mark Reynolds",4400,"COL","1B/3B","LAD",7.42
"Dustin Garneau",3300,"COL","C","LAD",5.66
"Mitch Haniger",3100,"SEA","OF","LAA",6.2
"Jean Segura",3800,"SEA","2B/SS","LAA",7.28
"Carlos Gonzalez",4800,"COL","OF","LAD",9.49
"DJ LeMahieu",4300,"COL","2B/3B","LAD",8.13
"Logan Forsythe",4600,"LAD","2B","COL",8.84
"Enrique Hernandez",3400,"LAD","2B/OF","COL",6.96
"Joc Pederson",4700,"LAD","OF","COL",6.29
"Yasmani Grandal",4300,"LAD","C","COL",7.1
"Charlie Blackmon",5000,"COL","OF","LAD",9.37
"Yasiel Puig",4600,"LAD","OF","COL",8.35
"Jed Lowrie",3000,"OAK","2B","TEX",6.49
"Josh Phegley",3200,"OAK","C","TEX",5.65
"Billy Hamilton",3600,"CIN","OF","STL",5.96
"Jake Marisnick",2600,"HOU","OF","KCR",5.1
"Josh Reddick",3500,"HOU","OF","KCR",5.52
"Jose Peraza",3300,"CIN","2B/SS","STL",5.47
"Joey Votto",4400,"CIN","1B","STL",7.29
"Scott Schebler",3300,"CIN","OF","STL",5.1
"Adam Duvall",3700,"CIN","1B/OF","STL",6.17
"Brian McCann",3300,"HOU","C","KCR",4.84
"Evan Gattis",3800,"HOU","C","KCR",6.69
"George Springer",4400,"HOU","OF","KCR",8.49
"Marwin Gonzalez",2900,"HOU","1B/3B","KCR",5.59
"Alex Bregman",3900,"HOU","3B","KCR",6.41
"Jose Altuve",4800,"HOU","2B","KCR",9.8
"Carlos Beltran",3700,"HOU","OF","KCR",7.53
"Carlos Correa",4700,"HOU","SS","KCR",8.14
"Zack Cozart",3100,"CIN","SS","STL",5.27
"Tucker Barnhart",2500,"CIN","C","STL",4.22
"Matt Adams",3000,"STL","1B","CIN",5.28
"Scooter Gennett",3300,"CIN","2B","STL",4.85
"Kolten Wong",2900,"STL","2B","CIN",5.31
"Rajai Davis",4000,"OAK","OF","TEX",6.28
"Mark Canha",3200,"OAK","1B/OF","TEX",5.62
"Khris Davis",4200,"OAK","OF","TEX",8.07
"Ryon Healy",3700,"OAK","1B/3B","TEX",7.07
"Randal Grichuk",3600,"STL","OF","CIN",7.25
"Stephen Piscotty",3900,"STL","OF","CIN",7.65
"Dexter Fowler",4200,"STL","OF","CIN",8.56
"Jedd Gyorko",3400,"STL","2B/3B","CIN",6.26
"Aledmys Diaz",3900,"STL","SS","CIN",8.29
"Matt Carpenter",4100,"STL","1B/3B","CIN",9.19
"Yadier Molina",3300,"STL","C","CIN",6.06
"Jhonny Peralta",3100,"STL","3B/SS","CIN",7.21
"Robinson Cano",3800,"SEA","2B","LAA",7.99
"Nelson Cruz",3900,"SEA","OF","LAA",7.74
"Yangervis Solarte",3100,"SDP","2B/3B","SFG",5.97
"Wil Myers",4000,"SDP","1B/OF","SFG",6.45
"Manuel Margot",3000,"SDP","OF","SFG",5.4
"Ryan Schimpf",3200,"SDP","2B/3B","SFG",5.56
"Hunter Renfroe",2900,"SDP","OF","SFG",5.31
"Erick Aybar",2000,"SDP","SS","SFG",4.77
"Austin Hedges",2500,"SDP","C","SFG",5.18
"Travis Jankowski",2600,"SDP","OF","SFG",5.99
"Joe Panik",3400,"SFG","2B","SDP",5.27
"Hunter Pence",3800,"SFG","OF","SDP",7.49
"Brandon Belt",3800,"SFG","1B","SDP",6.55
"Buster Posey",4000,"SFG","1B/C","SDP",8.31
"Brandon Crawford",3500,"SFG","SS","SDP",6.06
"Aaron Hill",2600,"SFG","3B","SDP",6.28
"Eduardo Nunez",3600,"SFG","3B/SS","SDP",6.95
"Dee Gordon",3500,"MIA","2B","NYM",6.19
"J.T. Realmuto",2800,"MIA","C","NYM",5.55
"Curtis Granderson",3600,"NYM","OF","MIA",5.92
"Yoenis Cespedes",4100,"NYM","OF","MIA",8.6
"Asdrubal Cabrera",3400,"NYM","SS","MIA",6.78
"Neil Walker",3300,"NYM","2B","MIA",6.17
"Jay Bruce",3300,"NYM","OF","MIA",6.67
"Wilmer Flores",2900,"NYM","2B/3B","MIA",6.51
"Lucas Duda",3300,"NYM","1B","MIA",5.11
"Jose Reyes",3700,"NYM","3B/SS","MIA",7.1
"Travis d'Arnaud",2700,"NYM","C","MIA",5.24
"Giancarlo Stanton",3800,"MIA","OF","NYM",6.48
"Christian Yelich",3500,"MIA","OF","NYM",6.64
"Justin Bour",2600,"MIA","1B","NYM",5.25
"Marcell Ozuna",2900,"MIA","OF","NYM",5.3
"Adeiny Hechavarria",2300,"MIA","3B/SS","NYM",3.72
"Derek Dietrich",2500,"MIA","2B/3B","NYM",5.25
"Chris Marrero",2500,"SFG","1B/OF","SDP",5.02
"Gorkys Hernandez",2500,"SFG","OF","SDP",5.73
"C.J. Cron",3200,"LAA","1B","SEA",6.23
"Albert Pujols",3700,"LAA","1B","SEA",6.83
"Mike Trout",4900,"LAA","OF","SEA",9.02
"Cameron Maybin",3300,"LAA","OF","SEA",6.18
"Andrelton Simmons",2800,"LAA","SS","SEA",5.08
"Martin Maldonado",2300,"LAA","C","SEA",4.16
"Danny Espinosa",2700,"LAA","2B/SS","SEA",5.03
"Kole Calhoun",3400,"LAA","OF","SEA",7.08
"Yunel Escobar",2900,"LAA","3B/SS","SEA",6.61
"Danny Valencia",2900,"SEA","3B/OF","LAA",6.11
"Kyle Seager",3500,"SEA","3B","LAA",7.39
"Guillermo Heredia",2500,"SEA","OF","LAA",5.37
"Mike Zunino",2500,"SEA","C","LAA",5.18
"Ben Revere",2900,"LAA","OF","SEA",5.46
"Jarrod Dyson",2600,"SEA","OF","LAA",5.32
"Carlos Santana",4300,"CLE","1B","ARI",8.23
"Francisco Lindor",4200,"CLE","SS","ARI",8.72
"Jake Lamb",3600,"ARI","3B","CLE",7.05
"Paul Goldschmidt",4600,"ARI","1B","CLE",7.37
"Yasmany Tomas",3500,"ARI","OF","CLE",5.8
"Brandon Drury",3100,"ARI","2B/OF","CLE",5.09
"Jeff Mathis",2100,"ARI","C","CLE",4.15
"Chris Owings",3100,"ARI","OF/SS","CLE",5.63
"David Peralta",3300,"ARI","OF","CLE",7.05
"A.J. Pollock",3700,"ARI","OF","CLE",6.75
"Edwin Encarnacion",4500,"CLE","1B","ARI",8.93
"Michael Brantley",4500,"CLE","OF","ARI",6.91
"Jose Ramirez",3900,"CLE","3B/OF","ARI",7.48
"Brandon Guyer",3100,"CLE","OF","ARI",5.87
"Yan Gomes",2900,"CLE","C","ARI",6.02
"Yandy Diaz",2700,"CLE","3B","ARI",5.29
"Raul Mondesi",2300,"KCR","2B/SS","HOU",4.5
"Alcides Escobar",2900,"KCR","SS","HOU",4.61
"Ronald Torreyes",2800,"NYY","3B/SS","BAL",4.96
"Aaron Judge",4100,"NYY","OF","BAL",5.36
"Chase Headley",3500,"NYY","3B","BAL",4.74
"Trey Mancini",3300,"BAL","1B","NYY",6.48
"Adam Jones",4200,"BAL","OF","NYY",8.12
"Mark Trumbo",4400,"BAL","1B/OF","NYY",9.21
"Manny Machado",5000,"BAL","3B/SS","NYY",9.42
"Starlin Castro",3900,"NYY","2B/SS","BAL",6.51
"Jacoby Ellsbury",4100,"NYY","OF","BAL",6.22
"Derek Norris",2500,"TBR","C","TOR",5.15
"Mallex Smith",3500,"TBR","OF","TOR",4.61
"Brett Gardner",4200,"NYY","OF","BAL",5.71
"Austin Romine",2900,"NYY","C","BAL",4.81
"Matt Holliday",4300,"NYY","1B/OF","BAL",6.93
"Gregory Bird",3800,"NYY","1B","BAL",5.7
"Chris Davis",4500,"BAL","1B/OF","NYY",6.28
"Jonathan Schoop",3700,"BAL","2B/3B","NYY",5.81
"Adonis Garcia",3100,"ATL","3B/OF","PIT",5.47
"Brandon Phillips",3200,"ATL","2B","PIT",4.94
"Nick Markakis",3300,"ATL","OF","PIT",5.77
"Tyler Flowers",2800,"ATL","C","PIT",5.17
"Adam Frazier",2800,"PIT","2B/OF","ATL",5.68
"Andrew McCutchen",4100,"PIT","OF","ATL",6.96
"Starling Marte",4300,"PIT","OF","ATL",8
"Matt Kemp",3800,"ATL","OF","PIT",7.21
"Freddie Freeman",4300,"ATL","1B","PIT",7.79
"Joey Rickard",2900,"BAL","OF","NYY",6.56
"Welington Castillo",3600,"BAL","C","NYY",6.3
"J.J. Hardy",3000,"BAL","SS","NYY",5.31
"Kurt Suzuki",2400,"ATL","C","PIT",4.58
"Dansby Swanson",3000,"ATL","SS","PIT",5.93
"Ender Inciarte",3500,"ATL","OF","PIT",5.97
"Tim Beckham",2800,"TBR","2B/SS","TOR",5.54
"Logan Morrison",3000,"TBR","1B","TOR",5.83
"Nick Castellanos",3400,"DET","3B","BOS",6.73
"Ian Kinsler",3900,"DET","2B","BOS",7.5
