"Name","Salary","Team","Position","OppTeam","Projections"
"Marcus Stroman",9600,TOR,SP,LAA,20.91
"Jesse Chavez",7000,LAA,SP,TOR,14.98
"Jeff Samardzija",6400,SFG,SP,COL,8.76
"Kyle Freeland",4700,COL,SP,SFG,8.82
"Jason Hammel",6200,KCR,SP,TEX,12.47
"Yu Darvish",10800,TEX,SP,KCR,21.61
"Yovani Gallardo",6600,SEA,SP,OAK,12.18
"Andrew Triggs",6800,OAK,SP,SEA,14.2
"Zack Wheeler",8000,NYM,SP,WAS,19.61
"Max Scherzer",13900,WAS,SP,NYM,24.03
"Luis Perdomo",5400,SDP,SP,MIA,12.65
"Tom Koehler",7300,MIA,SP,SDP,14.41
"Brandon McCarthy",7400,LAD,SP,ARI,15.27
"Shelby Miller",6000,ARI,SP,LAD,12.5
"Derek Holland",6100,CHW,SP,CLE,8.6
"Danny Salazar",11300,CLE,SP,CHW,22.45
"Michael Foltynewicz",7800,ATL,SP,PHI,13.28
"Jordan Montgomery",7300,NYY,SP,PIT,17.19
"Zach Eflin",5600,PHI,SP,ATL,13.73
"Bronson Arroyo",4600,CIN,SP,CHC,7.07
"Matt Andriese",6800,TBR,SP,HOU,12.82
"John Lackey",9800,CHC,SP,CIN,18.32
"Ivan Nova",8000,PIT,SP,NYY,20.32
"Eduardo Rodriguez",6000,BOS,SP,BAL,16.62
"Michael Fulmer",9900,DET,SP,MIN,18.82
"Kyle Gibson",6200,MIN,SP,DET,11.3
"Jimmy Nelson",7200,MIL,SP,STL,12.76
"Mike Leake",7000,STL,SP,MIL,16.87
"Kevin Gausman",7400,BAL,SP,BOS,15.18
"Joseph Musgrove",7600,HOU,SP,TBR,13.59
