"Name","Salary","Team","Position","OppTeam","Projections"
"A.J. Griffin",6500,"TEX","SP","OAK",13.16
"Kyle Gibson",5400,"MIN","SP","CLE",11.3
"Danny Salazar",10300,"CLE","SP","MIN",20.7
"Charlie Morton",6500,"HOU","SP","LAA",16.86
"Jharel Cotton",8200,"OAK","SP","TEX",16.48
"Tom Koehler",7100,"MIA","SP","SEA",12.62
"Brandon McCarthy",7900,"LAD","SP","ARI",17.57
"Robbie Ray",9800,"ARI","SP","LAD",18.38
"Ariel Miranda",6300,"SEA","SP","MIA",13.03
"Jesse Chavez",6900,"LAA","SP","HOU",15.26
"John Lackey",10200,"CHC","SP","MIL",21.24
"Jordan Montgomery",6000,"NYY","SP","CHW",13.52
"Derek Holland",5700,"CHW","SP","NYY",10.86
"Steven Wright",6200,"BOS","SP","TBR",17.05
"Ivan Nova",7500,"PIT","SP","STL",17.43
"Lance Lynn",6800,"STL","SP","PIT",16.92
"Chase Anderson",6700,"MIL","SP","CHC",9.64
"Jaime Garcia",7200,"ATL","SP","SDP",14.78
"Jered Weaver",6100,"SDP","SP","ATL",12.56
"Blake Snell",6600,"TBR","SP","BOS",9.77
