"Name","Salary","Team","Position","OppTeam","Projections"
"Jose Urena",4900,"MIA","SP","CHC",15.75
"John Lackey",7400,"CHC","SP","MIA",20.46
"Yu Darvish",10500,"TEX","SP","NYM",22.82
"Zack Wheeler",7200,"NYM","SP","TEX",14.88
"Jerad Eickhoff",5800,"PHI","SP","ATL",14.26
"Michael Foltynewicz",7700,"ATL","SP","PHI",17.07
"Tyson Blach",6700,"SFG","SP","MIL",16.94
"Jimmy Nelson",7900,"MIL","SP","SFG",19.28
"Adalberto Mejia",6400,"MIN","SP","SEA",17.39
"Yovani Gallardo",5700,"SEA","SP","MIN",12.65
"Zack Greinke",12400,"ARI","SP","SDP",25.43
"Luis Perdomo",5900,"SDP","SP","ARI",13.95
"Dallas Keuchel",12500,"HOU","SP","KCR",25.46
"Jason Vargas",6100,"KCR","SP","HOU",17.02
"Bronson Arroyo",4500,"CIN","SP","STL",8.08
"Lance Lynn",6800,"STL","SP","CIN",17.53
"Jharel Cotton",6500,"OAK","SP","TOR",14.81
"Rick Porcello",7300,"BOS","SP","NYY",18.18
"Francisco Liriano",7600,"TOR","SP","OAK",18.04
"Clayton Kershaw",12800,"LAD","SP","WAS",32.84
"Kyle Freeland",5300,"COL","SP","CLE",11.38
"Stephen Strasburg",11400,"WAS","SP","LAD",26.26
"CC Sabathia",7500,"NYY","SP","BOS",14.54
"Chad Kuhl",5600,"PIT","SP","BAL",11.74
"Alex Meyer",6000,"LAA","SP","DET",14.7
"George Farmer",4000,"DET","SP","LAA",16.16
"Jacob Faria",10500,"TBR","SP","CHW",13.55
"Mike Pelfrey",5500,"CHW","SP","TBR",11.43
"Wade Miley",6900,"BAL","SP","PIT",17.42
"Trevor Bauer",6600,"CLE","SP","COL",13.07
