"Name","Salary","Team","Position","OppTeam","Projections"
"Sandy Leon",3200,"BOS","C","KCR",4.88
"Jackie Bradley",3600,"BOS","OF","KCR",6.61
"Xander Bogaerts",3700,"BOS","SS","KCR",7.03
"Mitch Moreland",3500,"BOS","1B","KCR",6.99
"Dustin Pedroia",4200,"BOS","2B","KCR",7.41
"Christian Vazquez",2400,"BOS","C","KCR",5.4
"Brock Holt",2900,"BOS","2B/OF","KCR",6.47
"Eduardo Nunez",3500,"BOS","3B/OF","KCR",7.63
"Chris Young",3100,"BOS","OF","KCR",6.13
"Hanley Ramirez",4400,"BOS","1B","KCR",7.28
"Mookie Betts",4700,"BOS","OF","KCR",8.87
"Giancarlo Stanton",5600,"MIA","OF","CIN",9.16
"Christian Yelich",4500,"MIA","OF","CIN",9.44
"J.T. Realmuto",4000,"MIA","C","CIN",6.5
"Marcell Ozuna",4500,"MIA","OF","CIN",7.81
"Derek Dietrich",3500,"MIA","3B","CIN",6.46
"Andrew Benintendi",3600,"BOS","OF","KCR",7.41
"Miguel Rojas",2500,"MIA","3B/SS","CIN",4.86
"Tyler Moore",2700,"MIA","1B/OF","CIN",4.49
"Alex Gordon",3000,"KCR","OF","BOS",5.13
"Lorenzo Cain",3800,"KCR","OF","BOS",7.89
"Chris Herrmann",3300,"ARI","C/OF","STL",6.17
"Brandon Drury",3400,"ARI","2B","STL",6.01
"Jake Lamb",4700,"ARI","3B","STL",8.93
"Paul Goldschmidt",5200,"ARI","1B","STL",9.74
"Chris Owings",3400,"ARI","OF/SS","STL",6.68
"Chris Iannetta",3300,"ARI","C","STL",5.33
"Ketel Marte",3100,"ARI","SS","STL",5.31
"Gregor Blanco",4800,"ARI","OF","STL",6.06
"Daniel Descalso",3600,"ARI","2B/OF","STL",6.09
"David Peralta",4400,"ARI","OF","STL",7.63
"Rafael Devers",3000,"BOS","3B","KCR",6.04
"Alcides Escobar",2700,"KCR","SS","BOS",5.56
"Salvador Perez",3500,"KCR","C","BOS",7.76
"Eric Hosmer",4600,"KCR","1B","BOS",6.01
"Whit Merrifield",4500,"KCR","2B","BOS",7.12
"Mike Moustakas",4400,"KCR","3B","BOS",5.95
"Ramon Torres",2100,"KCR","SS","BOS",5.54
"Brandon Moss",3600,"KCR","OF","BOS",5.56
"Jorge Bonifacio",4000,"KCR","OF","BOS",7.05
"Dee Gordon",4300,"MIA","2B","CIN",8.78
"Devin Mesoraco",2500,"CIN","C","MIA",4.75
"Albert Almora",3900,"CHC","OF","MIL",5.69
"Ian Happ",4400,"CHC","2B/OF","MIL",7.74
"Javier Baez",3900,"CHC","2B/SS","MIL",6.41
"Jon Jay",3600,"CHC","OF","MIL",6.75
"Ben Zobrist",4300,"CHC","2B/OF","MIL",7.58
"Jason Heyward",3600,"CHC","OF","MIL",7.51
"Eric Thames",4100,"MIL","1B/OF","CHC",8.53
"Travis Shaw",4500,"MIL","3B","CHC",9.59
"Kyle Schwarber",4100,"CHC","OF","MIL",7.72
"Willson Contreras",4700,"CHC","C","MIL",8.22
"Addison Russell",3600,"CHC","SS","MIL",7.33
"Giovanny Urshela",2900,"CLE","3B","CHW",5.96
"Erik Gonzalez",3200,"CLE","2B/SS","CHW",5.06
"Roberto Perez",2700,"CLE","C","CHW",5.08
"Abraham Almonte",3400,"CLE","OF","CHW",5.55
"Austin Jackson",3600,"CLE","OF","CHW",5.19
"Kris Bryant",5000,"CHC","3B","MIL",9.23
"Anthony Rizzo",5600,"CHC","1B","MIL",9.97
"Alen Hanson",3100,"CHW","2B/OF","CLE",4.2
"Domingo Santana",4200,"MIL","OF","CHC",7.05
"Hernan Perez",3500,"MIL","3B/OF","CHC",6.11
"Adam Duvall",4600,"CIN","OF","MIA",8.46
"Eugenio Suarez",3700,"CIN","3B","MIA",7.43
"Joey Votto",4900,"CIN","1B","MIA",7.33
"Zack Cozart",4500,"CIN","SS","MIA",7.95
"Scott Schebler",3100,"CIN","OF","MIA",6.13
"Scooter Gennett",4400,"CIN","2B/OF","MIA",5.84
"Patrick Kivlehan",2500,"CIN","OF","MIA",4.17
"Tucker Barnhart",2800,"CIN","C","MIA",4.77
"Jose Peraza",2400,"CIN","2B/SS","MIA",5.48
"Billy Hamilton",4000,"CIN","OF","MIA",7.54
"Jesus Aguilar",3300,"MIL","1B","CHC",6.03
"Orlando Arcia",3300,"MIL","SS","CHC",5.43
"Brett Phillips",2500,"MIL","OF","CHC",5.41
"Manuel Pina",3500,"MIL","C","CHC",5.68
"Jonathan Villar",3800,"MIL","2B","CHC",6.78
"Lewis Brinson",2700,"MIL","OF","CHC",4.67
"Eric Sogard",3100,"MIL","2B/SS","CHC",5.9
"Ryan Braun",4400,"MIL","OF","CHC",8.37
"A.J. Pollock",5000,"ARI","OF","STL",7.85
"J.D. Martinez",5100,"ARI","OF","STL",8.52
"Manuel Margot",3800,"SDP","OF","PIT",5.44
"Hector Sanchez",2900,"SDP","C","PIT",5.84
"Matthew Szczur",2900,"SDP","OF","PIT",5.11
"Hunter Renfroe",4000,"SDP","OF","PIT",6.21
"Brian Dozier",4000,"MIN","2B","OAK",8.07
"Max Kepler",3300,"MIN","OF","OAK",6.97
"Jason Castro",2900,"MIN","C","OAK",5.26
"Robbie Grossman",2800,"MIN","OF","OAK",6.83
"Miguel Sano",4100,"MIN","3B","OAK",8.76
"Carlos Asuaje",3300,"SDP","2B","PIT",5.74
"Jose Pirela",3800,"SDP","OF","PIT",6.83
"Starling Marte",4500,"PIT","OF","SDP",7.81
"Jose Osuna",3500,"PIT","1B/OF","SDP",5.39
"Francisco Cervelli",2600,"PIT","C","SDP",5.49
"Wil Myers",3800,"SDP","1B","PIT",8.97
"Jabari Blash",2900,"SDP","OF","PIT",5.62
"Luis Torrens",2200,"SDP","C","PIT",4.69
"Allen Cordoba",2200,"SDP","OF/SS","PIT",4.66
"Cory Spangenberg",3100,"SDP","3B/OF","PIT",6.19
"Jorge Polanco",2100,"MIN","SS","OAK",5.66
"Eddie Rosario",4000,"MIN","OF","OAK",5.49
"Rajai Davis",3400,"OAK","OF","MIN",6.98
"Yonder Alonso",3500,"OAK","1B","MIN",6.45
"Adam Rosales",2500,"OAK","SS","MIN",5.09
"Franklin Barreto",2000,"OAK","2B/SS","MIN",5.07
"Jaycob Brugman",2400,"OAK","OF","MIN",5.13
"Bruce Maxwell",2500,"OAK","C","MIN",5.91
"Matt Chapman",2800,"OAK","3B","MIN",6.18
