"Name","Salary","Team","Position","OppTeam","Projections"
"Eric Hosmer",3900,"KCR","1B","NYY",6.6
"Lorenzo Cain",4100,"KCR","OF","NYY",6.26
"Alex Gordon",2900,"KCR","OF","NYY",5.29
"Salvador Perez",3500,"KCR","C","NYY",6.09
"Cheslor Cuthbert",3100,"KCR","3B","NYY",4.89
"Mike Moustakas",3400,"KCR","3B","NYY",6.48
"Whit Merrifield",3300,"KCR","2B/OF","NYY",5.43
"Alcides Escobar",2700,"KCR","SS","NYY",5.29
"Kennys Vargas",4000,"MIN","1B","COL",7.31
"Byron Buxton",3300,"MIN","OF","COL",5.93
"Jason Castro",2800,"MIN","C","COL",5.9
"Robbie Grossman",3500,"MIN","OF","COL",6.52
"Joe Mauer",3700,"MIN","1B","COL",5.55
"Jorge Polanco",3400,"MIN","SS","COL",5.83
"Eddie Rosario",3400,"MIN","OF","COL",5.66
"Chris Gimenez",2800,"MIN","C","COL",4.86
"Eduardo Escobar",3000,"MIN","3B/SS","COL",6.06
"Jorge Bonifacio",3000,"KCR","OF","NYY",4.73
"Brandon Moss",3400,"KCR","OF","NYY",5.62
"Chris Carter",3700,"NYY","1B","KCR",5.37
"Didi Gregorius",3500,"NYY","SS","KCR",6.26
"Ronald Torreyes",2600,"NYY","SS","KCR",4.76
"Dustin Pedroia",4000,"BOS","2B","STL",6.51
"Andrew Benintendi",4300,"BOS","OF","STL",8.62
"Mitch Moreland",3300,"BOS","1B","STL",7.06
"Hanley Ramirez",4500,"BOS","1B/OF","STL",6.52
"Mookie Betts",5200,"BOS","OF","STL",7.67
"Gary Sanchez",4500,"NYY","C","KCR",7.69
"Aaron Judge",5000,"NYY","OF","KCR",8.28
"Brett Gardner",4500,"NYY","OF","KCR",5.73
"Aaron Hicks",3800,"NYY","OF","KCR",5.49
"Jorge Soler",3500,"KCR","OF","NYY",4.83
"Matt Holliday",3800,"NYY","1B/OF","KCR",7.44
"Starlin Castro",4200,"NYY","2B","KCR",7.25
"Jacoby Ellsbury",3800,"NYY","OF","KCR",5.77
"Chase Headley",3300,"NYY","3B","KCR",6.6
"Miguel Sano",4700,"MIN","3B","COL",7.78
"Max Kepler",3800,"MIN","OF","COL",7
"Addison Russell",3500,"CHC","SS","CIN",7.78
"Ben Zobrist",3900,"CHC","2B/OF","CIN",7.25
"Kris Bryant",5000,"CHC","3B","CIN",9.52
"Willson Contreras",3400,"CHC","C","CIN",6.21
"Javier Baez",3800,"CHC","2B","CIN",6.81
"Billy Hamilton",4500,"CIN","OF","CHC",7.29
"Jeimer Candelario",3300,"CHC","1B/3B","CIN",7.22
"Albert Almora",3300,"CHC","OF","CIN",5.37
"Kyle Schwarber",4100,"CHC","OF","CIN",8.61
"Anthony Rizzo",4600,"CHC","1B","CIN",10.54
"Shin-Soo Choo",4000,"TEX","OF","PHI",7.13
"Jonathan Lucroy",3700,"TEX","C","PHI",7.38
"Rougned Odor",4000,"TEX","2B","PHI",8.05
"Joey Gallo",4300,"TEX","3B","PHI",8.09
"Delino DeShields",3500,"TEX","OF","PHI",6.32
"Jared Hoying",0,"TEX","OF","PHI",4.4
"Robinson Chirinos",3200,"TEX","C","PHI",5.53
"Jose Peraza",3300,"CIN","2B","CHC",5.67
"Joey Votto",4600,"CIN","1B","CHC",8.71
"Mark Reynolds",4400,"COL","1B","MIN",7.5
"Carlos Gonzalez",3900,"COL","OF","MIN",6.97
"Nolan Arenado",4800,"COL","3B","MIN",9.01
"Patrick Valaika",3600,"COL","SS","MIN",6
"Ian Desmond",4400,"COL","1B/OF","MIN",7.34
"Brian Dozier",4600,"MIN","2B","COL",8.89
"Tony Wolters",2800,"COL","C","MIN",4.78
"DJ LeMahieu",4100,"COL","2B","MIN",6.38
"Charlie Blackmon",4600,"COL","OF","MIN",8.06
"Zack Cozart",3800,"CIN","SS","CHC",6.36
"Adam Duvall",3900,"CIN","OF","CHC",7.52
"Eugenio Suarez",3700,"CIN","3B","CHC",6.98
"Tucker Barnhart",2300,"CIN","C","CHC",4.05
"Scott Schebler",3500,"CIN","OF","CHC",6.24
"Gerardo Parra",3400,"COL","OF","MIN",5.65
"Devin Mesoraco",2500,"CIN","C","CHC",5.3
"Xander Bogaerts",4400,"BOS","SS","STL",6.89
"Jackie Bradley",3500,"BOS","OF","STL",6.75
"Carlos Ruiz",2600,"SEA","C","OAK",4.29
"Danny Valencia",3400,"SEA","1B","OAK",5.75
"Taylor Motter",3400,"SEA","1B/SS","OAK",5.18
"Jean Segura",4600,"SEA","SS","OAK",7.03
"Guillermo Heredia",2900,"SEA","OF","OAK",5.58
"Travis Shaw",4200,"MIL","3B","SDP",7.6
"Tuffy Gosewisch",2500,"SEA","C","OAK",4.65
"Benjamin Gamel",3900,"SEA","OF","OAK",6.46
"Kyle Seager",3700,"SEA","3B","OAK",7.51
"Nelson Cruz",4400,"SEA","OF","OAK",7.89
"Adam Rosales",2500,"OAK","SS","SEA",5.32
"Trevor Plouffe",3600,"OAK","3B","SEA",5.57
"Khris Davis",3600,"OAK","OF","SEA",8.54
"Yonder Alonso",4300,"OAK","1B","SEA",8.15
"Rajai Davis",3700,"OAK","OF","SEA",7.08
"Jarrod Dyson",3200,"SEA","OF","OAK",6.02
"Stephen Vogt",2900,"OAK","C","SEA",6.53
"Jonathan Villar",4400,"MIL","2B","SDP",8.29
"Eric Thames",4700,"MIL","1B","SDP",10.13
"Erick Aybar",2700,"SDP","SS","MIL",5.38
"Austin Hedges",2900,"SDP","C","MIL",6.04
"Hunter Renfroe",3100,"SDP","OF","MIL",5.99
"Cory Spangenberg",3200,"SDP","3B/OF","MIL",6.33
"Eric Sogard",2900,"MIL","2B","SDP",4.76
"Jesus Aguilar",3200,"MIL","1B","SDP",6.31
"Nick Franklin",3300,"MIL","2B/OF","SDP",5.54
"Ryan Schimpf",3400,"SDP","3B","MIL",7.06
"Yangervis Solarte",3100,"SDP","2B","MIL",6.97
"Keon Broxton",4200,"MIL","OF","SDP",5.39
"Hernan Perez",3800,"MIL","OF/SS","SDP",6.11
"Domingo Santana",3800,"MIL","OF","SDP",6.03
"Jett Bandy",3200,"MIL","C","SDP",5.18
"Orlando Arcia",3200,"MIL","SS","SDP",4.68
"Wil Myers",4400,"SDP","1B","MIL",8.63
"Manuel Margot",3600,"SDP","OF","MIL",7.17
"Jed Lowrie",3500,"OAK","2B","SEA",6.76
"Matt Joyce",3600,"OAK","OF","SEA",6.76
"Magneuris Sierra",3000,"STL","OF","BOS",5.04
"Thomas Pham",3600,"STL","OF","BOS",5.47
"Yadier Molina",3500,"STL","C","BOS",5.91
"Dexter Fowler",4100,"STL","OF","BOS",7.11
"Deven Marrero",2500,"BOS","3B","STL",4.65
"Todd Frazier",3800,"CHW","3B","LAA",7.41
"Jose Abreu",4500,"CHW","1B","LAA",7.43
"Avisail Garcia",3800,"CHW","OF","LAA",7.05
"Kolten Wong",3800,"STL","2B","BOS",6.13
"Matt Adams",3000,"STL","OF","BOS",4.72
"Aledmys Diaz",3800,"STL","SS","BOS",6.24
"Josh Rutledge",2500,"BOS","2B/3B","STL",5.85
"Sandy Leon",2900,"BOS","C","STL",5.39
"Greg Garcia",2600,"STL","3B/SS","BOS",5.4
"Jedd Gyorko",3900,"STL","2B/3B","BOS",7.13
"Randal Grichuk",3600,"STL","OF","BOS",5.88
"Matt Carpenter",4500,"STL","1B","BOS",7.32
"Melky Cabrera",3400,"CHW","OF","LAA",7.15
"Leury Garcia",3300,"CHW","OF","LAA",5.91
"Cameron Maybin",3500,"LAA","OF","CHW",5.61
"Andrelton Simmons",2800,"LAA","SS","CHW",5.91
"Danny Espinosa",2700,"LAA","2B","CHW",4.52
"Cliff Pennington",2100,"LAA","2B/SS","CHW",4.53
"Ben Revere",3200,"LAA","OF","CHW",5.41
"Ryon Healy",3600,"OAK","1B/3B","SEA",7.19
"Luis Valbuena",3500,"LAA","1B/3B","CHW",5.63
"Kole Calhoun",3200,"LAA","OF","CHW",6.69
"Albert Pujols",3700,"LAA","1B","CHW",6.78
"Matt Davidson",3200,"CHW","3B","LAA",6.12
"Tyler Saladino",3000,"CHW","2B","LAA",6.12
"Omar Narvaez",2400,"CHW","C","LAA",5.15
"Carlos Sanchez",2500,"CHW","2B/3B","LAA",5.22
"Martin Maldonado",2400,"LAA","C","CHW",5.09
"Mike Trout",5400,"LAA","OF","CHW",10.81
"C.J. Cron",3400,"LAA","1B","CHW",6.27
"Mike Napoli",3700,"TEX","1B","PHI",7.25
"Nomar Mazara",3900,"TEX","OF","PHI",8.07
"Michael Conforto",4800,"NYM","OF","ARI",6.25
"Daniel Descalso",2700,"ARI","2B/OF","NYM",5.68
"Nick Ahmed",2800,"ARI","SS","NYM",5.36
"Curtis Granderson",3600,"NYM","OF","ARI",5.83
"Neil Walker",4700,"NYM","2B","ARI",6.27
"Lucas Duda",3900,"NYM","1B","ARI",5.37
"Jay Bruce",5000,"NYM","1B/OF","ARI",6.03
"T.J. Rivera",3300,"NYM","1B/3B","ARI",5.82
"Jeff Mathis",2200,"ARI","C","NYM",4.97
"Chris Owings",4000,"ARI","OF/SS","NYM",6.34
"David Peralta",3900,"ARI","OF","NYM",9.07
"Steve Souza",4100,"TBR","OF","CLE",5.91
"Daniel Robertson",2800,"CLE","3B/SS","TBR",4.37
"Paul Goldschmidt",5500,"ARI","1B","NYM",9.96
"Jake Lamb",4500,"ARI","3B","NYM",10.05
"Yasmany Tomas",4100,"ARI","OF","NYM",7.91
"Brandon Drury",3800,"ARI","2B","NYM",6.16
"Rene Rivera",2500,"NYM","C","ARI",5.23
"Jose Reyes",3900,"NYM","3B/SS","ARI",5.73
"Nick Hundley",2800,"SFG","C","LAD",4.4
"Brandon Belt",3600,"SFG","1B/OF","LAD",4.57
"Christopher Taylor",3100,"LAD","2B","SFG",5.17
"Eduardo Nunez",3600,"SFG","3B/SS","LAD",4.76
"Joe Panik",3200,"SFG","2B","LAD",4.53
"Buster Posey",4200,"SFG","1B/C","LAD",5.79
"Denard Span",3400,"SFG","OF","LAD",4.74
"Cody Bellinger",4400,"LAD","1B/OF","SFG",6.32
"Yasmani Grandal",3600,"LAD","C","SFG",5.46
"Gregor Blanco",3100,"ARI","OF","NYM",6.02
"Wilmer Flores",3300,"NYM","1B/3B","ARI",5.47
"Juan Lagares",2800,"NYM","OF","ARI",5.12
"Chase Utley",3300,"LAD","2B","SFG",5.23
"Corey Seager",4500,"LAD","SS","SFG",7.42
"Yasiel Puig",3800,"LAD","OF","SFG",5.2
"Justin Turner",3900,"LAD","3B","SFG",6.35
"Rickie Weeks",3200,"TBR","1B","CLE",5.56
"Tim Beckham",3700,"TBR","SS","CLE",5.45
"Dee Gordon",3600,"MIA","2B","HOU",6.17
"Jake Marisnick",2700,"HOU","OF","MIA",5.31
"Norichika Aoki",3200,"HOU","OF","MIA",5.42
"J.T. Realmuto",3400,"MIA","C","HOU",5.49
"Christian Yelich",3900,"MIA","OF","HOU",7.08
