"Name","Salary","Team","Position","OppTeam","Projections"
"Yasiel Puig",3600,"LAD","OF","MIA",6.4
"Corey Seager",4600,"LAD","SS","MIA",8.98
"Chase Utley",3500,"LAD","1B/2B","MIA",6.85
"Joe Mauer",3600,"MIN","1B","HOU",5.52
"Yasmani Grandal",3800,"LAD","C","MIA",7.41
"Cody Bellinger",4400,"LAD","1B/OF","MIA",7.83
"Enrique Hernandez",3100,"LAD","OF/SS","MIA",5.7
"Logan Forsythe",3900,"LAD","2B/3B","MIA",6.78
"Christopher Taylor",4100,"LAD","2B/OF","MIA",6.7
"Kennys Vargas",3500,"MIN","1B","HOU",6.99
"Ehire Adrianza",2600,"MIN","2B/SS","HOU",5.05
"Jason Castro",2800,"MIN","C","HOU",5.52
"Robbie Grossman",3400,"MIN","OF","HOU",6.54
"Miguel Sano",4500,"MIN","3B","HOU",8.16
"Jorge Polanco",3000,"MIN","SS","HOU",5.52
"Eddie Rosario",3400,"MIN","OF","HOU",5.26
"Byron Buxton",3900,"MIN","OF","HOU",6.14
"Chris Gimenez",2700,"MIN","C","HOU",4.47
"Eduardo Escobar",4000,"MIN","3B/SS","HOU",5.95
"Justin Turner",4600,"LAD","3B","MIA",7.55
"Joc Pederson",4300,"LAD","OF","MIA",8.01
"Eric Hosmer",4100,"KCR","1B","TEX",5.72
"Lorenzo Cain",3700,"KCR","OF","TEX",6.92
"Alex Gordon",2700,"KCR","OF","TEX",4.55
"Martin Prado",2600,"MIA","3B","LAD",4.51
"Salvador Perez",4000,"KCR","C","TEX",6.8
"Jorge Soler",2800,"KCR","OF","TEX",5.38
"Mike Moustakas",4200,"KCR","3B","TEX",5.68
"Whit Merrifield",4100,"KCR","2B","TEX",6.43
"Alcides Escobar",2200,"KCR","SS","TEX",4.91
"Justin Bour",3800,"MIA","1B","LAD",5.85
"Tyler Moore",3000,"MIA","1B/OF","LAD",4.22
"J.T. Realmuto",3500,"MIA","C","LAD",5.56
"Dee Gordon",3900,"MIA","2B","LAD",6.77
"Austin Barnes",3500,"LAD","C","MIA",5.51
"Christian Yelich",3800,"MIA","OF","LAD",5.77
"Giancarlo Stanton",4100,"MIA","OF","LAD",7.71
"J.T. Riddle",3000,"MIA","SS","LAD",4.68
"Derek Dietrich",3300,"MIA","3B","LAD",5.85
"Marcell Ozuna",4100,"MIA","OF","LAD",7.39
"Max Kepler",4300,"MIN","OF","HOU",7.17
"Brian Dozier",4100,"MIN","2B","HOU",8.82
"Daniel Descalso",3900,"ARI","2B/OF","ATL",6.53
"Chris Iannetta",3100,"ARI","C","ATL",5.7
"Chris Owings",3900,"ARI","OF/SS","ATL",7.41
"Chris Herrmann",2800,"ARI","C/OF","ATL",6.36
"Gregor Blanco",3600,"ARI","OF","ATL",6.58
"Ketel Marte",3200,"ARI","SS","ATL",5.22
"Nick Markakis",3600,"ATL","OF","ARI",5.56
"Dansby Swanson",2600,"ATL","SS","ARI",5.2
"A.J. Pollock",4600,"ARI","OF","ATL",8.51
"Brandon Drury",3500,"ARI","2B","ATL",5.85
"Jake Lamb",4800,"ARI","3B","ATL",9.71
"Robinson Cano",4700,"SEA","2B","CHW",8.3
"Benjamin Gamel",3900,"SEA","OF","CHW",6.95
"Guillermo Heredia",3100,"SEA","OF","CHW",6.06
"Mike Zunino",3400,"SEA","C","CHW",6.62
"Mitch Haniger",3800,"SEA","OF","CHW",7.32
"Paul Goldschmidt",5100,"ARI","1B","ATL",10.25
"David Peralta",4400,"ARI","OF","ATL",8.18
"Jean Segura",4900,"SEA","SS","CHW",7.94
"Brandon Phillips",3200,"ATL","2B","ARI",6.06
"Tyler Flowers",3200,"ATL","C","ARI",6.1
"Yulieski Gurriel",3600,"HOU","1B","MIN",6.51
"Alex Bregman",4200,"HOU","3B","MIN",6.03
"Evan Gattis",3900,"HOU","C","MIN",6.65
