"Name","Salary","Team","Position","OppTeam","Projections"
"Alex Presley",2300,"DET","OF","KCR",5.75
"Pablo Sandoval",3700,"BOS","3B","CHW",6.09
"Kevan Smith",2400,"CHW","C","BOS",3.61
"J.D. Martinez",4800,"DET","OF","KCR",9.97
"Nick Castellanos",3400,"DET","3B","KCR",6.01
"Dixon Machado",2600,"DET","2B/SS","KCR",4.66
"Justin Upton",4000,"DET","OF","KCR",7.74
"Carlos Sanchez",3300,"CHW","2B","BOS",5.49
"Jose Abreu",4700,"CHW","1B","BOS",7.79
"Melky Cabrera",3900,"CHW","OF","BOS",5.92
"Timothy Anderson",3100,"CHW","SS","BOS",5.76
"Deven Marrero",2700,"BOS","3B","CHW",5.96
"Todd Frazier",3700,"CHW","3B","BOS",6.86
"Avisail Garcia",3700,"CHW","OF","BOS",7.19
"Leury Garcia",3500,"CHW","OF","BOS",5.69
"Matt Davidson",3700,"CHW","1B/3B","BOS",6.03
"Victor Martinez",3500,"DET","1B","KCR",7.26
"Miguel Cabrera",4400,"DET","1B","KCR",8.67
"Jorge Soler",3200,"KCR","OF","DET",5.5
"Alcides Escobar",2200,"KCR","SS","DET",5.45
"Whit Merrifield",3600,"KCR","2B","DET",5.52
"Jorge Bonifacio",3600,"KCR","OF","DET",5.69
"Adrian Gonzalez",3000,"LAD","1B","STL",5.92
"Corey Seager",4000,"LAD","SS","STL",7.47
"Christopher Taylor",3300,"LAD","2B","STL",5.62
"Alex Gordon",2600,"KCR","OF","DET",4.54
"Salvador Perez",2900,"KCR","C","DET",6.86
"Alex Avila",3200,"DET","1B/C","KCR",5.92
"Jose Iglesias",3300,"DET","SS","KCR",5.33
"Andrew Romine",3200,"DET","2B/OF","KCR",5.86
"Mike Moustakas",4100,"KCR","3B","DET",5.36
"Eric Hosmer",3700,"KCR","1B","DET",5.29
"Lorenzo Cain",3200,"KCR","OF","DET",7.26
"Christian Vazquez",3200,"BOS","C","CHW",6.07
"Hanley Ramirez",4300,"BOS","1B","CHW",7.97
"Daniel Robertson",2700,"TBR","2B/3B","TEX",5.76
"Evan Longoria",5100,"TBR","3B","TEX",8.06
"Kevin Kiermaier",4300,"TBR","OF","TEX",7.6
"Logan Morrison",4700,"TBR","1B","TEX",8.45
"Derek Norris",2700,"TBR","C","TEX",5.38
"Colby Rasmus",4000,"TBR","OF","TEX",8.62
"Tim Beckham",3500,"TBR","SS","TEX",6.23
"Corey Dickerson",5300,"TBR","OF","TEX",9.71
"Steve Souza",5000,"TBR","OF","TEX",8.81
"Neil Walker",4200,"NYM","2B","MIL",7.52
"Jay Bruce",4300,"NYM","1B/OF","MIL",8.47
"Jose Reyes",3600,"NYM","3B/SS","MIL",6.21
"Curtis Granderson",3400,"NYM","OF","MIL",7.11
"Lucas Duda",4200,"NYM","1B","MIL",8.47
"Travis d'Arnaud",3200,"NYM","C","MIL",5.54
"Asdrubal Cabrera",3500,"NYM","SS","MIL",6.14
"Ryan Rua",2900,"TEX","1B/OF","TBR",4.82
"Delino DeShields",3400,"TEX","OF","TBR",5.55
"Andrew Benintendi",4000,"BOS","OF","CHW",9.1
"Josh Rutledge",2800,"BOS","2B/3B","CHW",5.65
"Adrian Beltre",4400,"TEX","3B","TBR",6.39
"Mookie Betts",4900,"BOS","OF","CHW",10.62
"Jackie Bradley",4100,"BOS","OF","CHW",7.66
"Xander Bogaerts",4600,"BOS","SS","CHW",8.18
"Mitch Moreland",3800,"BOS","1B","CHW",9.29
"Jared Hoying",2800,"TEX","OF","TBR",4.74
"Mike Napoli",3600,"TEX","1B","TBR",5.5
"Rougned Odor",3600,"TEX","2B","TBR",6.12
"Nomar Mazara",4300,"TEX","OF","TBR",6.16
"Elvis Andrus",4700,"TEX","SS","TBR",5.98
