"Name","Salary","Team","Position","OppTeam","Projections"
"Peter Kozma",3000,"TEX","3B/SS","NYM",4.9
"Jared Hoying",2800,"TEX","OF","NYM",5.48
"Wilmer Flores",3800,"NYM","2B/3B","TEX",5.5
"J.T. Realmuto",3400,"MIA","C","CHC",5.4
"Dee Gordon",3900,"MIA","2B","CHC",6.84
"Giancarlo Stanton",4700,"MIA","OF","CHC",8.33
"Christian Yelich",4000,"MIA","OF","CHC",7.43
"Jonathan Lucroy",2800,"TEX","C","NYM",6.26
"Shin-Soo Choo",4200,"TEX","OF","NYM",7.86
"Delino DeShields",3100,"TEX","OF","NYM",5.6
"Ryan Rua",2800,"TEX","1B/OF","NYM",4.71
"Travis d'Arnaud",3400,"NYM","C","TEX",4.82
"Nomar Mazara",4200,"TEX","OF","NYM",7.76
"Rougned Odor",2900,"TEX","2B","NYM",7.28
"Joey Gallo",4300,"TEX","3B","NYM",8.34
"Elvis Andrus",4900,"TEX","SS","NYM",7.02
"Marcell Ozuna",4400,"MIA","OF","CHC",6.91
"Tyler Moore",2500,"MIA","1B/OF","CHC",5.22
"Ian Happ",4000,"CHC","2B","MIA",6.9
"Jason Heyward",3400,"CHC","OF","MIA",7.08
"Ben Zobrist",3600,"CHC","2B/OF","MIA",7.85
"Miguel Montero",3100,"CHC","C","MIA",6.04
"Eduardo Nunez",4700,"SFG","3B/OF","MIL",7.15
"Buster Posey",4100,"SFG","1B/C","MIL",7.89
"Brandon Belt",4100,"SFG","1B/OF","MIL",7.96
"Javier Baez",4200,"CHC","2B/SS","MIA",6.01
"Willson Contreras",3700,"CHC","C","MIA",6.01
"J.T. Riddle",2500,"MIA","SS","CHC",5.2
"Derek Dietrich",2700,"MIA","3B","CHC",5.91
"Kyle Schwarber",3900,"CHC","OF","MIA",5.99
"Kris Bryant",4800,"CHC","3B","MIA",8.93
"Addison Russell",3200,"CHC","SS","MIA",6.01
"Anthony Rizzo",4700,"CHC","1B","MIA",9.48
"Asdrubal Cabrera",3400,"NYM","SS","TEX",5.88
"Lucas Duda",4500,"NYM","1B","TEX",6.88
"Cesar Hernandez",3700,"PHI","2B","ATL",6.25
"Odubel Herrera",3700,"PHI","OF","ATL",7.64
"Scooter Gennett",3600,"CIN","2B/OF","STL",6.25
"Freddy Galvis",3700,"PHI","SS","ATL",5.74
"Maikel Franco",3400,"PHI","3B","ATL",5.97
"Andrew Knapp",3400,"PHI","C","ATL",5.43
"Aaron Altherr",3300,"PHI","OF","ATL",7.07
"Jose Peraza",4800,"CIN","2B","STL",5.6
"Scott Schebler",3900,"CIN","OF","STL",6.89
"Billy Hamilton",4400,"CIN","OF","STL",8.21
"Tucker Barnhart",2700,"CIN","C","STL",4.82
"Devin Mesoraco",2900,"CIN","C","STL",5.52
"Zack Cozart",4800,"CIN","SS","STL",7.64
"Joey Votto",4900,"CIN","1B","STL",9.28
"Eugenio Suarez",4000,"CIN","3B","STL",6.09
"Adam Duvall",4500,"CIN","OF","STL",7.82
"Tommy Joseph",3100,"PHI","1B","ATL",7
"Cameron Rupp",2700,"PHI","C","ATL",5.43
"Michael Conforto",5100,"NYM","OF","TEX",8.26
"Kurt Suzuki",3000,"ATL","C","PHI",4.86
"Adonis Garcia",3900,"ATL","3B","PHI",5.74
"Juan Lagares",2800,"NYM","OF","TEX",4.9
"Jay Bruce",4300,"NYM","1B/OF","TEX",7.36
