"Name","Salary","Team","Position","OppTeam","Projections"
"Wade Miley",7300,"BAL","SP","CHW",11.46
"Joseph Musgrove",7600,"HOU","SP","TEX",17.3
"Yu Darvish",8800,"TEX","SP","HOU",20.23
"Mike Pelfrey",5500,"CHW","SP","BAL",10.33
"Masahiro Tanaka",7800,"NYY","SP","LAA",19.87
"Luis Perdomo",6300,"SDP","SP","CIN",19.7
"Bronson Arroyo",4900,"CIN","SP","SDP",10.73
"Alex Meyer",6400,"LAA","SP","NYY",16.25
"Adalberto Mejia",6500,"MIN","SP","SEA",14.52
"Yovani Gallardo",5800,"SEA","SP","MIN",12.13
"Stephen Strasburg",12700,"WAS","SP","ATL",30.67
"Michael Foltynewicz",6600,"ATL","SP","WAS",12.61
"Jameson Taillon",6800,"PIT","SP","COL",17.01
"John Lackey",7700,"CHC","SP","NYM",17.95
"Jacob deGrom",10200,"NYM","SP","CHC",20.74
"Rick Porcello",8600,"BOS","SP","PHI",22.38
"Jerad Eickhoff",5000,"PHI","SP","BOS",9.46
"Kyle Freeland",8100,"COL","SP","PIT",14.12
