"Name","Salary","Team","Position","OppTeam","Projections"
"Mike Moustakas",4400,"KCR","3B","BOS",8.37
"Hanley Ramirez",3400,"BOS","1B","KCR",7.59
"Lorenzo Cain",4600,"KCR","OF","BOS",8.28
"Eric Hosmer",4000,"KCR","1B","BOS",7.97
"Salvador Perez",3700,"KCR","C","BOS",7.9
"Josh Rutledge",2600,"BOS","2B/3B","KCR",6.09
"Christian Vazquez",2700,"BOS","C","KCR",5.56
"Mookie Betts",5400,"BOS","OF","KCR",9.78
"Jackie Bradley",4100,"BOS","OF","KCR",7.32
"Mitch Moreland",4300,"BOS","1B","KCR",7.9
"Xander Bogaerts",4500,"BOS","SS","KCR",7.75
"Alex Gordon",3200,"KCR","OF","BOS",5.45
"Whit Merrifield",4300,"KCR","2B","BOS",7.46
"Carlos Correa",4900,"HOU","SS","OAK",8.62
"Jose Altuve",5100,"HOU","2B","OAK",9.54
"Brian McCann",3800,"HOU","C","OAK",7.78
"Alex Bregman",2700,"HOU","3B","OAK",6.07
"Yulieski Gurriel",2900,"HOU","1B","OAK",6
"Carlos Beltran",4100,"HOU","OF","OAK",7.96
"George Springer",5200,"HOU","OF","OAK",8.64
"Alcides Escobar",3100,"KCR","SS","BOS",5.24
"Jorge Bonifacio",3900,"KCR","OF","BOS",6.72
"Brandon Moss",2700,"KCR","OF","BOS",5.69
"Marwin Gonzalez",3800,"HOU","1B/OF","OAK",6.95
"Andrew Benintendi",4300,"BOS","OF","KCR",7.66
"Dustin Pedroia",3400,"BOS","2B","KCR",7.57
"Yangervis Solarte",4700,"SDP","2B","CHC",6.09
"Wil Myers",4600,"SDP","1B","CHC",6.68
"Jose Pirela",3900,"SDP","2B","CHC",5.9
"Hunter Renfroe",3800,"SDP","OF","CHC",6.09
"Austin Hedges",3000,"SDP","C","CHC",5.31
"Cory Spangenberg",2900,"SDP","3B/OF","CHC",5.21
"Franchy Cordero",3600,"SDP","OF","CHC",5.38
"Joey Gallo",4000,"TEX","3B","TOR",7.1
"Shin-Soo Choo",4600,"TEX","OF","TOR",8.34
"Jonathan Lucroy",3200,"TEX","C","TOR",5.9
"Adrian Beltre",3900,"TEX","3B","TOR",7.14
"Erick Aybar",2700,"SDP","SS","CHC",5.3
"Kyle Schwarber",3500,"CHC","OF","SDP",5
"Jason Heyward",3800,"CHC","OF","SDP",5.57
"Albert Almora",3200,"CHC","OF","SDP",5.95
"Allen Cordoba",2600,"SDP","OF","CHC",5.06
"Jon Jay",3200,"CHC","OF","SDP",4.63
"Ian Happ",4000,"CHC","2B","SDP",6.01
"Javier Baez",2900,"CHC","2B/SS","SDP",6.27
"Kris Bryant",4600,"CHC","3B","SDP",8.91
"Anthony Rizzo",4800,"CHC","1B","SDP",7.21
"Addison Russell",4200,"CHC","SS","SDP",5.96
"Willson Contreras",3800,"CHC","C","SDP",6.05
"Evan Gattis",2900,"HOU","C","OAK",6.16
"Norichika Aoki",2700,"HOU","OF","OAK",5.41
"Wilmer Flores",3000,"NYM","2B/3B","LAD",5.2
"Michael Conforto",4100,"NYM","OF","LAD",4.02
"Jay Bruce",4100,"NYM","1B/OF","LAD",4.68
"T.J. Rivera",2700,"NYM","1B/3B","LAD",4.77
"Curtis Granderson",3700,"NYM","OF","LAD",3.57
"Yoenis Cespedes",4400,"NYM","OF","LAD",5.66
"Robinson Cano",4600,"SEA","2B","DET",9.05
"Nelson Cruz",4800,"SEA","OF","DET",9.12
"Kyle Seager",3400,"SEA","3B","DET",8.79
"Mitch Haniger",4300,"SEA","OF","DET",8.14
"Danny Valencia",3400,"SEA","1B","DET",7.21
"Lucas Duda",3300,"NYM","1B","LAD",4.06
"Jose Reyes",3400,"NYM","3B/SS","LAD",3.86
"Cody Bellinger",5200,"LAD","1B/OF","NYM",9.01
"Chase Utley",3500,"LAD","1B/2B","NYM",5.9
"Justin Turner",4200,"LAD","3B","NYM",7.04
"Juan Lagares",2500,"NYM","OF","LAD",4.31
"Yasmani Grandal",3000,"LAD","C","NYM",6.38
"Yasiel Puig",4300,"LAD","OF","NYM",6
"Travis d'Arnaud",3100,"NYM","C","LAD",3.94
"Joc Pederson",3800,"LAD","OF","NYM",6.18
"Christopher Taylor",4500,"LAD","2B/OF","NYM",7.45
"Corey Seager",4600,"LAD","SS","NYM",7.92
"Jarrod Dyson",4100,"SEA","OF","DET",5.9
"Taylor Motter",2500,"SEA","2B/SS","DET",5.71
"Rajai Davis",3700,"OAK","OF","HOU",5.7
"Chad Pinder",3000,"OAK","2B/SS","HOU",5.74
"Jaycob Brugman",2500,"OAK","OF","HOU",5.49
"Matt Chapman",2600,"OAK","3B","HOU",5.73
"Derek Fisher",3600,"HOU","OF","OAK",6.26
"Yonder Alonso",4400,"OAK","1B","HOU",7.8
"Matt Joyce",3900,"OAK","OF","HOU",6.83
"Jed Lowrie",4000,"OAK","2B","HOU",6.17
"Ryon Healy",4100,"OAK","1B/3B","HOU",6.03
"Khris Davis",3800,"OAK","OF","HOU",7.44
"Stephen Vogt",3400,"OAK","C","HOU",5.53
"Alex Presley",2700,"DET","OF","SEA",5.61
"J.D. Martinez",4900,"DET","OF","SEA",9.66
"Andrew Romine",2800,"DET","2B/OF","SEA",5.36
"Alex Avila",4000,"DET","1B/C","SEA",7.15
"Mike Zunino",4100,"SEA","C","DET",5.83
"Benjamin Gamel",4200,"SEA","OF","DET",7.97
"Jose Iglesias",2800,"DET","SS","SEA",5.59
"Miguel Cabrera",4000,"DET","1B","SEA",8.67
"Nick Castellanos",3800,"DET","3B","SEA",7.05
"Justin Upton",4000,"DET","OF","SEA",8.39
"Ian Kinsler",3900,"DET","2B","SEA",7.75
"James McCann",2500,"DET","C","SEA",5.39
"Elvis Andrus",4600,"TEX","SS","TOR",6.83
"Rougned Odor",4500,"TEX","2B","TOR",7.12
"Derek Dietrich",3400,"MIA","3B","WAS",5.96
"Justin Bour",4500,"MIA","1B","WAS",7.69
"J.T. Riddle",2500,"MIA","SS","WAS",5.34
"Devin Mesoraco",3200,"CIN","C","TBR",5.76
"Scooter Gennett",3400,"CIN","2B/OF","TBR",6.13
"Marcell Ozuna",4600,"MIA","OF","WAS",7.31
"Giancarlo Stanton",4800,"MIA","OF","WAS",7.85
"Matt Wieters",3700,"WAS","C","MIA",5.89
"J.T. Realmuto",3800,"MIA","C","WAS",5.89
"Dee Gordon",4200,"MIA","2B","WAS",8.03
"Christian Yelich",3900,"MIA","OF","WAS",8.14
"Billy Hamilton",3300,"CIN","OF","TBR",6.76
"Zack Cozart",3700,"CIN","SS","TBR",7.27
"Corey Dickerson",4800,"TBR","OF","CIN",9.42
"Mallex Smith",3600,"TBR","OF","CIN",7.33
"Evan Longoria",3500,"TBR","3B","CIN",7.62
"Daniel Robertson",2900,"TBR","2B/3B","CIN",5.56
"Steve Souza",4400,"TBR","OF","CIN",8.09
"Jose Peraza",3400,"CIN","2B","TBR",5.48
"Joey Votto",4700,"CIN","1B","TBR",8.97
"Adam Duvall",3900,"CIN","OF","TBR",8.03
"Eugenio Suarez",3100,"CIN","3B","TBR",6.98
"Scott Schebler",3900,"CIN","OF","TBR",7.12
"Michael Taylor",3900,"WAS","OF","MIA",5.6
"Anthony Rendon",4300,"WAS","3B","MIA",7.53
"Lonnie Chisenhall",4300,"CLE","OF","BAL",7.26
"Michael Brantley",4400,"CLE","OF","BAL",7.09
"Daniel Robertson",2900,"CLE","OF","BAL",5.32
"Hyun-Soo Kim",3300,"BAL","OF","CLE",4.99
"Adam Jones",3900,"BAL","OF","CLE",6.04
"Jason Kipnis",4000,"CLE","2B","BAL",7.4
"Jose Ramirez",4800,"CLE","2B/3B","BAL",7.06
"Yan Gomes",3300,"CLE","C","BAL",5.74
"Carlos Santana",3900,"CLE","1B","BAL",7.33
"Francisco Lindor",4600,"CLE","SS","BAL",7.57
"Edwin Encarnacion",4900,"CLE","1B","BAL",8.42
"Manny Machado",3900,"BAL","3B","CLE",6.23
"Mark Trumbo",4100,"BAL","OF","CLE",5.77
"Brian Goodwin",3600,"WAS","OF","MIA",6.03
"Bryce Harper",5500,"WAS","OF","MIA",10.12
"Ryan Zimmerman",5000,"WAS","1B","MIA",8.21
"Daniel Murphy",4800,"WAS","2B","MIA",9.05
"Trea Turner",5200,"WAS","SS","MIA",8.8
"Welington Castillo",4200,"BAL","C","CLE",5.58
"Jonathan Schoop",4400,"BAL","2B","CLE",6.04
"Ruben Tejada",3300,"BAL","3B/SS","CLE",3.83
"Trey Mancini",4300,"BAL","1B/OF","CLE",5.43
"Seth Smith",4000,"BAL","OF","CLE",5.86
"Logan Morrison",4700,"TBR","1B","CIN",8.84
"Tim Beckham",4100,"TBR","SS","CIN",6.03
"Orlando Arcia",3200,"MIL","SS","PIT",4.77
"Jett Bandy",2500,"MIL","C","PIT",4.48
"Keon Broxton",4700,"MIL","OF","PIT",6.43
"Travis Shaw",4500,"MIL","3B","PIT",8.79
"Eric Sogard",3700,"MIL","2B/SS","PIT",7
"Domingo Santana",4200,"MIL","OF","PIT",6.99
"Hernan Perez",4100,"MIL","3B/OF","PIT",6.09
"Jordy Mercer",3600,"PIT","SS","MIL",5.45
"Josh Bell",4300,"PIT","1B","MIL",6.57
"Manuel Pina",3300,"MIL","C","PIT",5.38
"Eric Thames",4700,"MIL","1B/OF","PIT",8.83
"Kevin Pillar",4000,"TOR","OF","TEX",7.91
"Jose Bautista",3800,"TOR","OF","TEX",9.22
"Troy Tulowitzki",3200,"TOR","SS","TEX",6.13
"Mike Napoli",3400,"TEX","1B","TOR",5.96
"Carlos Gomez",4400,"TEX","OF","TOR",7.77
"Nomar Mazara",4100,"TEX","OF","TOR",7.19
"Steve Pearce",3800,"TOR","OF","TEX",6.07
"Josh Donaldson",4600,"TOR","3B","TEX",9.52
"Kendrys Morales",4500,"TOR","1B","TEX",8.93
"Justin Smoak",4800,"TOR","1B","TEX",9.51
"Russell Martin",3800,"TOR","3B/C","TEX",6.36
"Ryan Goins",2700,"TOR","SS","TEX",5.46
"Francisco Cervelli",3100,"PIT","C","MIL",5.59
"David Freese",3600,"PIT","3B","MIL",6.08
"Joe Panik",4200,"SFG","2B","ATL",7.03
"Austin Slater",3600,"SFG","OF","ATL",5.97
"Denard Span",3900,"SFG","OF","ATL",7.58
"Hunter Pence",3700,"SFG","OF","ATL",6.85
"Ender Inciarte",4400,"ATL","OF","SFG",5.98
"Brandon Crawford",3300,"SFG","SS","ATL",7.6
"Buster Posey",4100,"SFG","1B/C","ATL",7.79
