"Name","Salary","Team","Position","OppTeam","Projections"
"Matthew Strahm",5000,"KCR","SP","BOS",11.74
"Chris Sale",13200,"BOS","SP","KCR",31.97
"Derek Holland",5600,"CHW","SP","MIN",12.74
"Ervin Santana",10400,"MIN","SP","CHW",23.61
"Mike Montgomery",5500,"CHC","SP","SDP",14.17
"Jhoulys Chacin",7000,"SDP","SP","CHC",14.37
"Zack Greinke",8600,"ARI","SP","COL",17.42
"German Marquez",6000,"COL","SP","ARI",10.72
"Ariel Miranda",6100,"SEA","SP","DET",14.06
"Jordan Zimmermann",5900,"DET","SP","SEA",13.82
"Robert Gsellman",5700,"NYM","SP","LAD",14.18
"Brandon McCarthy",6400,"LAD","SP","NYM",19.49
"Francis Martes",5800,"HOU","SP","OAK",16.09
"Sonny Gray",6900,"OAK","SP","HOU",15.42
"Nick Martinez",4800,"TEX","SP","TOR",10.17
"Francisco Liriano",6700,"TOR","SP","TEX",17.61
"Chris Tillman",5100,"BAL","SP","CLE",11.17
"Amir Garrett",5400,"CIN","SP","TBR",16.4
"Josh Tomlin",6300,"CLE","SP","BAL",13.36
"Jeremy Hellickson",5200,"PHI","SP","STL",12.24
"Michael Pineda",10600,"NYY","SP","LAA",21.25
"Mike Leake",7700,"STL","SP","PHI",19.2
"Alex Cobb",7100,"TBR","SP","CIN",17.6
"Gio Gonzalez",9600,"WAS","SP","MIA",19.72
"Chad Kuhl",4700,"PIT","SP","MIL",9.36
"Zach Davies",6500,"MIL","SP","PIT",14.15
"Julio Teheran",7900,"ATL","SP","SFG",17.8
"Matt Moore",5300,"SFG","SP","ATL",14.96
"Edinson Volquez",7200,"MIA","SP","WAS",14.58
"Parker Bridwell",4600,"LAA","SP","NYY",11.41
